Mouse gene name,Gene name
,IGKV2-30
,Metazoa_SRP
,NMB
,IGKV3-31
,RUNX1-AS2
,IGKV1-32
,UBE2Q2P16
,IGKV1-33
,RPL34P3
,
,EZH2P1
,MIR802
,RPS20P1
,PPP1R2P2
,RPL23AP3
,GOLGA2P7
,IGKV3-34
,RIMKLBP1
,IGKV1-35
,DNM1P51
,RNU6-992P
,IGKV2-36
,GOLGA6L5P
,IGKV1-37
Cbr1b,CBR1
Cbr1,CBR1
,UBE2Q2P1
,IGKV2-38
,IGKV1-39
,LINC00933
,EFL1P1
,
,IGKV2-40
,SCAND2P
,
,
,UBE2Q2P1
,LINC00933
,
,RPS9P1
,RPL3P1
,EXOSC3P1
,
Gm55990,
Gm23722,
Snora33,
,RNA5SP490
,OR7E23P
,
,CFAP298-TCP10L
,
,
Sim2,SIM2
,HLCS-IT1
,RNA5SP491
,DPRXP5
,Y_RNA
,MRPL20P1
Ripply3,RIPPLY3
,RNF139
Gm26008,RNU6-696P
Rrp1b,RRP1B
,TATDN1
,C13orf46
,RASA3
,
,MIR6844
,TMEM97P1
,MYL6P1
Agpat3,AGPAT3
,RASA3-IT1
,OR4M2
,OR4N4
,POTEB
,NIPA1
,CYFIP1
,RNU6-859P
Gm25578,RNU6-1150P
,H2AZP1
,
,
,MIR5692B
,MRPL51P2
,
,MTCO1P3
,GOLGA6L1
,COL18A1-AS2
,COL18A1-AS1
,GOLGA8DP
,MIR6815
,MX1-AS1
,
,
,
,
Tpte,TPTE
,
,GOLGA6L2
,MAGEL2
,NDN
,
,
,RNU6-978P
,
,FAM230C
,
,
,
,
,
,
,
,
,
,GGT4P
,
,
,
,IGSF3P1
,KMT5AP1
,GOLGA6L6
,
,
,
,
,
,
,POTEB2
,
,
,
,
,
,
,
,
,
,POTEB3
,OR4M2B
,OR4N4C
,
,
,
,
,
,
,
,
,
,
,
,
,ST13P5
,SAA1
,
,
Gm22279,RNU6-954P
Gm54642,RNU6-954P
,
,NF1P3
,PPP6R2P1
,FRG2MP
,RNA5SP488
,
,PCBP2P1
,
,TIMM9P2
,BRWD1-IT1
,METTL21AP1
,Y_RNA
,RNF6P1
,GET1-SH3BGR
,
,MIR6508
,MYL6P2
,RPS26P4
,
,JCADP1
,RNA5SP334
,
,
,HPS5
Pcp4,PCP4
,
Dscam,DSCAM
,
,PCDHA1
,PCDHA2
,PCDHA3
,PCDHA4
,PCDHA5
,PCDHA6
,PCDHA7
,PCDHA8
,PCDHA9
,
,PCDHA10
,PCDHA14
,
,PCDHA11
,MIR4760
,
,DSCAM-IT1
,PCDHA12
,
,
,
,YRDCP3
,PCDHA13
,
,MIR3197
,PCSEAT
,
,PCDHAC2
,LINC00111
Ripk4,RIPK4
,PCDHB1
,PCDHAC1
,
,PCDHB1-AS1
,
,
,PCDHB2
,
,
,PCDHB4
,PCDHB5
,
,ZNF558
,
,
,PCDHB6
,MIR6814
,
,RNA5SP492
,PCDHB17P
,MBD3L1
,
Tff2,TFF2
,
,
,PCDHB7
,BOLA3P2
,PCDHB8
,OR1M4P
,
,PCDHB16
,MUC16
,
,
,PCDHB9
Tff1,TFF1
,
,PCDHB10
,PCDHB11
,PCDHB12
,GTF2H1
,PCDHB13
,PCDHB14
Ubash3a,UBASH3A
,
,PCDHB18P
,PCDHB18P
,PCDHB19P
,
,PCDHB15
,
,PCDHB3
,MIR3159
,LDHA
,
,RN7SL138P
,LINC02978
,LINC02145
,
,MED10
,RNF135
,
,UBE2QL1
,RNU6-1149P
,RSPH1-DT
,
,
,DPRXP4
,
,
,
,MIR4733HG
,MIR4733
,
,
,OMG
,HSF1
,RPL31P1
,H2BC12L
,EVI2B
,MIR6070
,
,
,
Dnmt3l,DNMT3L
,AK4P1
,
,
,
,
,DNMT3L-AS1
,
Cfap410,CFAP410
,DGAT1
,MIR1245A
,MIR1245B
,MIR3606
,COL3A1
,
,
Gm22871,
Gm22394,
,
,KRTAP10-1
,KRTAP10-2
,KRTAP10-3
,KRTAP10-5
Krtap5-26,KRTAP10-6
Krtap5-24,KRTAP10-6
Krtap5-2,KRTAP10-6
Krtap5-20,KRTAP10-6
Krtap12-20,KRTAP10-6
Krtap12-23,KRTAP10-6
Krtap12-21,KRTAP10-6
Krtap12-1,KRTAP10-6
Krtap12-22,KRTAP10-6
Krtap10-33,KRTAP10-6
Krtap10-32,KRTAP10-6
Krtap10-30,KRTAP10-6
Krtap10-28,KRTAP10-6
Krtap10-31,KRTAP10-6
Krtap10-29,KRTAP10-6
Gm49918,KRTAP10-6
Krtap10-27,KRTAP10-6
Krtap10-26,KRTAP10-6
Krtap10-22,KRTAP10-6
Krtap10-23,KRTAP10-6
Krtap10-25,KRTAP10-6
Krtap10-21,KRTAP10-6
Krtap10-24,KRTAP10-6
Krtap10-10,KRTAP10-6
Krtap10-4,KRTAP10-6
Krtap10-35,KRTAP10-6
Krtap10-34,KRTAP10-6
,KRTAP10-7
,KRTAP10-8
,SLC14A2-AS1
,KRTAP10-10
Krtap5-26,KRTAP10-11
Krtap5-24,KRTAP10-11
Krtap5-2,KRTAP10-11
Krtap5-20,KRTAP10-11
Krtap1-4,KRTAP10-11
Krtap1-3,KRTAP10-11
Krtap9-3,KRTAP10-11
Krtap12-20,KRTAP10-11
Krtap12-23,KRTAP10-11
Krtap12-21,KRTAP10-11
Krtap12-1,KRTAP10-11
Krtap12-22,KRTAP10-11
Krtap10-33,KRTAP10-11
Krtap10-32,KRTAP10-11
Krtap10-30,KRTAP10-11
Krtap10-28,KRTAP10-11
Krtap10-31,KRTAP10-11
Krtap10-29,KRTAP10-11
Gm49918,KRTAP10-11
Krtap10-27,KRTAP10-11
Krtap10-26,KRTAP10-11
Krtap10-22,KRTAP10-11
Krtap10-23,KRTAP10-11
Krtap10-25,KRTAP10-11
Krtap10-21,KRTAP10-11
Krtap10-24,KRTAP10-11
Krtap10-10,KRTAP10-11
Krtap10-4,KRTAP10-11
Krtap10-35,KRTAP10-11
Krtap10-34,KRTAP10-11
Krtap9-5,KRTAP10-11
Krtap2-20,KRTAP10-11
Krtap2-22,KRTAP10-11
Krtap2-4,KRTAP10-11
Krtap2-21,KRTAP10-11
,KRTAP12-4
Krtap10-33,KRTAP12-3
Krtap10-32,KRTAP12-3
Krtap10-30,KRTAP12-3
Krtap10-28,KRTAP12-3
Krtap10-31,KRTAP12-3
Krtap10-29,KRTAP12-3
Gm49918,KRTAP12-3
Krtap10-27,KRTAP12-3
Krtap10-26,KRTAP12-3
Krtap10-22,KRTAP12-3
Krtap10-23,KRTAP12-3
Krtap10-25,KRTAP12-3
Krtap10-21,KRTAP12-3
Krtap10-24,KRTAP12-3
Krtap10-10,KRTAP12-3
Krtap10-4,KRTAP12-3
Krtap10-35,KRTAP12-3
Krtap10-34,KRTAP12-3
Krtap10-33,KRTAP12-2
Krtap10-32,KRTAP12-2
Krtap10-30,KRTAP12-2
Krtap10-28,KRTAP12-2
Krtap10-31,KRTAP12-2
Krtap10-29,KRTAP12-2
Gm49918,KRTAP12-2
Krtap10-27,KRTAP12-2
Krtap10-26,KRTAP12-2
Krtap10-22,KRTAP12-2
Krtap10-23,KRTAP12-2
Krtap10-25,KRTAP12-2
Krtap10-21,KRTAP12-2
Krtap10-24,KRTAP12-2
Krtap10-10,KRTAP12-2
Krtap10-4,KRTAP12-2
Krtap10-35,KRTAP12-2
Krtap10-34,KRTAP12-2
,
,IMMTP1
Krtap10-33,KRTAP12-1
Krtap10-32,KRTAP12-1
Krtap10-30,KRTAP12-1
Krtap10-28,KRTAP12-1
Krtap10-31,KRTAP12-1
Krtap10-29,KRTAP12-1
Gm49918,KRTAP12-1
Krtap10-27,KRTAP12-1
Krtap10-26,KRTAP12-1
Krtap10-22,KRTAP12-1
Krtap10-23,KRTAP12-1
Krtap10-25,KRTAP12-1
Krtap10-21,KRTAP12-1
Krtap10-24,KRTAP12-1
Krtap10-10,KRTAP12-1
Krtap10-4,KRTAP12-1
Krtap10-35,KRTAP12-1
Krtap10-34,KRTAP12-1
,KRTAP12-5P
,KRTAP10-13P
,
,
,
,
,
,
,LINC00163
,LINC00165
,
,
,PCBP3-AS1
,
,
,
,FTCD-AS1
,
Gm22488,
Olig1,OLIG1
,POTED
,
,MIR6848
,SCRT1
,TMEM249
Umodl1,UMODL1
,
,
,FBXL6
,
,
,
,RPS2P6
,
,ADCK5
,
,
,CPSF1
,
,
,
,KRTAP8-2P
,KRTAP8-3P
Krtap8-1,KRTAP8-1
Krtap7-1,KRTAP7-1
Krtap11-1,KRTAP11-1
,KRTAP19-8
,UBE3AP2
,
,MTRES1P2
,TIAM1-AS1
,FBXW11P1
,
,
,HMGN1P2
,
,SRSF9P1
,
,
,
,ERVH48-1
,
Lipi,LIPI
,
,OR4F4
,
,OR4G2P
,OR4G6P
,FAM138E
,
Krtap5-26,KRTAP10-9
Krtap5-24,KRTAP10-9
Krtap5-2,KRTAP10-9
Krtap5-20,KRTAP10-9
Krtap12-20,KRTAP10-9
Krtap12-23,KRTAP10-9
Krtap12-21,KRTAP10-9
Krtap12-1,KRTAP10-9
Krtap12-22,KRTAP10-9
Krtap10-33,KRTAP10-9
Krtap10-32,KRTAP10-9
Krtap10-30,KRTAP10-9
Krtap10-28,KRTAP10-9
Krtap10-31,KRTAP10-9
Krtap10-29,KRTAP10-9
Gm49918,KRTAP10-9
Krtap10-27,KRTAP10-9
Krtap10-26,KRTAP10-9
Krtap10-22,KRTAP10-9
Krtap10-23,KRTAP10-9
Krtap10-25,KRTAP10-9
Krtap10-21,KRTAP10-9
Krtap10-24,KRTAP10-9
Krtap10-10,KRTAP10-9
Krtap10-4,KRTAP10-9
Krtap10-35,KRTAP10-9
Krtap10-34,KRTAP10-9
Krtap5-26,KRTAP10-4
Krtap5-24,KRTAP10-4
Krtap5-2,KRTAP10-4
Krtap5-20,KRTAP10-4
Krtap1-4,KRTAP10-4
Krtap1-3,KRTAP10-4
Krtap9-3,KRTAP10-4
Krtap12-20,KRTAP10-4
Krtap12-23,KRTAP10-4
Krtap12-21,KRTAP10-4
Krtap12-1,KRTAP10-4
Krtap12-22,KRTAP10-4
Krtap10-33,KRTAP10-4
Krtap10-32,KRTAP10-4
Krtap10-30,KRTAP10-4
Krtap10-28,KRTAP10-4
Krtap10-31,KRTAP10-4
Krtap10-29,KRTAP10-4
Gm49918,KRTAP10-4
Krtap10-27,KRTAP10-4
Krtap10-26,KRTAP10-4
Krtap10-22,KRTAP10-4
Krtap10-23,KRTAP10-4
Krtap10-25,KRTAP10-4
Krtap10-21,KRTAP10-4
Krtap10-24,KRTAP10-4
Krtap10-10,KRTAP10-4
Krtap10-4,KRTAP10-4
Krtap10-35,KRTAP10-4
Krtap10-34,KRTAP10-4
Krtap9-5,KRTAP10-4
Krtap2-20,KRTAP10-4
Krtap2-22,KRTAP10-4
Krtap2-4,KRTAP10-4
Krtap2-21,KRTAP10-4
,MIR1302-10
,
,IGSF5
,Y_RNA
,
,
,Y_RNA
,MEF2D
,
,
,Y_RNA
,WASH3P
,
,
,
,LSP1P1
,IQGAP3
,ZNF962P
,
,RPL17P51
Mcm3ap,MCM3AP
,HSPD1P9
,MIR6859-3
,C1QTNF9-AS1
,DDX11L16
,MTCO3P2
,TTC24
,
,DDX11L9
,
,
,HAPLN2
,RPS20P32
,FABP3P2
,BCAN-AS1
,MTUS2-AS1
,
,GPATCH4
,
,
,LINC00562
,RPS21P8
,
,CHCHD2P11
,TIMM9P3
,LINC00457
,MTUS2-AS2
,
,ZNF646P1
,RPP40P2
,MIR939
,MIR1234
,GAMTP2
,MIR6849
,
,
,GNG5P5
,
,SLC39A4
,FHP1
,
,FREM2-AS1
,POLR3KP1
,
,SLC25A5P4
,
,SPATA13-AS1
,PRR20FP
,
,DNAJA1P1
,ELL2P3
,KBTBD4
Mzt1,MZT1
,
,LINC00374
,RPL37P21
Erich6b,ERICH6B
,LINC00547
,RNU5E-10P
,
,FAM180B
,RPL13AP25
,MARK2P12
,
,FABP5P1
,
,C1QTNF4
Klhl1,KLHL1
,
,
,AGBL2
,VPS28
,
,
,
,SNX18P23
,
,LINC01442
,MTCO3P39
,MTND3P22
,
,NAP1L4P3
,
,
,HNF4GP1
,RPL12P34
,RPL18AP2
,HMGN2P39
,DIP2A-IT1
,PLA2G12AP2
,ZDHHC20P4
,RNU6-396P
,COX4I1P2
,RPS5P3
,
,BTF3P6
,
,MIR6501
,
,RN7SL678P
,FGFR1OP2P1
,NPM1P22
,NIPA2P5
,RPL31P53
,RPL18AP17
,SPATA2P1
,HSPD1P8
Ttc3,TTC3
,RPL21P111
,MTCL1P1
Frem2,FREM2
,
,
,CTAGE11P
,PRR20B
,FNBP4
,HNRNPA1P18
,VDAC1P12
,
,RPS3AP52
,CTAGE16P
,LINC00333
,PRR20D
,
,
,PRR20E
,MTND4P1
,MTCO2P3
,OR7E111P
,
,
,RPL31P54
,
Cby2,CBY2
,TCEAL2
,BEX5
,TCEAL6
,Y_RNA
,
,RNA5SP340
,UBE2D3P4
,Y_RNA
,YPEL5P2
,WASF3-AS1
,MTCH2
,LINC00377
,BCAS2P3
,RABEPKP1
,ANKRD26P2
Pou4f1,POU4F1
,
,PSMD10P3
,
,
Nhlrc3,NHLRC3
,SLC52A2
,
,
,
,MIR6724-3
,
,
,RNA5-8SN3
,
,
,
,
,MIR6724-4
,
,
,RNA5-8SN1
,
,
,
,
Olfm4,OLFM4
,ARF4P3
,CCT5P2
,PRR20A
,LINC01078
,SNRPFP3
,PFDN5
Diaph3,DIAPH3
,MYG1
,AAAS
Krtap26-1,KRTAP26-1
Krtap27-1,KRTAP27-1
,KRTAP13-6P
Krtap13-1,KRTAP13-2
,MIR4327
Krtap13-1,KRTAP13-1
,KRTAP13-5P
Krtap15-1,KRTAP15-1
,KRTAP19-1
,KRTAP19-2
,KRTAP19-3
,KRTAP19-4
,PNLIPRP1
,KRTAP19-5
,KRTAP19-9P
,KRTAP19-10P
,
,KRTAP19-11P
,SP7
,KRTAP19-6
,KRTAP19-7
,KRTAP22-2
,
,KRTAP22-1
,KRTAP20-1
,KRTAP20-4
,KRTAP20-2
,KRTAP20-3
,KRTAP21-3
,KRTAP21-4P
,SPMIP5
,KRTAP21-2
,KRTAP21-1
,KRTAP23-1
,HSPA12A-AS1
Krtap13-23,KRTAP13-3
Krtap13-20,KRTAP13-3
Krtap13,KRTAP13-3
Krtap13-24,KRTAP13-3
Krtap13-21,KRTAP13-3
,OR4K2
,RPL5P27
Gm54599,RNU6-426P
,VDAC2P1
,PNLIPRP2
,RPS26P5
,OR4K5
Gm26224,SNORD74B
,
,OR4K1
,
,
,OR4K15
,OR4K14
Mir99a,MIR99A
Mirlet7c-1,MIRLET7C
,
,OR4K13
,MIR125B2
Gm25308,RNU1-98P
,OR4L1
Krtap13-1,KRTAP13-4
,RNA5SP380
,KRTAP6-2
,OR4K17
,OR4N5
,KRTAP6-1
,OR11G2
,
,OR11H6
,OR11H4
,
,TTC5
,CCNB1IP1
,
,
,SNORA79B
,SNORD126
,RPPH1
,PARP2
,
,
,TEP1
,H2AZP4
,VN1R17P
,
,
,MIR548K
,
,Y_RNA
,ZNF496
,
,
,
,CTTN-DT
,
,SNORA70
,BNAT1
,CTTN
,LINC01671
,ZNF496-DT
Pcnt,PCNT
,OR51P1P
,OR52J2P
,OR52J3
,OR52E2
,OR52S1P
,OR52E3P
,OR52J1P
,
,OR52A4P
,
,RNA5SP382
,OR52E1
,KLHL33
,
,VN1R5
,OSGEP
,APEX1
,PIP4P1
,PNP
,RNASE10
,OR4K6P
,OR4K3
,OR4K4P
,
,
,OR4K16P
,OR4U1P
,OR4T1P
,PSMB7P1
,MTND6P21
,GTF2IP22
,USF1P1
,OR11G1P
,OR11P1P
,
,OR11H5P
,
,
,
,
Son,SON
,SRSF1P1
,
,RPS26P47
Pcdh17,PCDH17
,
,
,
,OR4Q2
,OR11H7
,MPTX1
,OR10J2P
,FCER1A
,PPFIA1
,GPRC5C
,
,SP3P
,OR10J7P
,RPL21P110
,OR10J8P
,LINC00440
,OR10J9P
,OR10J1
,RPS12P24
,LINC02819
,HIGD1AP2
,OR10J3
,HNRNPA1P31
,
,OR10J4
,
,CD300A
,
,ELOCP23
,MTND5P3
,
,
,VENTXP2
,ATP6V1G1P7
,CD300LB
,ARF4P4
,LINC01309
,
,CD300C
,SRGNP1
,
,GAPDHP34
,CD300LD
,CD300LD-AS1
Lrch1,LRCH1
,CD300H
,
,MIR766
,
,
,SCEL-AS1
,CDC42P6
,GBA3
,COX5BP6
,NXT1P1
,FTLP8
,ZDHHC4P1
,DDX6P2
,LINC00351
,
,LINC00383
,
,LINC00353
,PEX12P1
,PRR20C
,NDUFB11P1
,
,TCEAL4P1
,PGAM1P9
,GAPDHP69
,NUS1P4
Slitrk6,SLITRK6
,
,RPL27AP8
,
,
,CYCSP35
,NUS1P3
,
,NALF1-IT1
,BAGE2
Sox1,SOX1
,CALM2P4
,
,
,ANKRD30BP2
Myo16,MYO16
,ABCC13
,IFNAR2-IL10RB
,IFNL3P1
,IFNL3
,MSRB1P1
,IFNL4P1
,IFNL2
,IFNL1
,LRFN1
,COL6A2-DT
,
,GMFG
,GRAMD4P1
,CXADRP1
,
,LONRF2P5
,MIR8069
,FEM1AP1
,
,TERF1P1
,FAM207CP
,GXYLT1P2
,CNN2P7
,ZNF114P1
,
,CYP4F29P
,
,SNX18P13
,IFNL4
,
,ANKRD20A11P
,CMC2
,RHOT1P2
,POLR2CP1
,GAPDHP16
,RBMX2P1
Nrip1,NRIP1
,
,
,CCDC40
,
,LINC02920
,
,CENPN
Rcan1,RCAN1
,
,RPL7AP61
,DPPA3P3
,MIR1268B
,GAA
,AKR1B1P4
Irs2,IRS2
Spaca7,SPACA7
,CENPN-AS1
,
,
,EIF4A3
,ATMIN
,C16orf46
,
,
,
,
,GYG1P2
,RIOK3P1
,LINC01043
,
,
,
,
,LINC01044
,C16orf46-DT
,
,GCSH
,SSR1P2
,RPL7L1P1
Nalf1,NALF1
,RPL7P45
,
,
,
,RNU6-1191P
,
Grk1,GRK1
,
,PKD1L2
,
,BACH1-IT1
,
,TRIM60P13
,
,
,AZU1P1
,BACH1-AS1
,BNIP3P7
Ubl3,UBL3
,BACH1-IT2
,BACH1-IT3
Grik1,GRIK1
,MOB1AP1
,LINC01040
,TIMM8BP1
,
,
Fam216b,FAM216B
,GRPEL2P1
,
,
,KMT5AP1
,U6
,MIR4499
,MIR2276
,Metazoa_SRP
,
,RNU5A-4P
,RNA5SP26
,RNU6-56P
Gm55840,RN7SKP1
,SNORD116
,RNY3P9
Gm54538,RN7SKP2
,RNA5SP27
,RN7SL700P
,Metazoa_SRP
,RN7SL618P
,MIR5007
,RN7SKP6
,
,RNA5SP30
,RNY4P29
,MIR3169
,RNU7-88P
,RNY3P5
,RN7SL375P
,
,RN7SL761P
,RNU6-80P
,
,
,
,RNY1P8
,RNU4-10P
,RNU6-66P
,RNU6-79P
,RNY3P10
,RN7SL571P
,RNA5SP33
,RNU6-61P
,RNU6-54P
,RNY3P7
,RNU6-77P
,RNY3P3
Gm23169,RNU6-38P
,RNU6-67P
Gm22980,
,RN7SL60P
,
Gm23246,SNORD31B
,MIR1267
,RNA5SP38
Gm23212,
,NME1P1
,MTND3P1
,
,FTH1P7
,DDX39AP1
Gm24134,SNORD36
,IPMKP1
,RFESDP1
,BASP1P1
,
,
,HMGA1P6
,RNY3P4
,GRIK1-AS1
Gm24211,RNU6-58P
,TATDN2P3
,SDAD1P4
,RPLP1P13
,LINC00327
,
,hsa-mir-8069-1
,
,
,
,LINC00352
,PPP1R26P1
,PCNPP5
,
,CTIF
,Metazoa_SRP
,
,
,
,MIR3613
Kcnrg,KCNRG
,
,
,
,
,
,
,MIR16-1
Mir15a,MIR15A
,
,
,
,
,
,
,
,RPL18P10
,
,
,RPL34P26
,
,RNA5SP28
,
,RNA5SP29
,RPL5P31
,RNU6-123P
,PRELID3BP2
,RNU6-926P
,KRTAP10-12
,DSCR4
,MIR5693
Fam124a,FAM124A
,DSCR4-IT1
,LINC01667
,
,RPL13AP7
,
,SPATA13
,SSR4P1
,
,IPO7P2
,
Zar1l,ZAR1L
,
,
,
,
,CYCSP42
Gm26424,RNU6-1326P
,RAD23BP3
,RUNX1-AS1
,IFIT1P1
,
,TTC3-AS1
,ATP8A2P2
,
,NDE1P2
,ATP5MFP1
,SMAD9-IT1
,
,LAMTOR3P1
,PSMD4P1
,RPL29P28
,
,EIF4A1P5
,
,CSNK1A1L
,TRPM2-AS
,CTAGE3P
,
Mrps6,MRPS6
Rfxap,RFXAP
,
,RN7SL288P
,MIR4743
,RN7SKP5
,
,ABITRAMP1
,
,
,CTIF-AS1
,RNU2-6P
,RNU6-68P
,PPP1R2P4
,OR7E101P
,COX17P1
,FKBP1AP3
,
Siah3,SIAH3
Slc5a3,SLC5A3
Ccdc168,CCDC168
,RPS5P2
Kcne2,KCNE2
,BIVM-ERCC5
,SNX18P10
,MTCO1P1
,MIR3648-2
,
,TEKT4P2
,
,
,POLR2KP2
,PSME2P2
,
,
,RNU6-1118P
,CICP9
,
,
,FAM204CP
,RN7SKP9
,H2AZP3
,ABCD1P2
,
,SNORA31B
Gm24165,SNORA31
Gm24240,SNORA31
Snora31,SNORA31
,
,
,PABPC1P12
,RCN1P2
,
,RNA5SP39
,
,SLC9B1P3
,HCFC2P1
,
,RNY4P28
,TARDBPP2
,
,RNA5SP31
,
,ACTR3BP5
,EIF4A1P6
,
,
,RNU6-71P
,PSMC1P13
,CHEK2P5
Slitrk1,SLITRK1
,CDRT15P9
,TEKT4P2
,
,
,COL4A2-AS2
,SEPTIN7P9
,COL4A2-AS1
,NAXD-AS1
,SOWAHCP2
,SEPTIN7P9
,
,MIR3168
Gm22649,RN7SL597P
Kbtbd6,KBTBD6
,LINC00314
,
,CALM2P3
Kbtbd7,KBTBD7
,
,
,MORF4L1P4
,
,
,
,RAC1P3
Gm23096,RNU6-57P
Cyyr1,CYYR1
,TUBBP2
,OR7E37P
,MIR5006
,
,RN7SL515P
,RNU6-74P
,KARS1P1
,RPS28P8
,
,MAPK6P3
,
,RNA5SP37
Rap2a,RAP2A
,
Cryaa,CRYAA
,
,
,PSMA6P4
,KRR1P1
,
,LINC00556
,
,SLC35E1P1
Gm25202,RNU2-7P
,
,CBR1-AS1
,
,RPL23AP4
,RANP8
,LINC01683
,
,CNOT4P1
,PPIAP27
,
,RPSAP54
,LATS2-AS1
,
,
,RNU4-9P
,RPS12P23
,IPPKP1
,LINC00113
,
,RPL34P27
,ELOBP1
,RNU6-78P
,
,RN7SL741P
,RNY1P3
Shisa2,SHISA2
,
,
,
,
Rxfp2,RXFP2
,
,
,
,
,
,CYYR1-AS1
,
,
,
,
,
,
,
,
,
,
,
,
Fry,FRY
,
,
,LINC01678
,
,
,
,
,LINC01426
,
,LINC00320
,
,CDYLP1
,PLCL2
,MIR3714
,PLCL2-AS1
,SQSTM1
,
,
,U4
,
,
,
,RUFY1
,EEF1DP3
,
,Metazoa_SRP
,RNY1P4
,
,Metazoa_SRP
,SCAND3P1
,PHB1P13
,
,ATXN8
,RNY4P30
,CTAGE10P
,RNY4P9
,DAOA-AS1
,
,
Utp14b,UTP14C
Utp14a,UTP14C
,MIR99AHG
,THSD1P1
,RN7SL320P
,SNRPGP11
,MIR4703
,RNU6-65P
,
,RNY1P6
,RN7SL413P
,
,ATP5PBP1
,
Ccdc70,CCDC70
,
,
Gpr18,GPR18
,RPL23AP87
,RPL23AP87
Tnfsf13b,TNFSF13B
,ZYX
,ATP8A2P3
,PRUNE1P1
,
,THAP12P6
Atp8a2,ATP8A2
,PRDX2P3
,RUFY1-AS1
,Metazoa_SRP
,
,CBY3
,CANX
,MIR6892
,EPHA1
,EPHA1-AS1
,TAS2R62P
,TAS2R60
,TAS2R41
,OR2R1P
,OR10AC1
,
,PAICSP5
,SYT8
,CTAGE15
,RNU6-267P
,CTAGE6
,
,OR2F2
,OR2F1
Sacs,SACS
,CAPZA1P5
,OR2Q1P
,SLC16A1P1
,OR6B1
,LINC01892
,TCAF2
,EPB41L3-AS1
,
,
,LINC01928
,
,SLC25A3P3
,
,
,
,
,TCAF2P1
,
,
,
,
,ZNF415P1
,
,COX6CP3
,
,RPS4XP18
,
,TNNI2
,PPIAP57
,
,BOD1P2
,
,
,
,
,
,LINC01543
,
,
,
,
,
,
Akain1,AKAIN1
Slc14a2,SLC14A2
,ANKRD10-IT1
,PARP1P1
,ARHGEF7-IT1
,
,
,LSP1
Kctd12,KCTD12
,
,BTF3P11
,RPL7P44
,DHX9P1
Cln5,CLN5
,MAML1
,
,
,
,
,
,TPMTP1
,RPS8P3
,
,NPM1P1
,
,LTC4S
,ZBTB7C-AS1
,
,
,
,
,
,
,MTCO2P2
,SINHCAFP1
,RPS24P18
,
,MAP1LC3P
Mia2,CTAGE1
,POLR3GP2
,MYCBP2-AS1
,
Hrh4,HRH4
,MGAT4B
,
,MYCBP2-AS2
,
,ATP11AUN
,ATP11A-AS1
,
,
,
,L3MBTL4-AS1
,MCF2L-AS1
,
,
,
,
Serpine3,SERPINE3
,ATP7BP1
,
,RPSAP57
,
,
,ZBTB7C-AS2
,
St8sia3,ST8SIA3
,LIAT1
,
,
,RPLP0P11
,
,VPS53
Mettl21c,METTL21C
,
,MRPS5P4
,
Slc10a2,SLC10A2
,ARIH2P1
,HMGN1P31
,
,RPL7AP66
,
,RPIAP1
,
Bod1,BOD1L2
,RNY4P24
,
,HNRNPA1L2
,
,WDR7-OT1
,DAOA
,
,
,
,
,
,
Cdh7,CDH7
,
,ZP2
,
Zic2,ZIC2
,LINC00554
,NDUFA12P1
,ASNSP3
,RPL15P18
,
Zic5,ZIC5
,NPM1P4
Gsx1,GSX1
,PLUT
,RNU6-73P
Mc4r,MC4R
Pdx1,PDX1
,
,
,LINC01903
,
,LINC01039
,
,CFL1P8
,
,
,RPL31P9
,MIR4306
,LINC03111
,
,CTBP2P3
Nbea,NBEA
,
,
,
,
,DHFRP1
,BDP1P
,
Cdh20,CDH20
,ANKS4B
,
,MIR1229
,MRNIP
,
,NPIPB5
,
,
,MTL3P
,
,
,
,RPL30P14
,
,POLR3E
,SINHCAFP2
,RPS3AP49
,MIR4298
,
,
,MIR7847
,PRR33
,LINC02565
,
,
,RAC1P1
,EEF2K
,RPS2P6
,TNNT3
,
2700062C07Rik,C18orf21
,MOSMO
,PDZD9
,
,
,NPIPB4
,
,METTL9
,IGSF6
,
,
,
Slc39a6,SLC39A6
,NPIPB11
,SNRPGP14
Gm24452,SNORD27
,
,GRK6P1
,RNA5SP25
,ZDHHC20-IT1
,H2BP6
,FNTAP2
,RNU6-59P
,RPS7P10
,NRBF2P1
Fgf9,FGF9
,AIDAP3
,NPM1P2
Galr1,GALR1
,RN7SL766P
,LINC00400
,
,RPL36P19
,ENOX1-AS1
,
,
,
,
,
,
,
,
,
,
,
,
,RN7SKP150
,LINC02974
,DGKZP1
,
,Y_RNA
,MRNIP-DT
,RPS4XP17
,
,MIR8075
,RFLNB
,LDHBP1
,
,
,TBC1D9B
,SCML2P1
Gm25587,RNU1-16P
,
,AKR1B10P2
,
,PLEKHB2P1
Adprhl1,ADPRHL1
,
,SDHCP1
,
,
,
,
,
,
,
,KRT8P5
,
,
,
,LINC01898
,
,
,N4BP2L2-IT2
,
,
,
,MRPL3P1
,PARP4P2
,CCNQP3
,
,SLC25A15P2
Mbp,MBP
,CYCSP32
,MRPS31P2
,ESRRAP1
,GOLM2P1
,PSPC1-AS2
,RN7SL166P
,ST6GALNAC4P1
,FABP5P2
,
,
,LINC02339
,RAC1P8
,
,LINC01074
,LINC00459
,RPL32P28
,
,SQSTM1P1
,
,
,RNU6-81P
,
,LINC00355
,NFYAP1
,LGMNP1
