Barcode	CellName	Sample	Tissue	Platform	raw.nUMI	raw.nGene	filter.nUMI	filter.nGene	ribo.per	raw.nCD	raw.nTF	raw.nCyt	raw.nLR	Global_Cluster	Sub_Cluster	Sub_ClusterID	Global_tSNE_1	Global_tSNE_2	Sub_tSNE_1	Sub_tSNE_2	integrated.Global_tSNE_1	integrated.Global_tSNE_2
TCD45n-297-20180104	N_T_P0104_00104	P0104	T	Smart-seq2	344076.0887	3171	190785.1062	2813	0.00237985	52	163	21	120	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	1.115880146	31.44920328	-5.047960869	15.01528177	30.31283052	-21.08637447
TCD45n-298-20180104	N_T_P0104_00105	P0104	T	Smart-seq2	408387.8691	5098	318715.3431	4649	0.024496095	84	291	28	254	Fibroblast	hF02_CAF-FAP	hF02	-27.06458009	32.96076131	-30.28492931	2.592970467	32.32080376	-11.14162494
TCD45n-299-20180104	N_T_P0104_00106	P0104	T	Smart-seq2	320555.1485	3488	188903.1652	3003	0.003268511	56	185	16	151	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	1.122235429	31.05117822	-6.203873407	16.96034751	31.16337697	-21.58247599
TCD45n-301-20180104	N_T_P0104_00108	P0104	T	Smart-seq2	440133.772	1481	131224.3428	1296	0.002951621	35	63	16	80	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	-14.25611927	30.91351592	0.718149541	16.77423068	30.38146821	-19.38391445
TCD45n-302-20180104	N_T_P0104_00109	P0104	T	Smart-seq2	370766.3913	2368	109023.5121	2032	0.005009853	42	132	14	102	Epithelial cell	hE03_Goblet-SPINK4	hE03	-5.254019019	27.23014594	-13.84902193	-3.644345303	28.57778217	-18.85492677
TCD45n-303-20180104	N_T_P0104_00110	P0104	T	Smart-seq2	508440.3354	1846	144025.2341	1686	0.019709623	27	96	11	70	Epithelial cell	hE06_UnIdent	hE06	-12.3092667	38.97741304	16.72594106	8.849329884	25.94784765	-18.70236207
TCD45n-304-20180104	N_T_P0104_00111	P0104	T	Smart-seq2	550493.9108	1548	193540.1303	1345	0.004186341	46	80	16	87	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	-14.26012736	30.81493821	0.031099715	17.02616124	30.93322503	-20.24467753
TCD45n-305-20180104	N_T_P0104_00112	P0104	T	Smart-seq2	346803.6952	4231	225860.6788	3729	0.00245338	87	212	24	207	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	1.928064334	31.69058837	-7.18199776	17.44642237	31.13273683	-21.58603025
TCD45n-306-20180104	N_T_P0104_00113	P0104	T	Smart-seq2	471114.2428	5358	401643.6012	4883	0.024166677	87	294	22	222	Fibroblast	hF01_Myofib-ACTA2	hF01	-27.1787913	33.06604358	-36.86960403	3.577422726	29.70281394	-9.676876124
TCD45n-307-20180104	N_T_P0104_00114	P0104	T	Smart-seq2	471246.7491	3060	333581.6819	2604	0.001864318	49	170	15	132	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	0.800157895	30.99105243	-7.704924193	18.72402769	31.17435264	-21.5071655
TCD45n-308-20180104	N_T_P0104_00115	P0104	T	Smart-seq2	394944.2579	2899	224840.1377	2521	0.001616868	53	134	21	135	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	0.772581237	30.93705135	-8.241820228	18.6716814	31.25992493	-21.51335504
TCD45n-309-20180104	N_T_P0104_00116	P0104	T	Smart-seq2	340020.6333	2168	211066.8838	1860	0.009336713	39	125	13	92	Epithelial cell	hE03_Goblet-SPINK4	hE03	-2.913929995	30.05810902	-7.014115171	11.22558203	29.20542776	-20.17683312
TCD45n-310-20180104	N_T_P0104_00117	P0104	T	Smart-seq2	562092.5441	1395	415111.3128	1268	0.003967427	34	69	12	69	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	-13.9556412	32.02135343	2.649464906	15.77774078	30.03965476	-19.01316006
TCD45n-311-20180104	N_T_P0104_00118	P0104	T	Smart-seq2	404828.0378	3061	332442.3119	2666	0.000633345	62	177	20	124	Epithelial cell	hE03_Goblet-SPINK4	hE03	-4.727626586	28.84680953	-8.10234329	4.798490192	28.46904667	-19.58800519
TCD45n-31-20180104	N_T_P0104_00119	P0104	T	Smart-seq2	438238.8507	1475	198519.6389	1229	0.000330342	27	78	8	62	Epithelial cell	hE06_UnIdent	hE06	-14.1624115	34.00845381	7.771464178	14.80658887	29.30939014	-17.5323378
TCD45n-313-20180104	N_T_P0104_00120	P0104	T	Smart-seq2	262174.723	4613	180967.7084	4071	0.002562724	81	268	13	180	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	1.948604284	31.44033448	-5.497668936	18.60240301	30.4350813	-21.48770528
TCD45n-314-20180104	N_T_P0104_00121	P0104	T	Smart-seq2	377928.0487	1367	49622.07816	1171	0.015270578	20	63	11	66	Epithelial cell	hE06_UnIdent	hE06	-11.52216428	36.26456427	11.26481148	13.08413972	28.9111588	-17.73835647
TCD45n-315-20180104	N_T_P0104_00122	P0104	T	Smart-seq2	609803.471	2277	488105.7896	2095	0.050288591	35	98	19	91	Epithelial cell	hE06_UnIdent	hE06	-9.875752699	40.51321992	20.70545683	4.801656808	25.89221803	-19.4728771
TCD45n-316-20180104	N_T_P0104_00123	P0104	T	Smart-seq2	494027.9937	3789	292025.9143	3241	0.002698472	54	198	24	155	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	1.374588321	31.1881107	-6.406545824	17.74696051	30.27337883	-21.41380327
TCD45n-317-20180104	N_T_P0104_00124	P0104	T	Smart-seq2	491491.4151	1411	109828.3594	1223	0.011736172	23	71	15	73	Epithelial cell	hE06_UnIdent	hE06	-13.69084429	32.03161544	5.16769774	16.94712891	29.79776511	-18.94464421
TCD45n-318-20180104	N_T_P0104_00125	P0104	T	Smart-seq2	558691.198	3874	303996.9317	3404	0.002321887	65	189	22	170	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	2.519606516	32.24676188	-6.101103876	17.86767811	31.16575052	-21.57828012
TCD45n-319-20180104	N_T_P0104_00126	P0104	T	Smart-seq2	531733.9601	2453	245819.7968	2175	0.003617627	55	127	17	116	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	0.53549344	31.01913375	-1.612229905	16.99734624	31.13452823	-21.29759183
TCD45n-3-20180104	N_T_P0104_00127	P0104	T	Smart-seq2	445394.9639	1713	274318.6111	1492	0.00309059	47	69	7	80	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	-14.31971177	32.87104317	1.925329953	16.29724506	30.19717116	-19.31932267
TCD45n-320-20180104	N_T_P0104_00128	P0104	T	Smart-seq2	556402.1692	1822	221982.4727	1567	0.023122769	26	78	10	75	Epithelial cell	hE06_UnIdent	hE06	-13.44381877	36.36758828	14.22553301	9.654485394	28.53156739	-17.84740574
TCD45n-321-20180104	N_T_P0104_00129	P0104	T	Smart-seq2	377264.3114	5686	196535.1464	4930	0.00339074	92	325	25	224	Epithelial cell	hE05_Stemlike-LGR5	hE05	-0.728655989	34.93674643	8.804667527	-3.882286146	25.11996473	-21.91766367
TCD45n-32-20180104	N_T_P0104_00130	P0104	T	Smart-seq2	597757.8423	3165	251960.3558	2719	0.004217376	52	163	18	141	Epithelial cell	hE03_Goblet-SPINK4	hE03	-2.037645064	28.81863389	-2.383002984	6.746713064	29.62776159	-20.41571916
TCD45n-322-20180104	N_T_P0104_00131	P0104	T	Smart-seq2	344112.4159	4198	207270.5169	3586	0.002977235	62	248	18	162	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	1.455799152	31.44096704	-6.55364489	20.15338313	31.08127729	-21.55205948
TCD45n-323-20180104	N_T_P0104_00132	P0104	T	Smart-seq2	370674.7723	3580	248145.492	2995	0.002962566	56	197	16	150	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	0.918612273	30.82454188	-7.90038368	19.00319479	31.19943157	-21.56198203
TCD45n-324-20180104	N_T_P0104_00133	P0104	T	Smart-seq2	576141.469	2315	200519.2749	2021	0.000857858	37	126	9	83	Epithelial cell	hE05_Stemlike-LGR5	hE05	-6.040661907	28.69857728	-4.874526046	-1.995336267	28.72619971	-17.2510009
TCD45n-325-20180104	N_T_P0104_00134	P0104	T	Smart-seq2	457898.149	1480	321213.8621	1283	0.002188744	27	56	11	66	Epithelial cell	hE06_UnIdent	hE06	-13.53403153	32.93015801	3.606109778	15.95957513	29.69375906	-18.53738322
TCD45n-326-20180104	N_T_P0104_00135	P0104	T	Smart-seq2	480621.9002	4446	298112.6928	3874	0.008341706	67	250	29	165	Epithelial cell	hE03_Goblet-SPINK4	hE03	-2.877788364	35.5995814	0.375064994	5.6235696	28.01484295	-20.47409149
TCD45n-327-20180104	N_T_P0104_00136	P0104	T	Smart-seq2	489566.3401	4241	375783.6581	3673	0.00117607	77	205	27	185	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	1.807551142	31.75664783	-5.690204034	20.06858361	30.94010841	-21.48432484
TCD45n-328-20180104	N_T_P0104_00137	P0104	T	Smart-seq2	461841.8517	2449	134659.9102	2174	0.004834734	42	117	19	120	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	0.92238836	32.13074925	-0.632359744	18.97012084	30.93405996	-20.52391614
TCD45n-329-20180104	N_T_P0104_00138	P0104	T	Smart-seq2	412694.9473	1111	169181.5269	972	0.00198694	26	48	11	53	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	-14.14397724	31.6686355	1.639124588	15.62686641	30.18502117	-19.10026429
TCD45n-330-20180104	N_T_P0104_00139	P0104	T	Smart-seq2	406276.9184	1544	189087.1623	1332	0.015856604	19	64	6	82	Epithelial cell	hE06_UnIdent	hE06	-11.66119148	36.3743805	13.98650789	11.46692701	28.63328816	-17.8299622
TCD45n-331-20180104	N_T_P0104_00140	P0104	T	Smart-seq2	476198.275	1092	221469.0975	927	0.000388494	21	58	8	56	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	-14.20960876	32.02535689	1.879391891	15.3019666	29.92094427	-18.7221719
TCD45n-33-20180104	N_T_P0104_00141	P0104	T	Smart-seq2	401066.7815	2671	177248.2209	2323	0.005458629	46	151	20	119	Epithelial cell	hE03_Goblet-SPINK4	hE03	-4.073405526	29.85403568	-0.284935961	-2.281170999	28.44057344	-17.96140297
TCD45n-332-20180104	N_T_P0104_00142	P0104	T	Smart-seq2	412906.7716	3178	260988.1539	2727	0.001260514	58	149	20	136	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	1.040427843	30.67602168	-8.061045048	18.76769722	31.23724567	-21.56294755
TCD45n-333-20180104	N_T_P0104_00143	P0104	T	Smart-seq2	427128.9822	3688	249808.0683	3165	0.002367826	57	203	24	133	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	1.303153191	31.45244858	-7.004516382	18.30851011	31.08660121	-21.54238235
TCD45n-334-20180104	N_T_P0104_00144	P0104	T	Smart-seq2	450356.0739	4324	276439.7943	3770	0.003567055	58	227	25	159	Epithelial cell	hE03_Goblet-SPINK4	hE03	-3.88194534	32.94868773	-2.370366663	3.760938403	28.12805984	-20.3653563
TCD45n-335-20180104	N_T_P0104_00145	P0104	T	Smart-seq2	324626.2593	1325	18601.65243	1143	0.000113671	22	72	9	63	Epithelial cell	hE06_UnIdent	hE06	-8.068944229	26.40556434	5.993419917	11.89211953	29.21586467	-17.5427897
TCD45n-336-20180104	N_T_P0104_00146	P0104	T	Smart-seq2	645599.7676	3613	308540.9014	3186	0.005503958	59	193	23	153	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	2.734105358	32.48068825	-5.904569398	19.8627338	31.17358415	-21.36153598
TCD45n-337-20180104	N_T_P0104_00147	P0104	T	Smart-seq2	420672.7193	1819	334360.6358	1605	0.028796785	23	85	12	63	Epithelial cell	hE06_UnIdent	hE06	-13.27178857	37.17094559	16.35033613	10.32623206	25.96855793	-18.76978605
TCD45n-338-20180104	N_T_P0104_00148	P0104	T	Smart-seq2	450446.0323	2064	79134.4463	1776	0.001643788	24	112	15	88	Epithelial cell	hE03_Goblet-SPINK4	hE03	-4.755971293	26.59326275	-10.69708017	-0.332821095	28.21615266	-17.43634646
TCD45n-339-20180104	N_T_P0104_00149	P0104	T	Smart-seq2	465754.4058	2401	295954.6036	2071	0.004659857	39	135	10	96	Epithelial cell	hE06_UnIdent	hE06	-13.6222659	31.30419305	-2.796653035	14.63929634	29.77115306	-20.33521168
TCD45n-340-20180104	N_T_P0104_00150	P0104	T	Smart-seq2	524763.1682	4238	416656.5167	3653	0.005776149	63	219	23	153	Epithelial cell	hE03_Goblet-SPINK4	hE03	-2.157965686	34.92709019	-1.639006197	6.955093898	-14.93224234	-19.48088486
TCD45n-341-20180104	N_T_P0104_00151	P0104	T	Smart-seq2	481817.0812	4363	270340.2145	3773	0.008900043	62	241	23	160	Epithelial cell	hE03_Goblet-SPINK4	hE03	-1.871032332	34.89595336	0.125207111	2.941620147	28.51630541	-20.57606683
TCD45n-34-20180104	N_T_P0104_00152	P0104	T	Smart-seq2	439992.2069	1607	220017.1532	1388	0.039930232	32	94	9	73	Epithelial cell	hE06_UnIdent	hE06	-13.95363084	35.79776105	11.54986328	10.06820132	29.08453009	-17.63246048
TCD45n-343-20180104	N_T_P0104_00153	P0104	T	Smart-seq2	445857.763	4039	261895.7705	3450	0.003323593	76	213	23	167	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	0.843637025	31.24935776	-4.540764329	14.10041408	30.30593273	-21.30174963
TCD45n-344-20180104	N_T_P0104_00154	P0104	T	Smart-seq2	566239.2145	1269	331881.9815	1072	0.002896229	26	55	10	62	Epithelial cell	hE06_UnIdent	hE06	-14.12342861	32.106879	3.400306658	14.4653456	29.75497835	-18.7602051
TCD45n-345-20180104	N_T_P0104_00155	P0104	T	Smart-seq2	515386.7731	7153	382271.6003	6300	0.023408351	97	404	37	237	Malignant cell	hC03_P0411	hC03	-1.360125161	40.8758213	17.01121484	-5.718330396	24.61155479	-22.09754242
TCD45n-346-20180104	N_T_P0104_00156	P0104	T	Smart-seq2	728937.9586	8022	601806.9592	7352	0.025109467	103	415	36	285	Fibroblast	hF01_Myofib-ACTA2	hF01	-25.81200987	32.75419713	-38.07616336	3.409535165	29.48645201	-9.497913714
TCD45n-347-20180104	N_T_P0104_00157	P0104	T	Smart-seq2	386189.4058	9200	351041.2292	8250	0.029465549	108	472	43	332	Malignant cell	hC03_P0411	hC03	4.745165637	49.70523033	23.07511305	-4.979201608	23.6591468	-23.37663614
TCD45n-348-20180104	N_T_P0104_00158	P0104	T	Smart-seq2	492441.7563	6968	387433.828	6449	0.013389078	101	379	38	286	Fibroblast	hF02_CAF-FAP	hF02	-25.82763695	32.74638359	-31.39700284	2.096137607	32.41040712	-11.15516863
TCD45n-349-20180104	N_T_P0104_00159	P0104	T	Smart-seq2	406631.6811	5165	264824.7047	4549	0.004303622	76	261	33	213	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	2.973493481	32.67198508	-5.748712008	20.67103618	31.18524582	-21.60033176
TCD45n-350-20180104	N_T_P0104_00160	P0104	T	Smart-seq2	434674.5901	2544	261119.8461	2329	0.032944386	48	104	24	118	Epithelial cell	hE06_UnIdent	hE06	-9.289904392	40.48260411	19.88735828	4.181999735	25.39765008	-19.62951874
TCD45n-352-20180104	N_T_P0104_00161	P0104	T	Smart-seq2	423027.2065	9448	307638.4712	8227	0.028660536	124	482	37	320	Malignant cell	hC03_P0411	hC03	2.265984267	47.32675609	22.6819523	-4.806319555	23.85107618	-23.18969333
TCD45n-353-20180104	N_T_P0104_00162	P0104	T	Smart-seq2	695436.1768	7624	546789.2174	7015	0.016720805	107	437	44	319	Fibroblast	hF02_CAF-FAP	hF02	-25.53280331	32.786398	-31.32977167	2.454792706	32.41105092	-11.15519628
TCD45n-354-20180104	N_T_P0104_00163	P0104	T	Smart-seq2	590286.881	8745	528489.4319	7836	0.036403344	108	450	39	291	Malignant cell	hC03_P0411	hC03	4.451908191	49.98063369	23.30161443	-4.883990463	23.72737063	-23.30958609
TCD45n-355-20180104	N_T_P0104_00164	P0104	T	Smart-seq2	351917.848	5552	250863.8622	4799	0.005644916	91	269	31	232	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	2.909612403	32.62210318	-5.434474167	20.70268467	31.12242151	-21.59828572
TCD45n-356-20180104	N_T_P0104_00165	P0104	T	Smart-seq2	476834.3488	8000	400169.6187	7260	0.024542229	98	407	40	275	Malignant cell	hC03_P0411	hC03	2.75979505	45.55441483	23.52685376	-4.253652793	23.51869101	-23.5288556
TCD45n-357-20180104	N_T_P0104_00166	P0104	T	Smart-seq2	485345.9276	7828	440041.0433	7086	0.023879301	97	402	36	242	Malignant cell	hC03_P0411	hC03	4.68894113	49.48311396	23.26763585	-4.989033161	23.80966326	-23.16535435
TCD45n-358-20180104	N_T_P0104_00167	P0104	T	Smart-seq2	471787.8607	8907	417763.2741	8122	0.031364526	124	457	40	349	Malignant cell	hC03_P0411	hC03	4.782678609	49.35507713	23.9362351	-5.246385207	23.70479058	-23.38516343
TCD45n-359-20180104	N_T_P0104_00168	P0104	T	Smart-seq2	422212.3815	7380	349337.9083	6714	0.029560035	110	392	33	292	Epithelial cell	hE01_Endothelium-ACKR1	hE01	-36.34934451	35.56214151	7.819202993	35.24164281	-15.45958971	-29.37295506
TCD45n-360-20180104	N_T_P0104_00169	P0104	T	Smart-seq2	626408.0998	3164	474685.6446	2910	0.024298896	57	105	18	139	Epithelial cell	hE06_UnIdent	hE06	-0.139332405	50.58913176	21.47249411	4.126897593	25.33948211	-19.6324883
TCD45n-361-20180104	N_T_P0104_00170	P0104	T	Smart-seq2	568101.4008	3038	65016.59942	2727	0.001208226	56	153	23	157	Epithelial cell	hE03_Goblet-SPINK4	hE03	-3.566212801	31.38402586	-14.85882924	-2.294189626	30.34158322	-10.97421292
TCD45n-36-20180104	N_T_P0104_00171	P0104	T	Smart-seq2	424238.3317	1845	308517.8834	1585	0.002574025	39	97	10	85	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	-13.9905642	31.84050273	-0.913822318	16.4038861	30.18201595	-19.15915945
TCD45n-362-20180104	N_T_P0104_00172	P0104	T	Smart-seq2	594182.6189	6604	489978.5288	6077	0.009616948	108	365	31	280	Epithelial cell	hE01_Endothelium-ACKR1	hE01	-36.31282617	35.64787053	7.40303817	34.48363125	-15.44941633	-29.35299551
TCD45n-37-20180104	N_T_P0104_00173	P0104	T	Smart-seq2	401200.4203	1748	314859.7381	1507	0.001774233	34	79	8	72	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	-13.41962894	31.39388768	0.252063357	14.43562048	30.15513857	-19.14566826
TCD45n-38-20180104	N_T_P0104_00174	P0104	T	Smart-seq2	622829.9396	1839	367818.3725	1627	0.005962571	45	86	12	98	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	-14.11932413	30.7048431	-1.015493855	17.58858993	30.94896071	-20.44712554
TCD45n-39-20180104	N_T_P0104_00175	P0104	T	Smart-seq2	536065.4169	1613	73386.22754	1422	0.001593089	34	84	10	72	Epithelial cell	hE06_UnIdent	hE06	-7.558518034	29.12478758	-8.188612559	-1.015736934	28.61843264	-17.40271027
TCD45n-41-20180104	N_T_P0104_00176	P0104	T	Smart-seq2	513457.3403	1991	110129.6699	1683	0.000463503	37	112	9	88	Epithelial cell	hE03_Goblet-SPINK4	hE03	-7.243288535	28.569958	-10.26303336	-0.61437866	28.93716966	-16.59158117
TCD45n-4-20180104	N_T_P0104_00177	P0104	T	Smart-seq2	364004.4603	3302	256713.255	2842	0.004720016	60	173	13	150	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	1.172638394	31.20517336	-5.43150521	18.01789511	31.00302306	-21.4759947
TCD45n-42-20180104	N_T_P0104_00178	P0104	T	Smart-seq2	336673.7893	5280	206200.1593	4245	0.001741773	79	279	25	208	Epithelial cell	hE03_Goblet-SPINK4	hE03	-2.225456029	28.79011588	-8.378188248	8.09426442	29.32196106	-21.20257144
TCD45n-44-20180104	N_T_P0104_00179	P0104	T	Smart-seq2	646624.4176	3255	472348.6146	2904	0.043770954	58	173	18	151	Fibroblast	hF02_CAF-FAP	hF02	-29.85549004	34.43462348	-33.44829716	4.146207769	30.29400828	-10.61044043
TCD45n-46-20180104	N_T_P0104_00180	P0104	T	Smart-seq2	706189.8675	1999	294555.7717	1809	0.004003994	47	96	9	94	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	-14.14197014	30.76574074	0.315692944	17.55714827	30.87973292	-20.29791819
TCD45n-51-20180104	N_T_P0104_00181	P0104	T	Smart-seq2	635501.5401	3420	475960.8515	2901	0.003221417	58	176	11	131	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	0.893947577	31.16751211	-6.415770655	17.78474584	30.33904661	-21.20750701
TCD45n-5-20180104	N_T_P0104_00182	P0104	T	Smart-seq2	363363.6068	1899	149385.6211	1654	0.009055282	35	105	10	71	Epithelial cell	hE06_UnIdent	hE06	-14.15080706	33.49585677	3.72163662	16.12431052	29.48322892	-18.25440559
TCD45n-52-20180104	N_T_P0104_00183	P0104	T	Smart-seq2	562476.9775	2059	375225.3619	1787	0.000999152	37	106	9	87	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	-14.35223925	30.44508325	-4.202066603	17.23521275	30.7854275	-20.34311467
TCD45n-54-20180104	N_T_P0104_00184	P0104	T	Smart-seq2	511830.7368	3242	449430.9874	3010	0.031547508	54	146	17	124	Epithelial cell	hE06_UnIdent	hE06	0.155715582	50.29396133	21.11905292	2.009258041	25.62353833	-19.85547092
TCD45n-57-20180104	N_T_P0104_00185	P0104	T	Smart-seq2	511494.4056	2735	388686.285	2343	0.001143598	46	127	14	112	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	-3.164543809	32.71622847	-5.736621635	12.69882421	29.82531255	-20.7541145
TCD45n-58-20180104	N_T_P0104_00186	P0104	T	Smart-seq2	803607.5032	1751	490897.7589	1523	0.004386268	42	90	11	91	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	-14.47932712	30.19157267	-0.368794261	18.35482862	30.90796578	-20.3233087
TCD45n-60-20180104	N_T_P0104_00187	P0104	T	Smart-seq2	401418.0794	3001	287411.8282	2547	0.001775325	54	153	16	119	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	0.466514911	30.785673	-5.826275765	16.80778653	30.68589244	-20.84206064
TCD45n-61-20180104	N_T_P0104_00188	P0104	T	Smart-seq2	555810.4058	1321	34020.74622	1128	0.001493315	25	68	7	53	Epithelial cell	hE06_UnIdent	hE06	-5.903888062	26.24835867	6.349199541	14.36350276	28.87514405	-17.45365967
TCD45n-6-20180104	N_T_P0104_00189	P0104	T	Smart-seq2	265807.5479	1691	223082.3696	1472	0.004809177	34	86	10	83	Epithelial cell	hE06_UnIdent	hE06	-13.99622334	34.03571053	8.830873498	14.48217306	29.2491685	-17.46402757
TCD45n-7-20180104	N_T_P0104_00190	P0104	T	Smart-seq2	463755.9011	4124	261657.9806	3596	0.003069969	58	207	22	145	Epithelial cell	hE03_Goblet-SPINK4	hE03	-5.056891224	32.76112567	-3.878033408	2.818209672	27.85884472	-20.43694326
TCD45n-9-20180104	N_T_P0104_00191	P0104	T	Smart-seq2	575640.952	3558	355830.5479	3103	0.001789357	58	197	22	136	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	0.558049467	31.35336811	-7.236134577	16.22480443	31.00889144	-21.4531834
TCD45n-98-20180104	N_T_P0104_00193	P0104	T	Smart-seq2	520076.0575	2571	226137.2489	2273	0.001094008	53	141	10	123	Epithelial cell	hE02_Enterocyte-GUCA2B	hE02	1.004278822	31.7538039	-3.714590827	15.25000548	30.15612827	-20.50636626
Nmy-1-23-20180305	P_N_P0305_00194	P0305	N	Smart-seq2	488743.6445	4076	408812.1644	3582	0.070713135	86	219	25	158	ILC	hI02_NK-GZMK	hI02	-1.829994953	-27.15406272	10.27628241	8.819615265	5.307226733	-4.020015864
Nmy-1-36-20180305	P_N_P0305_00195	P0305	N	Smart-seq2	375328.8	3126	137191.4104	2748	0.002896733	52	184	21	139	B cell	hB02_GALTB-IgA	hB02	-1.245044766	29.48769779	-2.34706785	6.466931019	26.74657159	-21.29063205
Nmy-1-63-20180305	P_N_P0305_00196	P0305	N	Smart-seq2	511984.4624	3636	437482.14	3261	0.021145773	90	209	23	141	ILC	hI02_NK-GZMK	hI02	-1.710128639	-26.28575815	9.148379853	6.42950449	-6.550656091	-18.97548718
Nmy-2-17-20180305	P_N_P0305_00197	P0305	N	Smart-seq2	580802.5948	5405	307305.5803	4554	0.017356502	94	268	28	203	B cell	hB04_FollicularB-MS4A1	hB04	-0.833823086	34.38777037	0.291535839	12.66018062	29.68549366	-21.34669268
Nmy-2-24-20180305	P_N_P0305_00198	P0305	N	Smart-seq2	303328.9286	4168	189386.3503	3685	0.026152604	89	221	18	188	Myeloid cell	hM05_Mono-CD14	hM05	-21.44732327	13.11825434	-10.29420719	-5.979989967	-14.75617536	10.88321265
Nmy-2-49-20180305	P_N_P0305_00199	P0305	N	Smart-seq2	457569.3743	5834	394782.2089	5143	0.063637501	102	313	30	199	Myeloid cell	hM03_cDC2-CD1C	hM03	-39.23327593	-5.526414463	6.573786527	16.96739599	-12.0015856	4.375552855
Nmy-3-10-20180305	P_N_P0305_00200	P0305	N	Smart-seq2	324249.5095	3022	237927.9147	2714	0.026985498	70	153	20	118	ILC	hI02_NK-GZMK	hI02	-0.866136419	-30.34345088	4.377695309	7.687308162	7.228137408	12.81990212
Nmy-4-47-20180305	P_N_P0305_00201	P0305	N	Smart-seq2	317415.5158	3885	134660.1835	3323	0.021329629	63	210	20	142	B cell	hB04_FollicularB-MS4A1	hB04	-1.258054107	35.25081874	-1.950149664	5.826455297	29.01771832	-21.10515797
