DATA	GSM3443357	GSM3443358	GSM3443359	GSM3443360	GSM3443361	GSM3443362	GSM3443363	GSM3443364	GSM3443365	GSM3443366	GSM3443367	GSM3443368
SMARCD3	4.156549	4.065736	4.167313	4.250873	4.360972	4.21833	4.265143	4.210369	4.361372	4.305217	4.365715	4.311212
RNF34	9.839667	9.861535	9.813253	9.767463	9.715003	9.910857	9.929391	9.934684	9.95788	9.923488	9.890789	9.911152
RNF38	8.435065	8.493123	8.196001	8.305033	8.255769	8.657616	8.822926	8.798911	8.876507	8.706609	8.581472	8.633791
GCN1L1	9.381199500000001	9.385667000000002	9.238766	9.281582	9.174053	9.2992135	8.9659255	8.988675	8.9905935	8.885308	8.8823075	8.9433515
RNF39	5.114416	5.025928	5.171765	4.904377	5.263853	4.927218	4.932114	4.970412	5.238522	5.280798	5.200085	4.922104
MEST	3.457595	3.342652	3.339272	3.220577	3.504435	3.11269	3.296311	3.311046	3.222296	3.516157	3.460606	3.269904
SMARCE1	9.9927165	9.982185999999999	10.054805	9.973115	10.0592635	9.990650500000001	10.0671645	9.965503	10.054497999999999	9.9718825	9.944876	10.0547895
RNF24	7.362924	7.319228	7.072912	7.107947	7.143829	7.401816	7.443301	7.541945	7.556626	7.272572	7.283828	7.545581
RNF25	6.57972	6.579811	6.556125	6.439112	6.392452	6.506443	6.562285	6.457607	6.33608	6.309791	6.323266	6.528843
PNRC1	9.221664	9.255964	9.131303	9.435066	9.492293	9.522573	9.353498	9.361083	9.407591	9.481941	9.307537	9.422297
PNRC2	10.5026	10.49222	10.32009	10.48486	10.4553	10.58016	10.84169	10.77221	10.85143	10.83317	10.74318	10.74768
TRMT61A	7.6117275	7.6630155	7.6878715	7.6494175	7.6923415	7.511222999999999	7.351369	7.381838999999999	7.407379000000001	7.429949499999999	7.4457125	7.381305
TRMT61B	9.417766	9.470247	9.355497	9.372313	9.252699	9.34092	8.937886	9.010297	9.020804	8.850065	8.874489	9.046355
HIST1H3A	3.725022	3.741289	3.808201	3.811379	3.511386	3.784496	3.581923	3.735132	3.620173	3.376931	3.758584	3.635614
HIST1H3F	3.998152	3.800342	3.938915	4.092245	3.797135	4.315884	3.841253	4.021127	4.194122	3.825365	3.901833	3.946622
HIST1H3G	5.612813	5.442434	5.819268	5.581619	5.571247	5.405626	5.298564	5.230538	5.404671	5.165928	5.48481	5.368819
HIST1H3I	3.844273	3.743507	3.874292	4.069496	3.970559	3.764941	3.799828	4.016744	3.915468	3.868216	3.841884	3.931181
HIST1H3B	4.639472	4.537665	4.699841	4.379141	4.51854	4.458728	3.940955	4.441502	4.336614	4.20922	4.147603	4.44935
HIST1H3C	5.692741	5.724527	5.926706	6.103974	6.033491	5.826389	5.79492	5.578189	5.665716	5.596694	5.38028	5.271083
HIST1H3E	4.92056	5.188963	5.092843	4.941439	5.129169	4.882849	5.044892	4.946053	5.333407	5.134192	5.03633	5.100231
HIST1H4L	4.512867	4.464835	4.411719	4.411719	4.528162	4.375735	4.390939	4.397181	4.401042	4.318126	4.588161	4.311053
HIST1H4A	3.908138	3.850314	3.983047	4.15324	3.92708	3.892583	3.776523	3.576855	3.942404	3.95079	4.145485	3.767553
HIST1H4G	3.761664	3.674651	3.675848	3.880847	3.785867	3.485725	3.676339	3.352192	3.716631	3.622243	3.640887	3.643547
HIST1H4H	4.076389	3.829642	4.14627	4.040992	4.266434	4.17006	4.039145	3.932626	4.189444	4.02143	4.287876	4.08976
HIST1H4I	6.147449	6.017348	6.223701	6.149446	6.157866	6.184056	6.063917	6.032749	6.1605	6.339038	6.126552	6.307596
HIST1H4J	5.194769	5.016672	5.438349	5.128738	5.499009	4.864862	4.937786	4.549978	5.143175	5.070137	5.237734	4.785265
ITM2A	3.3394459999999997	3.3176235	3.348313	3.3017054999999997	3.3104755	3.1561250000000003	3.3867775	3.2318195000000003	3.3906495000000003	3.35701	3.370953	3.3742035
HIST1H4D	3.773285	3.797647	4.108086	3.776327	4.203433	4.051225	4.063322	3.669012	3.846392	3.823793	3.975872	3.551394
HIST1H4E	6.238738	6.303948	6.079399	6.141286	6.30534	6.370959	6.244345	6.258975	6.11333	6.045525	6.107828	6.498778
ITM2B	12.6274	12.60966	12.59993	12.736735	12.623574999999999	12.628905	12.928935	12.783705000000001	12.847025	12.83347	12.857825	12.748125
RAB40AL	3.6645	3.800642	3.863894	3.775294	3.988674	3.907302	3.624333	3.752482	3.53001	3.789005	3.954053	3.54954
ITM2C	7.489151	7.607881	7.551561	7.672227	7.6736	7.685308	7.715806	7.879048	7.73597	7.85865	7.962879	7.885736
EPM2AIP1	8.413094	8.412744	8.469285	8.543017	8.453942	8.649443	8.091838	8.201234	8.045424	8.180314	8.1626	8.052234
DLAT	9.050439	8.902357	8.889071	9.021219	8.872087	9.063251	8.911806	8.706244	8.743901	8.582784	8.631339	8.731584
AVPR1B	6.663475	6.620314	6.794017	6.807934	6.99615	6.446116	6.540359	6.562189	6.61119	6.757863	6.891222	6.763727
AVPR1A	3.152235	3.371379	3.39007	3.272942	3.491956	3.304037	3.267866	3.374925	3.530114	3.215052	3.217758	3.28292
RPUSD2	7.968526	8.207388	7.960896	7.953043	7.87633	7.842419	7.553969	7.829964	7.859408	7.729967	7.810322	7.86817
DLC1	5.166475	5.035257	5.106507	5.309608	4.87984	5.269675	4.35166	4.368333	4.374155	4.446749	4.238594	4.355018
GLYR1 /// SEPT6	8.971237	8.960988	8.940172	8.853559	8.944912	9.063701	9.246702	9.380486	9.183507	9.263076	9.360624	9.446245
SIRPG	3.701896	3.799699	3.907102	3.819066	3.989323	3.766797	3.811228	3.782165	3.703876	3.632167	4.065614	3.723676
SIRPA	7.64954	7.597807	7.813662	7.685281	7.716142	7.647861	7.877355	7.776227	7.702314	7.797719	7.800599	7.782062
TBCCD1	8.131053	8.117302	7.992377	8.137642	7.914421	8.167996	8.236822	8.139393	8.287074	8.129262	8.063787	8.070853
LOC100506699	4.27586	4.013186	4.239957	4.092498	4.302155	4.33603	4.267694	4.04859	4.082546	3.964175	4.119612	3.9008
ELMO1	4.045021	3.838091	4.001951	3.837107	3.991551	3.822309	4.048928	3.782742	3.93902	3.967668	3.815696	4.13778
ELMO2	7.983225	7.964914	7.787357	7.797866	7.71085	8.013562	8.19745	8.158288	8.113463	8.009176	7.945988	8.165791
ELMO3	5.241951	5.361993	5.486451	5.252954	5.185137	4.913352	4.940846	4.820138	5.04358	4.971852	5.123618	4.973672
ZC3H13	7.5075855	7.476868	7.478696	7.5510470000000005	7.6698705	7.571914	7.5849005	7.5829205	7.6600645	7.5141385	7.5962115	7.4851600000000005
ZC3H14	8.130927	8.263516	8.193371	7.97561	8.065007	8.250649	8.399193	8.552136	8.385612	8.428936	8.344774	8.500184
ZC3H15	10.7044	10.63318	10.68383	10.70406	10.53386	10.64949	10.61479	10.48932	10.53923	10.51905	10.56998	10.4091
DLG1	6.676261	6.858241	7.01098	6.738994	6.833549	7.274934	7.182084	7.172932	6.73842	7.201891	6.861546	7.183685
DLG2	3.2139	3.295794	3.333765	3.095675	3.263369	2.931651	2.945513	3.233133	3.191387	2.996434	2.931651	3.107983
DLG3	6.3690105	6.521787	6.4173100000000005	6.4182285	6.5106965	6.395927	6.3826435	6.501799500000001	6.4806865	6.3997139999999995	6.500411	6.4544495
DLG4	5.043975	5.0198385	5.2078925	5.0422985	5.1809575	5.171083	5.0768425	4.898614	4.974487	5.182034	5.0545825	4.907258000000001
DLG5	7.352468	7.2096035	7.289855	7.171766	7.115372	7.2725444999999995	7.2866505	7.434868499999999	7.42235	7.377568	7.3184085	7.484049000000001
CYP2B6 /// CYP2B7P	5.369793	5.148502	5.253118	5.510047	5.755222	5.326064	5.451909	5.355804	5.647855	5.654945	5.583193	5.323196
HIST1H1T	5.268278	5.52169	5.586554	5.459719	5.393215	5.286615	5.59736	5.435819	5.259112	5.164887	5.529903	5.783189
ZC3H7A	8.757792	8.729814	8.829487	9.028049	8.802041	8.983476	8.99491	8.829592	8.905993	8.998013	8.924307	9.019278
ZC3H7B	6.620371	6.216184	6.523614	6.720788	6.482862	6.540368	6.576372	6.307438	6.602115	6.637083	6.670259	6.411527
HIST1H1D	5.205389	5.385368	5.509326	5.468342	5.351875	5.154	5.313191	5.419182	5.285633	5.385006	5.404016	5.292077
HIST1H1E	4.737117	4.872003	4.923365	4.902201	5.065104	4.949236	4.725836	4.652711	4.600171	4.889524	4.697835	4.543188
HIST1H1A	5.057048	4.980593	5.071897	5.188579	5.25165	5.000688	5.236693	4.949943	5.103875	5.204452	5.229119	4.956196
HIST1H1B	3.064089	3.340046	3.196551	3.086127	3.308706	3.321393	3.15236	3.289511	3.185458	3.382808	3.139204	3.377966
HIST1H1C	6.5161	6.545784	6.91121	6.70868	6.501455	6.315866	6.64129	6.847137	6.588334	6.86586	6.970316	6.970867
DLL3	4.921059	4.681849	4.589171	4.698924	4.612741	4.491091	4.639927	4.8016	4.798494	4.519906	4.724957	4.653091
DLK1	3.690715	3.517461	3.790414	3.504208	3.881447	3.731653	3.84138	3.480287	3.676825	3.668971	4.061081	3.727413
DLK2	6.435513	6.442858	6.451997	6.297551	6.672652	6.270965	6.193114	6.373396	6.472854	6.397838	6.497519	6.112458
NOC2L	7.685502	7.729608	7.680887	7.801485	7.599886	7.516265	7.211996	7.37072	7.361939	7.281253	7.450442	7.422877
CDCA3	8.894831	8.821814	9.258931	8.833864	8.887402	8.661247	8.693109	8.650794	8.574366	8.725638	8.864495	8.895473
CDCA4	8.982357	8.982244	9.107934	8.820402	8.821449	8.807569	7.961546	7.948996	7.956841	7.777275	7.955011	7.960222
MFI2	4.085069	4.214571	4.024537	3.939321	4.134151	4.038403	3.946226	4.076389	4.072963	3.815434	4.050792	3.829784
CDCA8	10.33701	10.37177	10.23501	10.0051	10.12437	10.1057	9.849575	9.800434	9.79376	9.708931	9.647039	9.638832
PIN1P1	5.753179	5.911289	6.096183	6.024992	6.066013	5.880424	6.077001	5.740172	5.740963	5.910515	6.142886	5.753957
SLC7A4	4.986354	4.9126135	5.000958	4.8265045	5.3319135	4.770909	4.7998435	4.8259015000000005	4.740114	4.8242095	5.1498965000000005	4.6689985
SLC7A5	11.24471	11.26944	11.13256	11.54522	11.47781	11.46869	10.78606	10.71958	10.72039	11.1426	11.08437	11.1216
SLC7A6	6.611103	6.757806	6.712592	6.512358	6.524802	6.619515	6.736451	6.941313	6.888671	6.96811	6.772188	6.9226
SLC7A7	5.098924	5.200002	5.415113	5.575787	5.430577	5.001382	5.207434	5.043006	5.202027	5.207434	5.612198	5.307422
SLC7A8	4.45669	4.568176	4.592784	4.525118	4.7061	4.306538	4.188395	4.269079	4.555311	4.679806	4.530262	4.224075
SLC7A9	4.786704	4.710355	4.839047	4.824231	5.127262	4.739804	4.746886	4.688553	4.779622	4.868764	4.765874	4.740976
DLST	8.974286	8.947092	8.928902	8.949191	8.804882	8.817588	8.717121	8.723011	8.724076	8.628729	8.621181	8.741825
NOC4L	7.930668	7.878514	8.049799	7.956535	7.767521	7.836961	7.741276	7.763276	7.868081	7.716215	7.863387	7.925669
SLC7A1	6.532979	6.493468	6.696011	6.674983	6.883269	6.526319	6.339402	6.291315	6.250443	6.430766	6.673627	6.59309
SLC7A2	3.239305	3.143332	3.136319	3.21488	3.439714	3.020471	3.24052	3.334448	3.090957	3.146686	3.029545	3.149515
MFN1	8.616578	8.656567	8.364426	8.416899	8.617761	8.824291	8.808315	8.902383	8.859542	8.628736	8.523739	8.806671
MFN2	7.0036380000000005	7.0203055	6.9546915	7.021314500000001	7.0813775	7.1000675	6.8529535	6.9025265	6.9034455	6.865124	6.777091499999999	6.8838895
P4HTM	6.629162	6.827533	6.673173	6.821414	6.724676	6.707908	7.205622	7.3856	7.333959	7.270392	7.305517	7.511286
RP3-391O22.2 /// RPL7P25	2.725941	2.547109	2.78605	2.660932	2.578065	2.657669	2.616004	2.471867	2.554776	2.597201	2.840469	2.737819
NOC3L	10.5687	10.64849	10.48745	10.50201	10.52269	10.5676	10.34079	10.29615	10.37425	10.24828	10.21725	10.27935
MFNG	5.450557	5.562161	5.642292	5.76706	5.718523	5.487274	5.691072	5.538482	5.465354	5.470215	5.628441	5.286998
IL6ST	8.26287	8.556386	8.467376	8.611762	8.502695	8.483235	8.694293	8.770745	8.527518	8.847131	8.612245	8.752105
DLX2	4.491185	4.376854	4.243875	4.233232	4.1775625	4.449277	4.1887395000000005	4.2470555	4.0553005	4.1182145	4.0185745	4.105619
DLX4	4.2322465000000005	4.27766	4.1897210000000005	4.362278	4.063372	4.194446	4.1618845	4.4226035	4.5075345	4.4457284999999995	4.3498125000000005	4.513391
DLX5	4.199237	4.132817	4.495265	4.233273	4.283339	4.070931	3.927109	4.245031	4.133701	4.100637	4.375156	4.169081
DLX6	4.144501	4.291844	4.232584	4.270563	4.534668	4.206997	4.238927	4.226205	4.089259	4.346322	4.187494	4.204548
LOC101929842 /// PGA3 /// PGA4 /// PGA5	4.954495	4.895132	4.992384	4.824183	4.928928	4.742166	4.922537	4.806208	4.96451	4.739196	5.034562	4.905521
IFT122 /// LOC101927266	7.470661	7.621728	7.438916	7.405515	7.489405	7.599988	7.643723	7.663134	7.737118	7.635352	7.680244	7.760036
CORO1A	4.694381	4.621828	4.607861	4.469186	4.740632	4.321617	4.575704	4.361122	4.347375	4.458017	4.549569	4.615078
CORO1B	8.347947	8.3593545	8.3190165	8.4729135	8.2596055	8.3817925	8.2430865	8.3235485	8.3619375	8.237916	8.272783500000001	8.3669075
CORO1C	10.87271	10.96321	10.74549	10.70414	10.79846	10.94161	10.36174	10.49162	10.43321	10.41362	10.21162	10.40497
SLC14A1	2.526359	2.526139	2.632406	2.546065	2.532821	2.412617	2.664119	2.511232	2.614189	2.707346	2.447186	2.435012
CORO2A	4.130795	4.283038	4.394275	4.007785	4.283784	4.145636	4.180042	4.061563	4.337506	4.150195	4.097572	4.062442
CORO2B	5.824341	5.865285	5.541939	5.563912	5.317274	5.526703	5.073295	5.148942	4.990848	5.084001	5.205574	5.13728
CDC73	8.464297	8.327418	8.247093	8.284291	8.24511	8.563837	8.514729	8.446739	8.388631	8.4327	8.593379	8.3522
CDC42	7.571449	7.4424005	7.5093435	7.405380500000001	7.348743499999999	7.441238	7.451973000000001	7.473181499999999	7.327704499999999	7.3159975	7.342308	7.520077499999999
CDC45	7.523402	7.597276	7.395211	7.334388	7.418413	7.493176	7.231027	7.315228	7.232928	7.176886	7.136695	7.419736
CDC5L	8.0758455	8.09667	8.075742	8.1440105	8.096524	8.004908499999999	8.132292	8.120382	8.096538	8.1415735	7.846298000000001	8.1126765
CDC20	10.93691	10.92569	10.84183	10.80257	10.77919	10.61317	10.58444	10.57459	10.55365	10.53864	10.52894	10.52301
CDC23	10.81647	10.84793	10.74708	10.77817	10.708	10.74915	10.82143	10.76894	10.88679	10.83165	10.77971	10.89772
CDC27	7.9236545	8.125212000000001	8.211973	7.9532135	7.8920865	7.9954735	8.329829	8.44306	8.160886000000001	8.480171	8.292454	8.387653
ATP6V1E1	11.37022	11.31061	11.48873	11.40058	11.4122	11.35197	11.34346	11.4451	11.30415	11.42679	11.49557	11.5097
ATP6V1G1	11.10656	11.02821	11.18366	11.20833	11.14129	11.0591	11.15368	11.13839	11.06987	11.19164	11.23223	11.22105
ATP6V1G2	5.076112	4.768738	4.657374	5.090998	4.997417	5.388094	5.312907	5.254906	5.282581	5.207997	5.28887	5.469644
CDC40	7.337016	7.4031815000000005	7.3512295	7.3000975	7.140971	7.435851	7.290814	7.427143	7.3049064999999995	7.2843219999999995	7.1182134999999995	7.4551739999999995
CDC34	9.342932	9.265423	9.214175	9.273447	9.276892	9.27193	8.899528	8.936236	8.8906	8.874415	8.73225	8.976545
CDC37	9.453756	9.307231	9.281535	9.303185	9.460511	9.553393	9.3092	9.210934	9.20809	9.163029	8.948539	9.211069
CDKN2AIP	7.079979	7.07202	6.956684	6.637179	6.931818	7.180317	6.996826	6.841673	6.808339	6.909681	6.632167	6.964447
ATP6V1C1	8.857859	8.724663	8.737235	8.862015	8.616947	9.177828	9.0504	8.879122	8.921829	8.934278	8.859175	8.958063
FTH1P5	13.50481	13.48283	13.49933	13.62492	13.51668	13.57196	13.57109	13.55403	13.55819	13.58837	13.58143	13.51668
CDC16	10.89437	10.87956	10.98609	10.94201	11.01914	10.80298	10.93053	10.90712	10.90842	10.96507	11.10665	11.00437
DFNB31	5.140176	5.0383154999999995	5.175647	5.1765275	5.2975755	4.946657	5.3106365	5.2821045	5.263809500000001	5.3679760000000005	5.218786	5.348834500000001
PRSS3P2	6.226625	6.312314	6.521739	6.362378	6.426532	6.071455	6.305853	6.146949	6.121351	6.325994	6.308369	6.172101
PRSS3P3	4.409368	4.870904	4.894662	4.760663	4.754758	4.433697	5.007934	4.604252	4.652026	4.825999	4.737497	4.774507
DMC1	4.3838235	4.226592999999999	4.3117325	4.263338	4.227926	4.115425500000001	4.2028975	4.1414265	4.218847	4.310062	4.41791	4.273322500000001
NFIL3	9.751143	9.822123	9.757926	9.818565	9.909041	10.0839	9.893811	9.978323	9.97136	9.847581	9.818665	9.944961
SRP19	10.40182	10.42434	10.58199	10.46801	10.48438	10.52235	10.70465	10.59025	10.59603	10.65808	10.77047	10.73824
AMHR2	5.709991	5.524756	5.813355	5.750424	5.747309	5.329134	5.632838	5.721756	5.74387	5.797212	5.884131	5.427973
SRP14	12.58549	12.53012	12.67515	12.68253	12.61838	12.61375	12.77172	12.64869	12.72198	12.76166	12.83207	12.80321
ENTPD1-AS1	6.937776	6.894284	7.031548	6.866637	6.846642	6.943125	6.932139	6.938551	6.942575	6.966233	6.939327	7.184306
MGAM	3.451204	3.378389	3.629802	3.423806	3.55468	3.440023	3.40126	3.521391	3.460817	3.182522	3.67266	3.500572
ATP6V1B2	10.7904	10.84487	10.53166	10.56412	10.67951	10.95912	9.543808	9.714664	9.626783	9.490511	9.362627	9.569504
ATP6V1B1	3.91196	3.754703	3.865002	3.61512	4.043861	3.900153	4.044728	3.9957	3.651929	3.808914	4.12618	3.87052
DMP1	2.450431	2.550742	2.558706	2.574468	2.5849070000000003	2.479381	2.5065185	2.5937755	2.4822385000000002	2.670468	2.554866	2.664214
ADPRH	5.217479	5.110617	5.274294	5.233841	5.123363	4.897271	4.762551	4.833107	5.07827	5.080041	5.41593	5.06198
ADPRM	6.903065	6.935287	7.037566	6.992249	7.162564	7.293959	7.059226	7.12207	7.017525	7.124258	7.352777	7.323427
DMPK	6.277813	6.4848455000000005	6.3257095	6.3723495	6.4100565	6.359562	6.1975605	6.3424385	6.3496760000000005	6.278192	6.180547	6.155497
PI4KA /// PI4KAP1 /// PI4KAP2	9.192705	9.149697	9.209371	9.173037	9.130694	9.140137	9.19873	9.194029	9.23574	9.232414	9.2393	9.186904
CRIM1 /// LOC101929500	9.196992	9.2022275	9.030438499999999	9.1610785	9.055577	9.3269545	9.2777295	9.141792500000001	9.287082999999999	9.2484415	9.2650285	9.1502655
TEAD1	6.982135	7.330446	7.330313	7.137657	7.112915	7.192747	7.896429	7.886353	7.644166	7.985118	7.844584	7.816199
TEAD3	6.78277	6.77333	6.948203	6.71993	6.624067	6.630115	6.930083	6.820913	6.850279	6.867715	6.926061	6.795092
TEAD4	8.3291525	8.4108175	8.39321	8.2347905	8.2731835	8.2546465	8.594318000000001	8.642972	8.6311475	8.4074075	8.474810999999999	8.5910545
GCHFR	4.93022	4.884933	4.828096	5.16406	5.225869	4.92762	5.053992	4.875881	4.924028	5.091887	5.30353	4.731059
CACTIN	6.9965	7.085526	7.035615	6.896232	6.833549	6.780784	6.946728	6.900058	6.834608	6.900889	6.881742	6.863374
MGLL	11.35685	11.32622	11.27811	11.32886	11.45527	11.44238	10.5844	10.55074	10.59432	10.68244	10.54399	10.76835
DMTN	7.726261	7.748847	7.81671	7.782891	7.683255	7.670578	7.722208	7.676988	7.712312	7.711068	7.698164	7.718442
MGMT	8.834978	8.815419	9.100029	8.924552	8.912148	8.765422	9.02179	9.035585	9.064758	9.11391	9.117477	9.130437
TDGF1 /// TDGF1P3	4.713119	4.705462	4.543401	4.463248	4.839782	4.38289	4.378519	4.26375	4.46775	4.689062	4.627213	4.763691
SLC8B1	7.159738	7.369687	7.173479	7.071991	7.189663	7.157725	6.963172	7.133068	7.280506	6.988653	6.92279	6.893804
IL5RA	3.2810685	3.3183635000000002	3.2718274999999997	3.2065580000000002	3.2455195	3.131728	3.197612	3.2307115	3.2106935	3.299354	3.274183	3.1036715
SLC8A1	4.210988	4.288371	4.320571	3.987893	4.182184	4.089852	4.033775	3.982492	4.575008	4.119742	4.190891	4.26919
SLC8A2	5.427955	5.319488	5.315968	5.305262	5.380116	5.240077	5.505623	5.040687	5.206372	5.293056	5.616988	5.121964
DMWD	6.252981500000001	6.286321	6.2972395	6.330143	6.483371	6.1927319999999995	6.3866	6.3530429999999996	6.318229499999999	6.3697669999999995	6.375375	6.287167999999999
P4HA1	9.542721	9.595417	9.363031	9.486772	9.521364	9.955179	9.54355	9.486206	9.450756	9.351625	9.294682	9.559851
GOT2P1 /// GOT2P1	4.69039	4.739019	4.655349	4.824232	4.809619	4.454411	4.894274	4.807852	4.825736	4.667402	4.973091	4.583357
ADPGK	9.070558	9.034024	8.939807	9.053152	9.013247	9.027863	9.169097	9.163136	9.078134	9.059761	9.07028	9.108023
SLC13A1	2.417177	2.4772605	2.6126055	2.4692135	2.6154665	2.3897145	2.474923	2.480731	2.4355045	2.5508515000000003	2.557219	2.466625
SLC13A2	4.636609	4.812521	4.776561	4.791722	4.668126	4.444502	4.552835	4.627915	4.823693	4.762798	4.84041	4.804177
SLC13A3	5.7435555	5.6326235	5.76126	5.962846	5.8621739999999996	5.4272095	5.6198239999999995	5.6167185	5.7238695	5.666767999999999	5.7947120000000005	5.790532
SLC13A4	4.688194	4.862607	4.933728	5.024611	4.824542	4.746536	4.795884	5.025324	4.710077	4.735053	5.02588	4.718096
MGC4294	5.717319	5.497572	5.57981	5.402275	5.444761	5.479891	5.36511	5.274406	5.202523	5.264662	5.321757	5.071879
RNGTT	6.4348035	6.5121185	6.4439139999999995	6.301873499999999	6.336844	6.401263999999999	6.0960485	6.1753715	6.042498	6.044565	5.882778500000001	6.05168
VAPA	12.08283	12.1348	12.03856	12.01044	12.12756	12.08392	11.01159	11.09171	11.02973	11.08989	11.01134	11.01551
VAPB	8.0168435	7.998002	8.039838	7.977532500000001	8.227924	7.9922390000000005	7.8648644999999995	8.0097895	7.838810499999999	7.9665245	8.075002	8.0894525
TNRC6B	6.820843	6.940207	6.920575	7.033792	6.985	6.967706	6.61144	6.634962	6.553888	6.705838	6.566424	6.898644
VARS	8.445915	8.4082785	8.421663500000001	8.4341555	8.3680585	8.473495999999999	7.940158500000001	8.034976	8.1081515	7.9328805	7.9755065	7.9367505000000005
CALML5	4.794827	4.837777	4.740603	5.031229	4.884889	4.721501	4.850332	4.841249	4.848006	4.76259	4.84435	4.999554
CALML3	4.4239820000000005	4.33134	4.456662	4.530953	4.6357275	4.348003500000001	4.3274425	4.5394475	4.534099	4.489820999999999	4.7560825	4.3378335
CALML4	6.248281	6.2608105	6.390964	6.278762	6.138434	6.288699	6.153368	6.1682784999999996	6.2073175	6.12066	6.2171465	6.1574615
LONP1	9.879246	9.985244	9.760466	10.10499	9.983039	9.908966	9.870517	9.902979	9.918186	10.03502	9.876003	9.993898
ATP6V0E1	11.061736499999999	11.0527925	11.057217	11.167135	11.149582500000001	10.784696	11.0943705	11.122266499999999	11.0893365	11.123439000000001	11.245930000000001	11.200485
