gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
KCTD7	615008	246	43	395843	117151	0	6	1	0	50	47	12329419	5.311552e-02	1
SFRP4	100826	683	10	485781	128538	0	6	1	0	42	41	12302206	5.317965e-02	1
TMEM184C	71637	343	9	618758	164629	0	5	0	0	50	31	12387705	5.346216e-02	1
OR51D1	212267	935	-3	425372	141469	0	5	1	0	50	53	11570543	5.383060e-02	1
NKAIN4	1005137	285	50	293360	84727	0	2	0	0	50	49	10815720	5.384970e-02	1
PRRG4	392152	375	10	316520	89359	0	3	0	0	50	40	14969080	5.396823e-02	1
SAMM50	155890	393	24	667973	180841	0	4	0	0	50	34	10344221	5.433741e-02	1
AMOTL1	332670	472	-7	1316646	373455	0	7	1	0	50	53	13959690	5.452134e-02	1
SRRM4	116468	835	2	839550	251286	0	6	1	0	50	28	11051373	5.460628e-02	1
HIST1H2BB	408919	685	43	169647	52110	0	2	0	0	50	39	9152060	5.477126e-02	1
HSPB3	61471	617	14	200720	61567	0	3	0	0	50	46	12276537	5.501333e-02	1
RHOA	1623187	201	33	273867	72375	0	6	1	0	14	9	2121456	5.504469e-02	1
CST7	545344	676	-29	204387	56163	0	2	0	0	50	36	10436668	5.530421e-02	1
TRMT112	1613996	257	65	175630	51338	0	3	0	0	50	67	11560700	5.542084e-02	1
MGAT1	830596	566	25	584983	189719	0	8	1	0	50	62	15399470	5.561593e-02	1
SPATS2	2172889	217	43	769491	204387	0	8	0	0	50	47	12347947	5.563285e-02	1
GABPA	534601	728	31	644234	166945	0	4	1	0	28	8	3991626	5.564886e-02	1
ST3GAL6	338260	516	10	477675	119853	0	5	1	0	50	40	11752542	5.592744e-02	1
TTLL9	1011028	241	37	639795	158067	0	6	0	0	50	41	9774485	5.639315e-02	1
MYOT	946917	396	47	696344	188947	0	6	0	0	50	51	13060310	5.644615e-02	1
ZFP37	492947	575	-4	889923	214230	0	10	2	0	50	47	11609722	5.667056e-02	1
SUZ12	717248	310	27	1053587	266533	0	6	2	0	30	19	8060645	5.672267e-02	1
PCMTD2	442044	440	43	502379	137995	0	3	1	0	50	47	13225518	5.715692e-02	1
NANOS3	754888	241	31	252637	84920	0	4	0	0	50	33	10797578	5.735558e-02	1
TRAF3IP2	320530	201	32	778755	222915	0	6	0	0	28	28	7271275	5.751248e-02	1
PHLDB2	192496	160	4	1813235	480184	0	14	4	0	50	32	10101620	5.766820e-02	1
HERC4	337983	246	12	1500382	392948	0	6	0	0	7	1	1998129	5.802062e-02	1
FLI1	187976	647	20	639988	165401	0	6	0	0	50	29	9204942	5.816641e-02	1
TRIM42	108667	896	10	1008039	258813	0	8	1	0	50	41	12299311	5.829028e-02	1
ZNF35	434068	541	34	735523	186245	0	8	0	0	11	5	2661663	5.856330e-02	1
ZFC3H1	259684	393	-11	2806413	728961	0	13	1	0	13	3	3139338	5.866122e-02	1
USP47	327690	317	17	1846624	450848	0	11	2	0	17	13	5112377	5.866778e-02	1
AKAP5	670466	221	54	584790	158646	0	4	0	0	50	44	12594987	5.899872e-02	1
RBP1	226923	848	13	307063	82025	0	5	1	0	33	32	5431406	5.911352e-02	1
KRTAP5-11	586193	626	50	216739	57128	0	2	0	0	40	24	7432430	5.932938e-02	1
ARID1B	143122	621	27	3070051	882203	0	16	2	0	41	27	10304077	5.951764e-02	1
PHF7	1078407	229	62	558928	127766	0	4	0	0	50	43	11328135	5.987731e-02	1
PRR15L	1183803	203	21	142820	40144	0	2	0	0	50	41	11586948	5.987928e-02	1
KRTAP19-2	14979	1035	-68	72954	17949	0	1	0	0	50	37	7681207	5.989489e-02	1
ABHD3	269726	244	57	572438	158260	0	6	0	0	50	42	11001579	5.994776e-02	1
DOK2	402326	470	12	551980	175823	0	3	0	0	43	34	11367893	6.004070e-02	1
ZNF555	1287128	291	27	881045	218476	0	7	2	0	50	43	11794423	6.023056e-02	1
WFDC8	902945	438	27	355313	80095	0	2	0	0	50	46	12154368	6.026141e-02	1
PROL1	264684	915	25	326749	110396	0	3	0	0	50	34	9450245	6.041783e-02	1
TMEM87A	595635	394	35	825461	209791	0	5	1	0	50	37	11353032	6.047409e-02	1
ELP4	165949	879	-7	592124	168103	0	7	1	0	50	42	12832956	6.082587e-02	1
DHX15	194657	491	35	1108978	303782	0	7	3	0	50	48	11260006	6.084893e-02	1
PRB2	175992	673	-18	540207	192228	0	8	0	0	15	29	5376787	6.108533e-02	1
LGSN	255425	359	-9	716030	177946	0	5	0	0	50	27	11728610	6.109741e-02	1
DCAF16	271201	1073	21	289500	87429	0	3	0	0	50	33	11421161	6.180250e-02	1
CHL1	25264	796	9	1739702	448339	0	10	1	0	8	3	2954637	6.191095e-02	1
METTL5	338901	489	35	325398	77007	0	3	1	0	50	28	8469226	6.198174e-02	1
CUL2	209586	319	7	1090836	251286	0	7	2	0	50	43	10349046	6.199888e-02	1
MAP7	302036	376	16	1040270	301852	0	9	1	0	50	45	12745141	6.208267e-02	1
ZFP36L2	227876	208	47	640374	221757	0	7	2	0	50	36	9191046	6.210054e-02	1
NOP10	542657	234	22	91675	24704	0	2	0	0	50	31	10216069	6.240046e-02	1
ERP29	812811	317	45	358980	100746	0	6	0	0	50	61	14675913	6.241097e-02	1
SLC14A1	381180	401	25	617021	178525	0	5	1	0	50	25	10773453	6.247193e-02	1
DPF2	4112809	242	50	561244	143978	0	4	0	0	27	14	6767931	6.286856e-02	1
RNF2	346010	458	-1	480570	118695	0	5	0	0	50	57	12908226	6.306033e-02	1
BTBD8	220071	406	-6	543681	134328	0	3	1	0	50	37	11345891	6.307907e-02	1
RNF216	1965381	220	47	1312014	330030	0	11	2	0	50	41	10898131	6.310527e-02	1
ZNF543	432083	869	-17	835883	215002	0	10	0	0	50	39	9824086	6.321430e-02	1
NGLY1	216966	701	-1	975808	247040	0	7	1	0	50	43	12460466	6.343737e-02	1
GSTM3	927739	201	22	331381	77393	0	3	0	0	50	39	7796042	6.358197e-02	1
GKN1	338803	222	16	288728	71410	0	2	0	0	50	30	11892081	6.371685e-02	1
USE1	865138	212	38	365156	104992	0	3	0	0	50	43	10227263	6.375217e-02	1
HLA-DQB1	1292851	535	17	361103	104413	0	4	1	0	50	43	11047127	6.382544e-02	1
KRTAP12-1	819099	391	35	130082	39565	0	1	0	0	50	40	12711752	6.384865e-02	1
KLHDC2	642923	342	12	590001	144750	0	6	1	0	50	48	14741726	6.406285e-02	1
NBN	251472	419	35	1076168	270007	0	10	1	0	48	44	10063406	6.415997e-02	1
OGDH	1420793	179	56	1509260	419389	0	13	4	0	26	16	4897182	6.420989e-02	1
KIAA1522	1339617	195	26	1402917	514152	0	10	3	0	50	55	12252219	6.471214e-02	1
ZNF829	308757	976	-38	727996	179876	0	8	2	0	50	79	11098079	6.523056e-02	1
RAB9A	135235	NaN	48	279078	74112	0	2	0	0	50	51	10812246	6.565490e-02	1
OPA1	148817	456	12	1475292	358980	0	11	1	0	24	16	5318501	6.567416e-02	1
ILKAP	388991	248	29	558349	149768	0	3	0	0	49	68	14683826	6.568231e-02	1
NOB1	1410481	NaN	39	573982	163085	0	4	1	0	50	61	15848774	6.585056e-02	1
LEO1	575343	136	34	961526	223687	0	8	1	0	50	29	9937570	6.589260e-02	1
SPTAN1	1917687	197	43	3534409	899573	0	34	8	0	6	10	1907419	6.591455e-02	1
PCP2	611341	384	33	192421	54233	0	2	0	0	50	36	11227968	6.598658e-02	1
COX6A1	1573849	216	44	150733	46127	0	2	0	0	50	55	11635198	6.639948e-02	1
IFRD1	166238	412	-4	642497	168103	0	4	0	0	50	35	10753188	6.643892e-02	1
MYL5	639827	489	12	300887	75463	0	3	0	0	50	37	10288637	6.662211e-02	1
KRTAP9-8	996799	468	-7	221371	57707	0	3	0	0	50	44	9292950	6.662937e-02	1
PTEN	259678	300	34	584404	135872	0	5	0	0	50	47	9887390	6.697578e-02	1
LMAN2L	921353	219	45	506239	138767	0	5	0	0	50	56	15041069	6.778456e-02	1
PRKCQ	235334	561	7	1023093	244338	0	7	2	0	50	58	12456027	6.788351e-02	1
CCNE2	424520	389	43	587685	141276	0	4	0	0	50	36	10885586	6.790431e-02	1
PDSS1	339802	540	18	586720	162506	0	5	0	0	50	46	14117950	6.798463e-02	1
KCTD6	567081	265	35	328100	89938	0	2	0	0	50	27	11863324	6.806930e-02	1
C14orf39	325446	618	0	867535	193193	0	7	0	0	44	45	10816106	6.816294e-02	1
NME1	NaN	NaN	NaN	249935	68515	0	3	1	0	30	43	8558199	6.850867e-02	1
BRMS1	1963418	182	55	424407	107694	0	5	1	0	50	51	11376578	6.875767e-02	1
HIST2H2BE	798975	560	17	169454	52303	0	4	0	0	50	60	12418199	6.884747e-02	1
CYP2A6	1187304	275	31	689396	190105	0	6	1	0	50	32	9467615	6.902117e-02	1
GNG11	228127	480	-12	105764	25090	0	1	0	0	50	53	11424635	6.912287e-02	1
RPL41	2878044	171	40	44390	7720	0	1	0	0	10	13	1959722	6.921510e-02	1
C11orf83	2425755	248	51	127187	39565	0	2	0	0	50	55	10846793	6.923096e-02	1
PCF11	308252	305	10	2139984	597528	0	13	1	0	14	4	3006747	6.934323e-02	1
RBM18	319049	597	19	270779	72568	0	2	0	0	50	34	13358688	6.939038e-02	1
PRKD3	482178	231	38	1257395	329644	0	14	0	0	15	3	2367531	6.959770e-02	1
PPP4R1	454636	202	51	1342315	353576	0	5	0	0	32	17	6856904	6.970494e-02	1
ZNF493	166321	1140	-56	1118049	270393	0	11	1	0	17	13	4200452	6.991837e-02	1
GUCY1A3	43073	764	1	965386	260936	0	6	2	0	50	33	12769459	7.005433e-02	1
TLCD1	1695792	208	40	358787	110782	0	4	0	0	50	53	13834433	7.024079e-02	1
YIPF3	1278255	230	56	481342	146873	0	4	0	0	50	35	10818808	7.028985e-02	1
MRPL53	1069803	343	45	152663	48250	0	2	0	0	50	50	10760715	7.071567e-02	1
IFI44L	161560	636	-13	640760	164629	0	6	0	0	50	38	11330451	7.097219e-02	1
HRG	508316	436	45	732242	196474	0	6	0	0	50	52	15166905	7.100809e-02	1
CTSF	1343990	194	62	676272	195123	0	5	1	0	50	31	10843898	7.108313e-02	1
C1orf52	348743	384	3	257655	66006	0	3	0	0	50	44	10924765	7.120240e-02	1
IDH3A	395288	314	50	521100	140697	0	3	0	0	50	43	11384298	7.121702e-02	1
NPY1R	74427	1197	-18	528820	142241	0	6	0	0	50	54	11837655	7.143014e-02	1
TPD52	211901	353	43	362261	96886	0	3	0	0	50	48	10130570	7.146748e-02	1
SMC6	135213	1245	1	1582407	374613	0	8	0	0	11	3	2765497	7.147983e-02	1
NDUFA8	220092	528	30	243952	63497	0	2	0	0	50	30	10947539	7.173140e-02	1
FRZB	330424	450	6	450269	127573	0	5	0	0	50	41	9568361	7.180766e-02	1
UBL4A	2163759	NaN	42	215581	66971	0	4	0	0	50	46	11982791	7.243297e-02	1
SAMSN1	157937	898	56	536540	130468	0	4	0	0	50	31	9016767	7.245274e-02	1
CDK7	423022	261	47	498133	130082	0	6	0	0	50	42	10594928	7.249882e-02	1
TRIM62	756335	385	27	645585	190491	0	5	1	0	50	44	14463227	7.252792e-02	1
FBXO8	64734	647	-5	453936	113484	0	3	0	0	50	29	11128187	7.270296e-02	1
PDE11A	320610	618	18	1391144	373648	0	12	2	0	50	43	13660154	7.282979e-02	1
GLYATL1	368006	741	-11	475552	119660	0	7	0	0	50	43	9856510	7.290144e-02	1
DBF4	202733	758	14	964614	233337	0	9	0	0	16	10	3688423	7.308498e-02	1
ZIM3	311003	924	-64	673570	157295	0	8	2	0	48	45	9440981	7.330779e-02	1
TMEM89	1386275	212	37	207861	71796	0	2	0	0	50	60	14722426	7.341192e-02	1
C11orf24	833157	233	52	587299	198983	0	7	0	0	49	49	10228228	7.394954e-02	1
NDUFS4	186422	619	5	250128	66006	0	2	0	0	50	38	11374262	7.433868e-02	1
ITIH5	199273	528	-3	1355053	391211	0	5	1	0	22	10	4748765	7.450617e-02	1
ALAS1	1114737	181	52	886063	250514	0	7	2	0	16	14	3817347	7.453775e-02	1
PIP5K1A	1409327	184	32	792844	219827	0	6	2	0	50	55	11741348	7.454798e-02	1
SNCB	579630	359	40	194158	51917	0	4	0	0	50	55	11685378	7.454980e-02	1
DRGX	NaN	NaN	NaN	368823	109431	0	3	0	0	50	99	21602683	7.466752e-02	1
ZNF486	375734	904	-57	658130	157102	0	10	0	0	50	36	9635718	7.479728e-02	1
CRABP1	505232	435	56	195702	50952	0	2	0	0	50	53	12309347	7.489840e-02	1
SIKE1	600310	596	-5	303589	75077	0	3	0	0	50	41	11352646	7.495325e-02	1
GYPE	166879	959	-9	114642	30687	0	1	0	0	50	38	11692712	7.504825e-02	1
C2CD3	561035	225	45	2707790	773158	0	18	2	0	50	34	10802596	7.515116e-02	1
FAM120A	421454	547	35	1583758	458375	0	7	1	0	15	8	3730690	7.535432e-02	1
BOLA3	1023516	250	38	196088	40723	0	3	0	0	50	53	10782910	7.542303e-02	1
SLFN11	761918	456	11	1236165	339873	0	8	0	0	50	30	9201468	7.551657e-02	1
C20orf144	NaN	NaN	NaN	202650	69480	0	4	0	0	50	99	21562732	7.577445e-02	1
MAGOHB	407094	432	4	217897	51338	0	2	0	0	50	36	10249651	7.579010e-02	1
CR1L	386490	361	13	801143	215581	0	7	1	0	50	42	12861327	7.582044e-02	1
PDE4DIP	NaN	NaN	NaN	3998188	1097591	0	29	10	0	30	52	9587275	7.582360e-02	1
WBSCR22	1139944	214	53	405493	110975	0	6	0	0	50	46	13590095	7.584037e-02	1
KIF21A	76823	675	-19	2375444	619723	0	15	2	0	6	6	2131299	7.591054e-02	1
IL6	948251	304	14	296641	82604	0	4	0	0	50	52	10907588	7.604424e-02	1
PRAMEF12	141239	571	18	648480	198018	0	7	2	0	50	38	9542113	7.622188e-02	1
POP1	635159	368	44	1418550	396615	0	7	0	0	9	1	2911984	7.630038e-02	1
APH1A	1213150	197	38	364384	116765	0	3	0	0	29	16	5522502	7.658168e-02	1
CST11	188567	750	-16	202457	45934	0	4	0	0	50	50	11961947	7.672343e-02	1
RIMS2	198819	1035	-8	1970144	540400	0	12	2	0	50	34	11243601	7.723027e-02	1
TIMM17A	751933	168	31	242601	68901	0	2	0	0	50	40	10939819	7.731085e-02	1
CCDC81	356405	283	12	934699	231986	0	6	1	0	50	24	11865833	7.735865e-02	1
LCN2	1762678	201	44	285640	75077	0	3	1	0	50	41	10441300	7.753602e-02	1
FMR1NB	96935	NaN	-13	365156	92254	0	2	0	0	50	48	11583860	7.764601e-02	1
FGGY	60575	728	4	813881	223687	0	5	1	0	50	30	13376444	7.782174e-02	1
STOM	580458	388	39	400282	116765	0	4	0	0	50	52	12230024	7.805623e-02	1
CDC42	441481	155	28	310344	88008	0	3	0	0	50	51	12724876	7.807647e-02	1
ANGPT4	824412	579	36	700011	194544	0	6	1	0	50	32	10590682	7.809091e-02	1
OR10Z1	179404	940	1	413406	131433	0	5	1	0	50	62	12457378	7.848162e-02	1
CYP46A1	375738	250	21	697888	204773	0	6	0	0	9	3	3052488	7.860668e-02	1
ACSM5	181483	823	6	804424	233144	0	6	0	0	39	30	7415253	7.881206e-02	1
CPD	491081	265	22	1909735	536540	0	15	3	0	50	34	10332255	7.881741e-02	1
SYT16	215309	626	-6	893397	240285	0	6	0	0	16	15	6546946	7.897560e-02	1
MVP	NaN	NaN	NaN	1208180	380596	0	8	3	0	50	102	21873848	7.904402e-02	1
FADD	765202	286	34	276376	88973	0	3	1	0	39	38	9705391	7.919422e-02	1
RAB3D	1385739	197	31	307642	83762	0	4	0	0	50	55	12051885	7.947692e-02	1
CD63	1814311	384	26	338136	93219	0	3	0	0	50	36	8644856	7.963404e-02	1
RGS10	825813	217	22	272902	60023	0	4	0	0	50	26	7881348	7.974876e-02	1
FREM2	173964	1042	-10	4282863	1276695	0	18	3	0	31	21	8546233	7.978348e-02	1
ZNF665	392290	946	-49	949753	236618	0	13	1	0	42	32	8061417	7.983820e-02	1
BRE	536663	376	27	645971	170998	0	4	1	0	38	24	6898592	8.027626e-02	1
GJA1	60722	773	-23	520328	147259	0	5	0	0	50	40	10815334	8.052519e-02	1
EIF4E3	74213	527	3	314783	91096	0	3	0	0	50	35	9906304	8.057748e-02	1
SPANXN5	476232	NaN	26	105571	23546	0	1	0	0	50	56	13828450	8.062105e-02	1
STAC3	2162032	238	58	528627	130275	0	5	1	0	50	63	13058573	8.069844e-02	1
EXOC4	618702	965	12	1369914	368244	0	11	2	0	12	12	3957272	8.070182e-02	1
SCAMP3	1574928	194	45	480956	142048	0	5	1	0	50	52	11274095	8.081779e-02	1
C18orf32	236267	352	55	110396	27985	0	3	0	0	50	38	9189695	8.098707e-02	1
FAM20B	352872	244	1	564911	161155	0	3	1	0	50	46	13685630	8.129509e-02	1
C4orf45	155458	337	10	269814	65427	0	3	0	0	50	43	11489290	8.141448e-02	1
EIF2B4	1245306	182	52	756753	236811	0	6	0	0	50	27	12273642	8.161694e-02	1
PBOV1	341233	545	21	187210	50180	0	2	0	0	35	38	8263488	8.171361e-02	1
CTAGE5	314800	300	16	1172668	295676	0	6	0	0	21	11	5088831	8.171941e-02	1
CHMP2A	2673870	276	11	315362	84727	0	5	1	0	11	12	2606851	8.173961e-02	1
PURB	1107527	219	54	413213	131626	0	6	1	0	29	36	8803695	8.181886e-02	1
DNM1L	307288	308	-5	1034480	289693	0	4	0	0	49	50	13786376	8.193276e-02	1
C14orf2	694566	320	33	114063	24897	0	1	0	0	22	23	7180565	8.200975e-02	1
C8orf34	36554	910	-22	616828	154400	0	7	1	0	50	51	9927534	8.213758e-02	1
SPATS1	993997	443	40	431934	108852	0	4	0	0	50	51	13504596	8.238874e-02	1
FKBP5	668286	238	27	692098	159032	0	6	0	0	50	66	12518945	8.268225e-02	1
F5	294416	415	11	3101703	818706	0	19	7	0	50	32	12022549	8.275002e-02	1
CSRNP3	104412	947	2	808477	218669	0	7	2	0	39	24	7782146	8.303935e-02	1
SRRT	1339207	433	48	1241762	325591	0	5	1	0	17	11	4723868	8.376287e-02	1
RXRA	300063	295	42	639602	185473	0	10	3	0	17	15	2986482	8.380463e-02	1
ELAVL4	93599	824	-20	578614	153242	0	5	2	0	12	12	3069858	8.389519e-02	1
GTDC1	60793	692	12	651568	166559	0	4	0	0	50	35	11749647	8.407788e-02	1
CD1D	120333	711	8	462235	132977	0	6	1	0	8	7	2123965	8.423315e-02	1
MYF5	27810	974	-1	349523	99781	0	5	2	0	18	20	3644419	8.438553e-02	1
MAGOH	545236	258	25	215581	50180	0	2	1	0	6	3	944735	8.446739e-02	1
OAS2	605960	433	54	1043165	278113	0	11	4	0	22	38	5699869	8.459696e-02	1
ZPBP2	1602321	292	18	485974	119081	0	7	2	0	23	34	5965051	8.460823e-02	1
CIAPIN1	749108	159	39	437531	124678	0	4	0	0	29	19	6055375	8.515221e-02	1
NDUFA7	778783	209	14	157295	48829	0	2	0	0	50	65	12439429	8.533363e-02	1
RPL31	335036	406	23	205352	58093	0	4	0	0	50	33	11802529	8.548035e-02	1
RAB38	149319	616	-15	295676	78358	0	4	0	0	50	43	13233045	8.569498e-02	1
HSBP1	298486	673	-13	116379	25476	0	2	0	0	50	37	11115256	8.575299e-02	1
SRMS	1262904	298	54	662955	204966	0	5	2	0	26	24	5258285	8.579038e-02	1
MCEE	355097	470	40	241636	72761	0	2	0	0	50	44	10758013	8.615715e-02	1
MFF	251488	144	18	475938	138381	0	4	1	0	50	35	11434092	8.616413e-02	1
ARPC4	953772	264	43	244531	60602	0	3	1	0	14	10	3241049	8.627709e-02	1
CDK15	391799	588	32	550629	148224	0	5	1	0	50	41	11709310	8.628436e-02	1
DBNDD1	1056657	221	35	260357	77779	0	4	0	0	50	34	8887843	8.642472e-02	1
CCDC102B	70753	1048	-8	733593	175437	0	5	1	0	50	38	11643690	8.652103e-02	1
ABHD10	239044	250	10	422863	120818	0	5	0	0	50	43	11438145	8.667523e-02	1
IL8	273344	444	13	144171	37635	0	3	0	0	50	36	9997786	8.671595e-02	1
SOD1	268523	621	34	218476	60023	0	3	1	0	25	16	3224258	8.679329e-02	1
FAM83D	263385	581	30	818320	259778	0	6	1	0	50	35	11884554	8.715742e-02	1
FSIP1	516737	433	0	835690	200720	0	5	0	0	50	38	10216841	8.728246e-02	1
HNRNPAB	672705	448	46	475938	121011	0	3	0	0	50	57	13794482	8.734775e-02	1
CYP2A7	1187304	275	31	694993	189140	0	8	2	0	50	32	9467615	8.735248e-02	1
RBM8A	706346	230	49	253602	63111	0	3	1	0	28	30	5282796	8.769294e-02	1
HOXA13	473864	394	13	511450	167717	0	4	0	0	14	10	3419574	8.769769e-02	1
POU4F2	38882	987	-10	546383	168103	0	6	2	0	50	67	12747264	8.790610e-02	1
THUMPD1	179233	641	14	492536	129310	0	2	1	0	50	47	13960462	8.792364e-02	1
SEC11C	280782	512	53	274832	73147	0	3	1	0	22	22	5136888	8.801794e-02	1
IDH1	260367	539	17	591159	148224	0	6	0	0	50	34	12464712	8.808681e-02	1
CAMK2A	978175	220	47	706187	186631	0	5	1	0	50	50	11144785	8.831462e-02	1
ZNF300	944830	396	32	872553	217704	0	7	0	0	41	24	7841397	8.847499e-02	1
FAM81A	613635	188	39	530171	129310	0	4	0	0	50	36	11171612	8.860448e-02	1
RAD51AP2	135410	1311	2	1634131	387737	0	10	2	0	50	23	11022423	8.899697e-02	1
MBD6	1347795	303	44	1284608	484816	0	12	2	0	50	67	16055477	8.904645e-02	1
NFE2L2	372300	145	36	840129	221757	0	11	0	0	4	1	819285	8.924484e-02	1
TAF1B	909213	197	43	855955	200720	0	6	0	0	50	42	11128959	8.937573e-02	1
MOAP1	325787	222	35	474008	137416	0	5	0	0	50	41	9702496	8.979942e-02	1
LIMS1	363356	408	30	476517	110589	0	6	0	0	50	41	12976741	9.003824e-02	1
SMC1A	920771	NaN	70	1765564	434636	0	9	1	0	44	34	10121885	9.004334e-02	1
GLI2	183735	374	12	2113350	672219	0	10	3	0	39	28	9380572	9.013540e-02	1
DHRS9	303546	646	12	438689	126415	0	5	1	0	50	55	13973779	9.017658e-02	1
PHKA1	385429	NaN	18	1726771	471113	0	12	1	0	24	15	4211067	9.036326e-02	1
ZRANB1	287282	361	22	986423	263638	0	9	0	0	27	24	7242325	9.081110e-02	1
APOO	509881	NaN	41	290465	73726	0	3	0	0	50	56	14607784	9.107529e-02	1
TBC1D20	726170	229	41	557770	160190	0	5	1	0	8	4	1439201	9.108000e-02	1
SESN3	349302	468	13	695765	181420	0	8	1	0	50	34	10209700	9.125685e-02	1
PWWP2B	152612	271	-1	778369	263252	0	6	0	0	50	32	11216967	9.142600e-02	1
CSAG1	NaN	NaN	NaN	112326	31845	0	1	0	0	50	99	21525097	9.150365e-02	1
KRTAP6-2	22916	1048	-79	86271	22581	0	2	0	0	50	42	8813924	9.152973e-02	1
ZNF611	536540	1010	-40	992599	240671	0	10	1	0	50	61	11923926	9.162648e-02	1
TRHR	151352	616	18	542716	153821	0	7	1	0	50	43	9081615	9.236589e-02	1
BCAS3	211130	576	-11	1304101	365156	0	7	1	0	27	19	6359929	9.237201e-02	1
IQCB1	371177	520	32	851323	219248	0	9	1	0	17	16	4558274	9.243302e-02	1
CEP55	458453	249	17	660639	165594	0	9	1	0	50	42	12541333	9.250945e-02	1
OIP5	897414	237	24	313818	96114	0	4	0	0	50	41	8401290	9.260382e-02	1
PPP1CA	1269888	177	51	477096	130854	0	5	1	0	31	18	6170210	9.278569e-02	1
CAP1	873408	387	23	670289	184315	0	5	0	0	50	48	15088933	9.280765e-02	1
TOP3A	941112	223	13	1395969	386193	0	7	0	0	9	0	1618691	9.315960e-02	1
LSMD1	2148615	337	24	227740	77972	0	2	1	0	32	30	7819202	9.340991e-02	1
NDUFV2	419199	391	53	355313	96307	0	3	0	0	50	40	11546611	9.374208e-02	1
TNRC6A	291928	342	19	2723037	742278	0	11	4	0	50	40	12950879	9.402563e-02	1
C9orf139	1951939	202	40	248584	85499	0	2	0	0	50	47	11597563	9.430744e-02	1
IKZF3	1607516	292	26	728961	174279	0	6	1	0	50	49	10359661	9.451558e-02	1
MIPEP	262509	678	46	1011513	271551	0	7	0	0	6	1	1259325	9.456991e-02	1
MT3	653985	187	28	103255	21230	0	1	0	0	50	40	8895949	9.473597e-02	1
OMP	437413	450	40	218090	66199	0	3	0	0	50	47	11392597	9.492511e-02	1
CDK16	819569	NaN	38	801915	235074	0	8	1	0	50	30	8986659	9.497589e-02	1
FCN3	866116	188	28	420354	118116	0	4	0	0	8	1	1215707	9.499018e-02	1
FAM50B	271690	208	30	443707	124871	0	6	0	0	50	46	11298799	9.517454e-02	1
SIRT1	321700	296	-2	1031971	288149	0	8	0	0	16	19	5190156	9.517554e-02	1
MKI67	408820	641	-1	4405611	1284222	0	36	8	0	34	31	6850149	9.560851e-02	1
H1FX	948414	355	44	280815	90903	0	4	0	0	50	55	13492244	9.577822e-02	1
LMCD1	92154	581	1	506818	140504	0	3	0	0	46	39	13316421	9.650953e-02	1
GK2	112173	875	0	744787	218669	0	6	0	0	50	23	12407970	9.653731e-02	1
VPS8	1340797	626	37	2069925	518784	0	10	0	0	11	4	2955023	9.656147e-02	1
GPR171	NaN	NaN	NaN	438110	120046	0	2	1	0	50	100	21613298	9.662965e-02	1
BUD13	419339	326	36	860587	238355	0	4	0	0	14	6	3194922	9.682695e-02	1
TMEM213	352046	385	7	152470	43232	0	1	0	0	50	35	10086952	9.686750e-02	1
OR4K14	420010	827	-51	415915	123713	0	4	0	0	50	44	9039541	9.689700e-02	1
GTF2H3	871640	315	40	455673	111168	0	4	0	0	50	39	11570736	9.694112e-02	1
ACSL5	184750	409	-4	1050692	281008	0	6	0	0	13	5	2648732	9.716446e-02	1
C6orf223	1407986	199	47	360524	94570	0	4	0	0	50	36	12608883	9.726406e-02	1
RPS18	1456953	262	30	217897	61760	0	4	0	0	50	51	11355155	9.726592e-02	1
SLC27A2	308506	282	1	856148	243373	0	6	1	0	50	46	14844402	9.749370e-02	1
ZNF667	135115	713	-50	859815	210756	0	7	1	0	50	65	13810694	9.795630e-02	1
RELA	4131934	202	53	749998	231986	0	4	0	0	27	14	6767931	9.847581e-02	1
SCEL	193860	752	51	1034866	236039	0	9	0	0	50	35	9987750	9.857453e-02	1
TAF1D	290677	527	0	398931	97272	0	2	0	0	50	44	10758978	9.858991e-02	1
EIF4H	1022182	190	51	351646	95921	0	2	1	0	50	45	9527252	9.884109e-02	1
TDRD6	141781	596	1	2855821	793616	0	16	3	0	50	33	11215809	9.894564e-02	1
TRA2A	432206	231	23	390053	117730	0	3	0	0	50	29	9896847	9.896770e-02	1
SLC32A1	450934	551	36	696730	219248	0	7	2	0	33	27	7246185	9.899856e-02	1
OR2J3	155147	738	1	412055	129310	0	4	1	0	50	34	13438976	9.904984e-02	1
WWC1	413858	343	23	1555194	442356	0	9	1	0	50	24	10170907	9.908527e-02	1
KLK10	490795	632	22	374999	119467	0	2	0	0	49	43	9035488	9.911021e-02	1
CYP11B2	447193	438	36	691519	203615	0	8	0	0	45	41	10635458	1.003392e-01	1
NAA38	72287	922	-13	137995	37442	0	1	0	0	50	59	13760321	1.003583e-01	1
DCT	123751	906	0	772772	208633	0	7	1	0	50	27	9890478	1.003626e-01	1
CXADR	100910	366	-17	509134	140504	0	4	1	0	28	13	5790965	1.003663e-01	1
ZNF513	1244404	179	39	718925	229477	0	7	1	0	29	30	6705592	1.004542e-01	1
SPG20	137590	850	-16	919259	257848	0	5	1	0	50	47	13243660	1.006347e-01	1
CLUAP1	805495	246	39	601967	142627	0	3	0	0	21	7	4113409	1.010220e-01	1
LIMD1	340032	231	45	914434	278885	0	5	1	0	50	27	9473984	1.010690e-01	1
