Agent names	Target genes
amitriptyline	NTRK2
amitriptyline	OPRD1
amitriptyline	OPRK1
amitriptyline	OPRM1
amitriptyline	SIGMAR1
amitriptyline	SLC6A2
amitriptyline	SLC6A4
amlexanox	FGF1
amlexanox	IL3
amlexanox	PDE4A
amlexanox	PDE4B
amlexanox	PDE4C
amlexanox	PDE4D
amlexanox	S100A12
amlexanox	S100A13
amlodipine	CA1
amlodipine	CACNA1B
amlodipine	CACNA1C
amlodipine	CACNA1D
amlodipine	CACNA1F
amlodipine	CACNA1S
amlodipine	CACNA2D1
amlodipine	CACNA2D3
amlodipine	CACNB1
amlodipine	CACNB2
amlodipine	SMPD1
ammonium-glycyrrhizinate	HSD11B1
ammonium-glycyrrhizinate	HSD11B2
ammonium-glycyrrhizinate	SLCO1B1
ammonium-glycyrrhizinate	SLCO1B3
ammonium-lactate	HCAR1
ammonium-perfluorocaprylate	PIM1
AMN-082	GRM7
amodiaquine	HNMT
amonafide	TOP2A
amonafide	TOP2B
amoxapine	ADRA1A
amoxapine	ADRA1B
amoxapine	ADRA1D
amoxapine	ADRA2A
amoxapine	ADRA2B
amoxapine	ADRA2C
amoxapine	CHRM1
amoxapine	CHRM2
amoxapine	CHRM3
amoxapine	CHRM4
amoxapine	CHRM5
amoxapine	DRD1
amoxapine	DRD2
amoxapine	DRD3
amoxapine	DRD4
amoxapine	DRD5
amoxapine	GABRA1
amoxapine	GABRA2
amoxapine	GABRA3
amoxapine	GABRA4
amoxapine	GABRA5
amoxapine	GABRA6
amoxapine	GABRB1
amoxapine	GABRB2
amoxapine	GABRB3
amoxapine	GABRD
amoxapine	GABRE
amoxapine	GABRG1
amoxapine	GABRG2
amoxapine	GABRG3
amoxapine	GABRP
amoxapine	GABRQ
amoxapine	HRH1
amoxapine	HRH4
amoxapine	HTR1A
amoxapine	HTR1B
amoxapine	HTR2A
amoxapine	HTR2B
amoxapine	HTR2C
amoxapine	HTR3A
amoxapine	HTR6
amoxapine	HTR7
amoxapine	SLC6A2
amoxapine	SLC6A3
amoxapine	SLC6A4
amoxicillin	CYP2C19
amoxicillin	SLC15A1
amoxicillin	SLC15A2
amoxicillin	SLC22A6
AMPA-(RS)	GRIN1
AMPA-(S)	GRIN1
ampalex	GRIA1
ampalex	GRIA2
ampalex	GRIA3
ampalex	GRIA4
amperozide	FAAH
amperozide	HTR2A
ampiroxicam	PTGS1
ampiroxicam	PTGS2
amrinone	PDE3A
amrinone	PDE3B
amrinone	PDE4B
amrinone	TNF
amrubicin	TOP2A
amrubicin	TOP2B
amsacrine	KCNH2
amsacrine	TOP2A
amthamine	HRH2
amtolmetin-guacil	PTGS1
amtolmetin-guacil	PTGS2
amuvatinib	KIT
amuvatinib	MET
amygdalin	CASP3
amyl-nitrite	NPR1
ANA-12	NTRK2
anacetrapib	CETP
anagliptin	DPP4
anagrelide	PDE3A
anamorelin	GHSR
anandamide	CACNA1G
anandamide	CACNA1H
anandamide	CACNA1I
anandamide	CNR1
anandamide	CNR2
anandamide	GLRA1
anandamide	GPR18
anandamide	GPR55
anandamide	KCNA2
anandamide	KCNK3
anandamide	KCNK9
anandamide	TRPM8
anandamide	TRPV1
anastrozole	CYP19A1
andarine	AR
andrographolide	NFKB1
anguidine	SLC5A1
aniracetam	DRD2
aniracetam	GRIA1
aniracetam	GRIA2
aniracetam	GRIA3
aniracetam	GRIA4
aniracetam	HTR2A
anisindione	GGCX
anisodamine	ADRA1A
anisomycin	NHP2L1
anisomycin	RPL10L
anisomycin	RPL11
anisomycin	RPL13A
anisomycin	RPL15
anisomycin	RPL19
anisomycin	RPL23
anisomycin	RPL23A
anisomycin	RPL26L1
anisomycin	RPL3
anisomycin	RPL37
anisomycin	RPL8
anisomycin	RSL24D1
anisotropine	CHRM1
anisotropine	CHRM2
anisotropine	CHRM3
anlotinib	KDR
anlotinib	PDGFRB
anpirtoline	HTR1B
ANR-94	ADORA2A
antagonist-g	MAPK8
antalarmin	CRHR1
antazoline	HRH1
anthraquinone	CDC25B
antimycin-a	CYCS
AP-18	TRPA1
AP26113	ALK
AP26113	EGFR
apabetalone	BRD3
apafant	PTAFR
apatinib	CSK
apatinib	KDR
apatinib	KIT
apatinib	RET
APC-100	AR
APcK-110	KIT
APcK-110	STAT3
APD597	GPR119
APD668	GPR119
API-001	SIGMAR1
API-1	AKT1
API-1	AKT2
API-1	AKT3
apigenin	AKR1B1
apigenin	AR
apigenin	CDK6
apigenin	CFTR
apigenin	CYP19A1
apigenin	CYP1B1
apigenin	HSD17B1
apixaban	F10
apocynin	NOX4
apoptosis-activator-II	BCHE
apoptosis-activator-II	CES1
APR-246	TP53
apraclonidine	ADRA1A
apraclonidine	ADRA2A
apraclonidine	ADRA2B
apraclonidine	ADRA2C
apratastat	ADAM17
apratastat	MMP1
apratastat	MMP13
apratastat	MMP9
apremilast	PDE4A
apremilast	PDE4B
apremilast	PDE4C
apremilast	PDE4D
aprepitant	TACR1
aprindine	CALM1
aprindine	SCN5A
aptiganel	GRIN1
APTO-253	KLF4
APY0201	IL12A
APY0201	IL12B
APY0201	PIKFYVE
APY-29	ERN1
AQ-RA741	CHRM2
AR-12	PDPK1
AR-42	HDAC1
AR-A014418	GSK3B
arachidonic-acid	CLCN2
arachidonic-acid	KCNJ4
arachidonic-acid	KCNK10
arachidonic-acid	KCNK18
arachidonic-acid	KCNK2
arachidonic-acid	PRKCZ
arachidonic-acid	PTGS1
arachidonic-acid	TRPC6
arachidonic-acid	TRPM2
arbidol	CYP3A4
arbutin	TYR
AR-C155858	SLC16A1
AR-C155858	SLC16A7
ARC-239	ADRA2A
ARC-239	ADRA2B
ARC-239	ADRA2C
arctigenin	CHUK
arctigenin	MAP2K1
arcyriaflavin-a	CCND1
arcyriaflavin-a	CDK4
ardeparin	SERPINC1
ardeparin	SERPIND1
arecaidine-but-2-ynyl-ester	CHRM2
arecaidine-propargyl-ester	CHRM1
arecaidine-propargyl-ester	CHRM2
arecaidine-propargyl-ester	CHRM3
arecaidine-propargyl-ester	CHRM4
arecoline	CHRM1
arecoline	CHRM2
arecoline	CHRM3
arecoline	CHRM4
argatroban	F2
arglabin	FNTA
arglabin	NFKB1
aripiprazole	ADRA1A
aripiprazole	ADRA1B
aripiprazole	ADRA2A
aripiprazole	ADRA2B
aripiprazole	ADRA2C
aripiprazole	CHRM1
aripiprazole	CHRM2
aripiprazole	CHRM3
aripiprazole	CHRM4
aripiprazole	CHRM5
aripiprazole	DRD1
aripiprazole	DRD2
aripiprazole	DRD3
aripiprazole	DRD4
aripiprazole	DRD5
aripiprazole	HRH1
aripiprazole	HTR1A
aripiprazole	HTR1B
aripiprazole	HTR1D
aripiprazole	HTR1E
aripiprazole	HTR2A
aripiprazole	HTR2C
aripiprazole	HTR3A
aripiprazole	HTR6
aripiprazole	HTR7
armodafinil	SLC6A3
arofylline	PDE4A
arotinolol	ADRB3
ARQ-092	AKT2
ARQ-621	KIF11
ARRY-334543	ERBB2
arsanilic-acid	LYZ
arsenic-trioxide	AKT1
arsenic-trioxide	CCND1
arsenic-trioxide	IKBKB
arsenic-trioxide	JUN
arsenic-trioxide	MAPK1
arsenic-trioxide	MAPK3
arsenic-trioxide	TXNRD1
artemether	ATP1A1
artemisinin	CYP2B6
arundic-acid	PTGS2
arundic-acid	S100B
ARV-825	BRD4
AS-1269574	GPR119
AS-1892802	ROCK1
AS-1949490	INPP5D
AS-2034178	FFAR1
AS-2444697	IRAK4
AS-252424	PIK3CG
AS-604850	PIK3CA
AS-604850	PIK3CG
AS-703026	MAP2K1
AS-703026	MAP2K2
AS-77	KCNA3
AS-77	KCNA5
AS-77	KCNN4
asaraldehyde	PTGS2
ASC-J9	AR
ascomycin	FKBP1A
ascorbic-acid	ALKBH2
ascorbic-acid	ALKBH3
ascorbic-acid	BBOX1
ascorbic-acid	DBH
ascorbic-acid	EGLN1
ascorbic-acid	EGLN2
ascorbic-acid	EGLN3
ascorbic-acid	KDM5D
ascorbic-acid	LCT
ascorbic-acid	OGFOD1
ascorbic-acid	OGFOD2
ascorbic-acid	P3H1
ascorbic-acid	P3H2
ascorbic-acid	P3H3
ascorbic-acid	P4HA1
ascorbic-acid	P4HTM
ascorbic-acid	PAM
ascorbic-acid	PHYH
ascorbic-acid	PLOD1
ascorbic-acid	PLOD2
ascorbic-acid	PLOD3
ascorbic-acid	SLC23A1
ascorbic-acid	SLC23A2
ascorbic-acid	TMLHE
asenapine	ADRA1A
asenapine	ADRA2A
asenapine	ADRA2B
asenapine	ADRA2C
asenapine	ADRB1
asenapine	ADRB2
asenapine	DRD1
asenapine	DRD2
asenapine	DRD3
asenapine	DRD4
asenapine	HRH1
asenapine	HRH2
asenapine	HTR1A
asenapine	HTR1B
asenapine	HTR1D
asenapine	HTR1E
asenapine	HTR2A
asenapine	HTR2B
asenapine	HTR2C
asenapine	HTR5A
asenapine	HTR6
asenapine	HTR7
asiatic-acid	PYGM
ASP-2535	SLC6A9
ASP3026	ALK
aspartame	TAS1R2
aspartame	TRPV1
aspirin	AKR1C1
aspirin	ASIC3
aspirin	EDNRA
aspirin	HSPA5
aspirin	IKBKB
aspirin	NFKB1
aspirin	NFKB2
aspirin	NFKBIA
aspirin	PRKAA1
aspirin	PRKAA2
aspirin	PRKAB1
aspirin	PRKAB2
aspirin	PRKAG1
aspirin	PRKAG2
aspirin	PRKAG3
aspirin	PTGS1
aspirin	PTGS2
aspirin	RPS6KA3
aspirin	TP53
AST-1306	EGFR
AST-1306	ERBB2
astemizole	HRH1
astemizole	KCNH1
astemizole	KCNH2
asymmetrical-dimethylarginine	NOS2
asymmetrical-dimethylarginine	NOS3
AT-1015	HTR2A
AT13148	AKT1
AT13148	AKT2
AT13148	AKT3
AT13148	ROCK1
AT13148	ROCK2
AT13148	SGK3
AT13387	HSP90AA1
AT-7519	CDK1
AT-7519	CDK2
AT-7519	CDK4
AT-7519	CDK5
AT-7519	CDK6
AT-7519	CDK9
AT7867	AKT2
AT7867	GSK3B
AT7867	PKIA
AT7867	PRKACA
AT-9283	AURKA
AT-9283	AURKB
AT-9283	JAK2
AT-9283	JAK3
AT-9283	RPS6KA6
AT-9283	STK17A
ataluren	DMD
ATB-346	PTGER2
atenolol-(+/-)	ADRB1
atenolol-(+/-)	ADRB2
atiprimod	JAK2
atiprimod	STAT3
atizoram	PDE4A
atizoram	PDE4B
atizoram	PDE4C
atizoram	PDE4D
ATN-161	ITGA5
ATN-161	ITGAV
ATN-161	ITGB1
ATN-161	ITGB3
atomoxetine	GRIN1
atomoxetine	GRIN2A
atomoxetine	GRIN2B
atomoxetine	GRIN2C
atomoxetine	GRIN2D
atomoxetine	GRIN3A
atomoxetine	GRIN3B
atomoxetine	SLC6A2
atomoxetine	SLC6A3
atomoxetine	SLC6A4
atorvastatin	AHR
atorvastatin	DPP4
atorvastatin	HMGCR
atosiban	AVPR1A
atosiban	AVPR1B
atosiban	AVPR2
atosiban	OXTR
atovaquone	DHODH
ATPA	GRIA2
ATPA	GRIK1
atracurium	CHRNA2
atrasentan	EDNRA
atropine	CHRM1
atropine	CHRM2
atropine	CHRM3
atropine	CHRM4
atropine	CHRM5
auranofin	IKBKB
auranofin	PRDX5
auranofin	TRPA1
aurora-a-inhibitor-i	AURKA
aurothioglucose	PRKCI
autotaxin-modulator-1	ENPP2
AV-412	EGFR
AV-412	ERBB2
AV-608	TACR1
avagacestat	PSEN1
avanafil	PDE5A
avasimibe	CES1
avatrombopag	MPL
AVE-0991	MRGPRX1
AVL-292	BTK
AVL-292	YES1
AVN-944	IMPDH1
AVN-944	IMPDH2
avobenzone	TYR
axitinib	CSF1
axitinib	FLT1
axitinib	FLT4
axitinib	KDR
axitinib	PLK4
AZ-10417808	CASP3
AZ-10606120	P2RX7
AZ-12080282	DHH
AZ191	DYRK1B
AZ20	ATR
AZ20	MTOR
AZ505	SMYD2
AZ5104	EGFR
AZ-628	BRAF
AZ-628	RAF1
AZ960	JAK2
azacitidine	DNMT1
azacitidine	DNMT3A
azacyclonol	HRH1
azaguanine-8	PNP
azaperone	DRD2
azaperone	DRD3
azapropazone	PTGS2
azasetron	HTR3A
azasetron	HTR3B
azatadine	HRH1
azathioprine	HPRT1
azathioprine	IMPDH1
azathioprine	PPAT
AZD1080	GSK3A
AZD1080	GSK3B
AZD1208	PIM1
AZD1208	PIM2
AZD1208	PIM3
AZD1283	P2RY12
AZD1446	CHRNA4
AZD1446	CHRNB2
AZD1480	JAK1
AZD1480	JAK2
AZD1480	JAK3
AZD1981	PTGDR2
AZD2014	MTOR
AZD2858	GSK3B
AZD3264	IKBKB
AZD3463	ALK
AZD3463	IGF1R
AZD3514	AR
AZD3759	EGFR
AZD3839	BACE1
AZD3965	SLC16A1
AZD3988	DGAT1
AZD4282	AGXT
AZD4282	AGXT2
AZD4282	ALAS1
AZD4282	ALAS2
AZD4282	BAAT
AZD4282	GARS
AZD4282	GATM
AZD4282	GCAT
AZD4282	GCSH
AZD4282	GLDC
AZD4282	GLRA1
AZD4282	GLRA2
AZD4282	GLRA3
AZD4282	GLRB
AZD4282	GLYAT
AZD4282	GLYATL1
AZD4282	GLYATL2
AZD4282	GNMT
AZD4282	GPR18
AZD4282	GPRC6A
AZD4282	GRIN1
AZD4282	GRIN2A
AZD4282	GRIN2B
AZD4282	GRIN2C
AZD4282	GRIN2D
AZD4282	GRIN3B
AZD4282	GSS
AZD4282	PIPOX
AZD4282	SHMT1
AZD4282	SHMT2
AZD4282	SLC32A1
AZD4282	SLC36A1
AZD4282	SLC6A5
AZD4282	SLC6A9
AZD4547	FGFR1
AZD4547	FGFR2
AZD4547	FGFR3
AZD4547	FGFR4
AZD4547	IGF1R
AZD4547	KDR
AZD5069	CXCR2
AZD5363	AKT1
AZD5363	AKT2
AZD5363	AKT3
AZD5438	KCNH2
AZD5582	BIRC2
AZD5582	BIRC3
AZD5582	XIAP
AZD6482	PIK3CA
AZD6482	PIK3CB
AZD6482	PIK3CD
AZD6482	PIK3CG
AZD6738	ATR
AZD6765	GRIN1
AZD7545	PDK1
AZD7687	DGAT1
AZD7762	CHEK1
AZD7762	CHEK2
AZD8055	MTOR
AZD8186	PIK3CB
AZD8186	PIK3CD
AZD8835	PIK3CA
AZD8835	PIK3CD
AZD8931	EGFR
AZD8931	ERBB2
AZD8931	ERBB3
AZD9272	GRM5
AZD9496	ESR1
AZD9668	ELANE
azelaic-acid	AKR1D1
azelaic-acid	SRD5A2
azelaic-acid	TYR
azelastine	HRH1
azeliragon	AGER
azelnidipine	CACNA1C
azilsartan	AGTR1
azilsartan	AGTR2
azilsartan-medoxomil	AGTR1
azilsartan-medoxomil	AGTR2
azimilide	KCNA5
azimilide	KCNE1
azimilide	KCNH2
azimilide	KCNQ1
azithromycin	MLNR
AZM-475271	SRC
azosemide	SLC12A1
azosemide	SLC12A2
bacitracin	A2M
bacitracin	IDE
baclofen	GABBR1
baclofen	GABBR2
baclofen	KCTD12
baclofen	KCTD16
baclofen	KCTD8
baclofen-(R)	GABBR1
baclofen-(R)	GABBR2
BADGE	PPARG
bafetinib	ABL1
bafetinib	BCR
bafetinib	LYN
BAG-956	PIK3CG
baicalein	ALOX5
baicalein	GLO1
baicalein	PREP
baicalein	SELL
baicalein	SELP
baicalein	TNF
baicalein	XDH
baicalin	PREP
bakuchiol	HIF1A
balaglitazone	PPARG
balicatib	CTSK
balsalazide	ALOX5
balsalazide	PPARG
balsalazide	PTGS1
balsalazide	PTGS2
BAM7	BAX
bambuterol	ADRB2
bambuterol	BCHE
BAN-ORL-24	OPRL1
barasertib	AURKA
barasertib	AURKB
barasertib-HQPA	AURKB
barbital	CHRNA4
barbital	CHRNA7
barbital	GABRA1
barbital	GABRA2
barbital	GABRA3
barbital	GABRA4
barbital	GABRA5
barbital	GABRA6
barbital	GRIA2
barbital	GRIK2
bardoxolone	NOS2
bardoxolone	PPARG
bardoxolone-methyl	PPARG
bardoxolone-methyl	STAT3
baricitinib	JAK1
baricitinib	JAK2
barium-6-O-phosphonato-D-glucose	GPI
basimglurant	GRM5
batimastat	ADAM28
batimastat	ADAMTS5
batimastat	MMP12
batimastat	MMP16
batimastat	MMP2
batimastat	MMP8
bavisant	HRH3
BAX-channel-blocker	BAX
BAY-11-7082	RELA
BAY-11-7085	NFKBIA
BAY-41-2272	GUCY1A3
BAY-41-2272	GUCY1B3
BAY-60-6583	ADORA1
BAY-60-6583	ADORA2A
BAY-60-6583	ADORA2B
BAY-60-6583	ADORA3
bay-60-7550	PDE2A
BAY-61-3606	SYK
BAY-87-2243	HIF1A
BAY-K-8644-(s)-(-)	CACNA1C
BAZ2-ICR	ZNF215
bazedoxifene	ESR1
bazedoxifene	ESR2
BC-11	PLAU
BCTC	TRPV1
BCX-1470	CFD
BD-1047	SIGMAR1
BD-1063	SIGMAR1
BE-2254	ADRA1A
beclomethasone	NR3C1
beclomethasone	SERPINA6
beclomethasone-dipropionate	GPR97
beclomethasone-dipropionate	NR3C1
begacestat	PSEN1
belinostat	HDAC1
belinostat	HDAC10
belinostat	HDAC11
belinostat	HDAC2
belinostat	HDAC3
belinostat	HDAC4
belinostat	HDAC5
belinostat	HDAC6
belinostat	HDAC7
belinostat	HDAC8
belinostat	HDAC9
bemegride	GABRA1
bemesetron	HTR3A
bemesetron	HTR3B
benazepril	ACE
bendazac	PTGS1
bendazac	PTGS2
bendroflumethiazide	CA1
bendroflumethiazide	CA2
bendroflumethiazide	CA4
bendroflumethiazide	KCNMA1
bendroflumethiazide	SLC12A1
bendroflumethiazide	SLC12A3
benfluorex	HMGCR
benfluralin	CYP1A1
benfluralin	CYP1A2
benfluralin	CYP2B6
benfluralin	CYP3A4
benfluralin	ESR1
benfluralin	MMP1
benfluralin	SULT2A1
benfluralin	UGT1A1
benfotiamine	AGER
benidipine	CACNA1C
benidipine	CACNA1G
benperidol	DRD2
benproperine	SCN5A
benserazide	DDC
bentiromide	HPN
benzamil	ASIC1
benzamil	PKD2L1
benzamil	SCNN1A
benzamil	SCNN1B
benzamil	SCNN1D
benzamil	SCNN1G
benzamil	SLC8A1
benzbromarone	ABCC1
benzethonium	SCN10A
benzocaine	SCN10A
benzoic-acid	DAO
benzoic-acid	HRSP12
benzoic-acid	PRDX5
benzoic-acid	RAB9A
benzoin	CES1
benzonatate	SCN5A
benzoquinonium-dibromide	CHRNA1
benzotript	CCKAR
benzotript	CCKBR
benzthiazide	CA1
benzthiazide	CA12
benzthiazide	CA2
benzthiazide	CA4
benzthiazide	CA9
benzthiazide	SLC12A3
benztropine-mesylate	CHRM1
benztropine-mesylate	HRH1
benztropine-mesylate	SLC6A3
benzyl-benzoate	LIPE
bepotastine	HRH1
bepridil	ATP1A1
bepridil	CACNA1A
bepridil	CACNA1H
bepridil	CACNA2D2
bepridil	CALM1
bepridil	KCNQ1
bepridil	KCNQ4
bepridil	PDE1A
bepridil	PDE1B
bepridil	TNNC1
berberine	LDLR
bergenin	IL1B
bergenin	TNF
beta-amyloid-synthesis-inhibitor	APP
beta-CCB	GABRA1
beta-CCB	GABRG2
beta-elemene	MMP2
beta-elemene	MMP9
beta-funaltrexamine	OPRD1
beta-funaltrexamine	OPRK1
beta-funaltrexamine	OPRM1
betahistine	HRH1
betahistine	HRH3
beta-hydroxy-beta-methylbutyrate	MTOR
beta-Hydroxybutyrate	HCAR2
beta-lapachone	TOP1
betamethasone	NR3C1
betamethasone-acetate	NR3C1
betamethasone-valerate	NR3C1
betaxolol	ADRB1
betaxolol	ADRB2
betazole	HRH2
bethanechol	CHRM1
bethanechol	CHRM2
bethanechol	CHRM3
bethanechol	CHRM4
BETP	GLP1R
betrixaban	KCNH2
betulinic-acid	GPBAR1
bevantolol	ADRA1A
bevantolol	ADRB1
bevantolol	ADRB2
bexarotene	RXRA
bexarotene	RXRB
bexarotene	RXRG
bezafibrate	PPARA
bezafibrate	PPARD
bezafibrate	PPARG
BF2.649	HRH3
BGT226	MTOR
BGT226	PIK3CA
BGT226	PIK3CB
BGT226	PIK3CG
BHQ	ATP2A1
BI-2536	BRD4
BI-2536	PLK1
BI-2536	PLK2
BI-2536	PLK3
BI-78D3	MAPK8
BI-847325	AURKA
BI-847325	AURKB
BI-847325	AURKC
BI-847325	MAP2K1
BI-847325	MAP2K2
BIBN4096	CALCA
BIBN4096	CALCRL
BIBN4096	RAMP1
BIBR-1532	TERT
BIBU-1361	EGFR
BIBX-1382	EGFR
BIBX-1382	ERBB2
bicalutamide	AR
bicifadine	DRD2
bicifadine	SLC6A2
bicifadine	SLC6A4
bicuculline-(+)	GABRA1
bicuculline-(+)	GABRA2
bicuculline-(+)	GABRA3
bicuculline-(+)	GABRA4
bicuculline-(+)	GABRA5
bicuculline-(+)	GABRA6
bicuculline-(+)	KCNN1
bicyclol	HSPA1A
bicyclol	HSPB1
BI-D1870	RPS6KA1
BI-D1870	RPS6KA2
BI-D1870	RPS6KA3
BI-D1870	RPS6KA6
bifemelane	MAOA
bifemelane	MAOB
bifonazole	CYP2B6
BIIB021	HSP90AA1
bilastine	HRH1
bilobalide	GLRA1
bilobalide	GLRA2
bilobalide	GLRB
bilobalide	HTR3A
bilobalide	HTR3B
bimatoprost	AKR1C3
bimatoprost	PTGER1
bimatoprost	PTGER3
bimatoprost	PTGFR
BIMU-8	HTR4
BINA	GRM2
bindarit	CCL2
bindarit	CCL7
bindarit	CCL8
BIO-1211	ITGA4
BIO-1211	ITGB1
BIO-5192	ITGA4
BIO-5192	ITGB1
biotin	ACACA
biotin	ACACB
biotin	HLCS
biotin	MCCC1
biotin	MCCC2
biotin	PC
biotin	PCCA
biotin	PCCB
biotin	SLC5A6
bipenamol	CTSC
biperiden	CHRM1
biperiden	CHRM2
biperiden	CHRM3
biperiden	CHRM4
biperiden	CHRM5
biperiden	CHRNA2
birinapant	BIRC2
birinapant	XIAP
BIRT-377	ICAM1
bis(maltolato)oxovanadium(IV)	PTPN1
bisindolylmaleimide-ix	AKT1
bisindolylmaleimide-ix	GSK3B
bisindolylmaleimide-ix	LCK
bisindolylmaleimide-ix	MAPK1
bisindolylmaleimide-ix	MAPK11
bisindolylmaleimide-ix	MAPK12
bisindolylmaleimide-ix	MAPK14
bisindolylmaleimide-ix	MAPK8
bisindolylmaleimide-ix	PRKCA
bisindolylmaleimide-ix	ROCK1
bisindolylmaleimide-ix	RPS6KB1
bisindolylmaleimide-ix	SIRT1
bismuth-subgallate	NOS1
bisoprolol	ADRB1
bisoprolol	ADRB2
bisphenol-a	AR
bisphenol-a	ESR1
bisphenol-a	ESR2
bisphenol-a	ESRRG
bisphenol-a	PPARG
bithionol	ESR1
bithionol	ESR2
bithionol	MCL1
bitopertin	SLC6A5
bitopertin	SLC6A9
bivalirudin	F2
BIX-01294	EHMT1
BIX-01294	EHMT2
BIX-02188	MAP2K5
BIX-02189	MAP2K5
BIX-02189	MAPK7
blebbistatin-(+/-)	MYH2
bleomycin	LIG1
bleomycin	LIG3
blonanserin	DRD2
blonanserin	HTR2A
BLU9931	FGFR4
BML-190	CNR2
BMS-182874	EDNRA
BMS-191011	KCNMA1
BMS-265246	CDK1
BMS-265246	CDK2
BMS-309403	FABP4
BMS-345541	CHUK
BMS-345541	IKBKB
BMS-387032	CDK2
BMS-387032	CDK7
BMS-387032	CDK9
BMS-470539	MC1R
BMS-536924	AKT1
BMS-536924	CCNE1
BMS-536924	CDK2
BMS-536924	CYP3A4
BMS-536924	ERBB2
BMS-536924	IGF1R
BMS-536924	KDR
BMS-536924	LCK
BMS-536924	MAPK1
BMS-536924	MET
BMS-536924	PDGFRA
BMS-536924	PDGFRB
BMS-566419	IMPDH1
BMS-566419	IMPDH2
BMS-587101	ITGAL
BMS-587101	ITGB2
BMS-599626	EGFR
BMS-599626	ERBB2
BMS-599626	ERBB4
BMS-649	RXRA
BMS-688521	ICAM1
BMS-690514	EGFR
BMS-690514	ERBB2
BMS-690514	FLT3
BMS-690514	KDR
BMS-754807	AKT1
BMS-754807	IGF1R
BMS-777607	AXL
BMS-777607	MERTK
BMS-777607	MET
BMS-777607	MST1R
BMS-777607	TYRO3
BMS-817378	KDR
BMS-817378	MET
BMS-833923	SMO
BMS-863233	CDC7
BMS-863233	PIM1
BMS-927711	CALCA
BMS-986020	LPAR1
BMS-CCR2-22	CCR2
BMY-14802	HTR1A
BMY-45778	PTGIR
BMY-7378	ADRA1A
BMY-7378	ADRA1B
BMY-7378	ADRA1D
BMY-7378	HTR1A
BNTX	OPRD1
BNTX	OPRK1
BNTX	OPRM1
boceprevir	CMA1
boceprevir	CTSA
boceprevir	CTSF
boceprevir	CTSK
boceprevir	CTSL
boceprevir	CTSS
bopindolol	ADRB1
bopindolol	ADRB2
bopindolol	ADRB3
bopindolol	HTR1A
bopindolol	HTR1B
bortezomib	PSMA1
bortezomib	PSMA2
bortezomib	PSMA3
bortezomib	PSMA4
bortezomib	PSMA5
bortezomib	PSMA6
bortezomib	PSMA7
bortezomib	PSMA8
bortezomib	PSMB1
bortezomib	PSMB10
bortezomib	PSMB11
bortezomib	PSMB2
bortezomib	PSMB3
bortezomib	PSMB4
bortezomib	PSMB5
bortezomib	PSMB6
bortezomib	PSMB7
bortezomib	PSMB8
bortezomib	PSMB9
bortezomib	PSMD1
bortezomib	PSMD2
bortezomib	RELA
bosentan	EDNRA
bosentan	EDNRB
bosutinib	ABL1
bosutinib	BCR
bosutinib	CAMK1D
bosutinib	CAMK2G
bosutinib	CDK2
bosutinib	FRK
bosutinib	FYN
bosutinib	HCK
bosutinib	LYN
bosutinib	MAP2K1
bosutinib	MAP2K2
bosutinib	MAP3K2
bosutinib	MAP4K5
bosutinib	SRC
bosutinib	STK10
bosutinib	STK24
bosutinib	STK4
bosutinib	TNK2
bosutinib	TXK
BP-554	HTR1A
BP-897	ADRA1A
BP-897	ADRA1D
BP-897	ADRA2A
BP-897	DRD1
BP-897	DRD2
BP-897	DRD3
BP-897	DRD4
BP-897	HTR1A
BP-897	HTR2B
BQ-123	EDNRA
BQ-788	EDNRB
BQU57	RALA
BQU57	RALB
BRD4770	EHMT2
BRD-7389	RPS6KA1
BRD-7389	RPS6KA2
BRD-7389	RPS6KA3
BRD-9876	KIF11
brefeldin-a	ARF1
brefeldin-a	CYTH2
bremelanotide	MC1R
bremelanotide	MC2R
bremelanotide	MC3R
bremelanotide	MC4R
bremelanotide	MC5R
brequinar	DHODH
bretazenil	GABRA1
bretazenil	GABRA2
bretazenil	GABRA3
bretazenil	GABRA4
bretazenil	GABRA5
bretazenil	GABRA6
bretylium	ATP1A1
brexpiprazole	DRD2
briciclib	CCND1
brigatinib	ALK
brigatinib	EGFR
brimonidine	ADRA2A
brimonidine	ADRA2B
brimonidine	ADRA2C
brinzolamide	CA1
brinzolamide	CA12
brinzolamide	CA14
brinzolamide	CA2
brinzolamide	CA4
brinzolamide	CA5A
brinzolamide	CA7
brivanib	CYP3A4
brivanib	FGFR1
brivanib	FLT1
brivanib	KCNH2
brivanib	KDR
brivanib-alaninate	FGFR3
brivaracetam	SV2A
BRL-15572	HTR1A
BRL-15572	HTR1B
BRL-15572	HTR1D
BRL-15572	HTR1E
BRL-15572	HTR1F
BRL-15572	HTR2A
BRL-15572	HTR2B
BRL-15572	HTR2C
BRL-15572	HTR6
BRL-26314	LPL
BRL-37344	ADRB1
BRL-37344	ADRB2
BRL-37344	ADRB3
BRL-44408	ADRA2A
BRL-44408	ADRA2B
BRL-44408	ADRA2C
BRL-50481	PDE7A
BRL-50481	PDE7B
BRL-52537	OPRK1
BRL-54443	HTR1E
BRL-54443	HTR1F
brolitene	RYR1
bromfenac	PTGS1
bromfenac	PTGS2
bromocriptine	ADRA1A
bromocriptine	ADRA1B
bromocriptine	ADRA1D
bromocriptine	ADRA2A
bromocriptine	ADRA2B
bromocriptine	ADRA2C
bromocriptine	DRD1
