	TCGA-OL-A5RW-01	TCGA-A8-A07R-01	TCGA-C8-A134-01	TCGA-B6-A1KF-01	TCGA-BH-A18T-01	TCGA-D8-A142-01	TCGA-AR-A1AQ-01	TCGA-AR-A1AI-01	TCGA-AR-A251-01	TCGA-E2-A14Y-01	TCGA-AC-A8OQ-01	TCGA-B6-A0I6-01	TCGA-B6-A0RT-01	TCGA-B6-A0RU-01	TCGA-B6-A0IQ-01	TCGA-B6-A0IJ-01	TCGA-B6-A0RE-01	TCGA-PL-A8LV-01	TCGA-C8-A12K-01	TCGA-E9-A244-01	TCGA-PL-A8LZ-01	TCGA-AC-A62X-01	TCGA-E9-A243-01	TCGA-B6-A0WX-01	TCGA-E9-A3QA-01	TCGA-B6-A0I1-01	TCGA-B6-A0I2-01	TCGA-E2-A1AZ-01	TCGA-GM-A3XL-01	TCGA-AO-A129-01	TCGA-AO-A128-01	TCGA-E2-A574-01	TCGA-E2-A1B6-01	TCGA-OL-A66I-01	TCGA-A2-A0D2-01	TCGA-A2-A0YM-01	TCGA-A2-A3XU-01	TCGA-A7-A26F-01	TCGA-A7-A13D-01	TCGA-A7-A26I-01	TCGA-A7-A13E-01	TCGA-A7-A0CE-01	TCGA-AQ-A54N-01	TCGA-E2-A1LG-01	TCGA-A2-A04T-01	TCGA-GM-A2DF-01	TCGA-A2-A3XY-01	TCGA-A2-A3XT-01	TCGA-A2-A0D0-01	TCGA-BH-A0E6-01	TCGA-E2-A1LI-01	TCGA-OL-A6VO-01	TCGA-A2-A3XX-01	TCGA-A2-A04P-01	TCGA-A2-A3XS-01	TCGA-A2-A0ST-01	TCGA-S3-AA0Z-01	TCGA-E2-A573-01	TCGA-A7-A4SD-01	TCGA-OL-A5D7-01	TCGA-A2-A04Q-01	TCGA-E2-A1LK-01	TCGA-A7-A5ZV-01	TCGA-A1-A0SO-01	TCGA-AN-A0AR-01	TCGA-AN-A04D-01	TCGA-AN-A0AL-01	TCGA-A2-A0T2-01	TCGA-A2-A0T0-01	TCGA-A1-A0SP-01	TCGA-A2-A0CM-01	TCGA-AQ-A04J-01	TCGA-A1-A0SK-01	TCGA-AO-A0J6-01	TCGA-BH-A0B9-01	TCGA-AO-A124-01	TCGA-AO-A1KR-01	TCGA-AN-A0FX-01	TCGA-AN-A0G0-01	TCGA-A8-A08R-01	TCGA-C8-A131-01	TCGA-BH-A0E0-01	TCGA-BH-A0RX-01	TCGA-AN-A0FL-01	TCGA-AN-A0FJ-01	TCGA-A8-A07O-01	TCGA-AR-A5QQ-01	TCGA-D8-A143-01	TCGA-LL-A8F5-01	TCGA-E2-A158-01	TCGA-S3-AA10-01	TCGA-E2-A1LS-01	TCGA-D8-A27F-01	TCGA-D8-A1XQ-01	TCGA-D8-A1JL-01	TCGA-D8-A1JK-01	TCGA-A7-A4SE-01	TCGA-EW-A1OW-01	TCGA-A2-A4RX-01	TCGA-E2-A14X-01	TCGA-E2-A1II-01	TCGA-A8-A07C-01	TCGA-A7-A0DA-01	TCGA-A2-A3Y0-01	TCGA-E2-A14R-01	TCGA-BH-A0B3-01	TCGA-E2-A1LL-01	TCGA-AO-A12F-01	TCGA-A2-A0SX-01	TCGA-B6-A402-01	TCGA-AR-A0TS-01	TCGA-AR-A256-01	TCGA-BH-A18G-01	TCGA-BH-A0BG-01	TCGA-BH-A0BL-01	TCGA-BH-A0DL-01	TCGA-BH-A18V-01	TCGA-BH-A1FC-01	TCGA-C8-A1HJ-01	TCGA-AN-A0AT-01	TCGA-AN-A0XU-01	TCGA-E9-A5FL-01	TCGA-C8-A27B-01	TCGA-AC-A2QJ-01	TCGA-HN-A2NL-01	TCGA-EW-A1P8-01	TCGA-A7-A6VY-01	TCGA-A7-A6VW-01	TCGA-A7-A6VV-01	TCGA-A2-A25F-01	TCGA-E9-A1N8-01	TCGA-C8-A12V-01	TCGA-D8-A27H-01	TCGA-D8-A27M-01	TCGA-AC-A6IW-01	TCGA-S3-AA15-01	TCGA-D8-A1XK-01	TCGA-AR-A1AR-01	TCGA-EW-A3U0-01	TCGA-D8-A147-01	TCGA-EW-A1PH-01	TCGA-EW-A1PB-01	TCGA-AR-A2LR-01	TCGA-BH-A0WA-01	TCGA-A7-A26G-01	TCGA-E2-A150-01	TCGA-BH-A1F0-01	TCGA-A2-A4S1-01	TCGA-EW-A1P4-01	TCGA-AC-A2QH-01	TCGA-AR-A1AY-01	TCGA-AC-A2BK-01	TCGA-E2-A14N-01	TCGA-AO-A0J4-01	TCGA-AR-A1AJ-01	TCGA-AR-A1AH-01	TCGA-AR-A0U4-01	TCGA-BH-A1F6-01	TCGA-AR-A24Q-01	TCGA-E2-A1LH-01	TCGA-GI-A2C9-01	TCGA-AR-A0TP-01	TCGA-BH-A0BW-01	TCGA-BH-A0AV-01	TCGA-E2-A159-01	TCGA-BH-A5IZ-01	TCGA-A8-A07U-01	TCGA-A2-A04U-01	TCGA-AO-A0JL-01	TCGA-LL-A6FR-01	TCGA-LL-A5YP-01	TCGA-OL-A5S0-01	TCGA-A2-A1G1-01	TCGA-LL-A73Y-01	TCGA-E9-A1ND-01	TCGA-E9-A1N9-01	TCGA-E9-A22G-01	TCGA-BH-A18Q-01	TCGA-A7-A13E-11	TCGA-A7-A0CE-11	TCGA-E2-A158-11	TCGA-E2-A1LS-11	TCGA-BH-A0B3-11	TCGA-BH-A0DL-11	TCGA-BH-A1FC-11	TCGA-BH-A1F0-11	TCGA-BH-A1F6-11	TCGA-E2-A1LH-11	TCGA-GI-A2C9-11	TCGA-BH-A0BW-11	TCGA-E9-A1ND-11	TCGA-E9-A1N9-11	TCGA-BH-A18Q-11
hsa-miR-141-5p	962.7713	487.45663	212.25177	327.04886	2487.2314	258.17804	1024.1458	1728.3186	329.05624	692.2091	685.614	1015.7842	206.89018	255.29814	609.8593	612.0699	657.6501	369.70084	1483.7628	1138.1783	135.48804	413.90738	1002.39856	96.301186	1552.9875	1573.4703	2344.1492	1694.4371	1470.7784	1999.248	327.58994	751.5808	485.6897	713.81573	218.98906	464.74097	916.7422	308.64398	424.28564	190.10153	1281.2047	1240.6241	600.05676	3233.7053	625.36523	571.76086	1059.1469	1600.1385	385.6983	121.60403	667.92896	646.7659	508.04352	430.18387	919.9364	473.77112	1258.043	541.2805	737.99243	764.6315	253.85025	668.16534	387.16788	554.88617	1423.0558	585.62585	262.09595	717.6936	124.35761	1778.7316	552.29376	319.23557	2265.409	379.0379	3322.4158	1803.8739	998.6392	110.58814	2240.511	171.09517	339.78256	913.8962	181.74013	205.98892	762.257	487.80362	147.26566	805.8113	423.4572	1192.1997	1085.3457	1411.9135	395.3962	175.09497	783.48395	283.82614	153.71504	580.1308	143.4382	883.63135	1478.5955	814.9409	264.98053	4140.0464	741.7845	376.52493	964.3868	1659.1938	508.96432	1061.7115	555.145	667.4283	1095.168	1650.6672	490.08853	4259.041	1060.0826	1214.8009	1626.7065	1269.6152	1304.4568	912.72406	924.10266	49.10545	3084.7937	1579.7035	427.22632	1235.0808	630.51764	49.435802	2859.2766	389.15805	724.95374	695.23376	10492.527	137.09079	502.99057	546.8111	298.3099	1502.1045	615.1201	468.26828	615.1841	250.41753	728.1415	554.10565	579.7509	0.654186	1419.8505	3.360941	890.5393	1308.719	774.95135	871.6437	238.44727	1144.699	1602.4729	562.0153	1443.6322	866.6812	2029.7762	1134.6064	667.79913	1056.3739	301.49445	701.72614	303.37524	1908.247	884.2103	165.12672	356.31305	337.67703	797.93616	826.2853	753.88794	744.38324	4588.7417	873.47125	62.187378	156.28748	29.737	7.728776	189.13857	211.72498	90.10208	228.28406	100.78564	341.9189	153.57645	340.1812	78.3915	328.11768	195.21082
hsa-miR-142-3p	590.0856	3107.2812	5494.0825	803.30835	2822.7273	3650.2512	11221.656	13274.509	4926.3223	2503.7698	4504.5796	2681.6174	28959.64	1955.6061	5600.3296	12617.797	1748.7516	5040.748	12099.573	2828.0696	2564.8801	162.75195	13821.482	2109.6775	16001.451	1055.2382	13810.59	4288.001	5760.1934	11021.712	615.0594	326.16824	25731.92	4517.055	6324.44	3613.7944	918.1954	987.34753	808.2855	833.0336	2312.1873	2949.2812	617.442	7072.513	10420.852	2918.7607	3304.371	6579.617	6149.619	2696.2734	11907.504	1814.4543	3077.7168	3309.3608	4330.1836	24688.406	4251.727	4513.9175	1717.6311	6058.0425	19278.643	3033.9836	1059.2914	2077.225	2571.0742	1777.7145	3453.1443	2444.485	2475.9492	5705.6685	8087.9854	8265.451	269.35547	8320.342	11792.224	2323.877	8037.9067	1393.7244	3835.3574	7054.534	5671.5806	5559.9155	9444.965	458.3076	3183.6956	6077.636	4097.5977	3166.2566	1234.2902	1614.4673	6361.095	1090.6079	437.45016	6053.8984	7777.865	4350.1826	1400.5146	1261.7714	2150.4524	9766.376	15484.286	6818.1006	2297.361	5224.125	6756.021	4145.6963	3261.3115	1647.0204	10533.17	1277.4993	26558.516	3301.231	1891.2573	10499.515	7489.3325	9837.252	8499.131	13906.93	7832.501	4096.2593	3854.8882	1450.8259	7558.333	1004.3132	1174.3942	5244.815	1049.756	884.1727	883.9092	3660.3528	949.00024	18698.55	302.86377	3919.1267	5760.9785	5505.848	5327.578	9359.881	15546.282	6317.012	693.80804	13137.576	255.86581	2943.5693	3877.6875	4716.465	10187.672	1242.2991	12419.0205	284.69153	1631.0928	723.8391	4060.7778	11677.607	29207.504	1755.2047	7572.6494	6786.32	3225.7134	6259.43	1196.5511	530.5022	8575.407	1762.7162	11487.327	2002.5326	12090.613	1647.3511	1914.1694	230.78249	1099.2097	1320.7682	5763.986	1735.1573	8204.313	6249.151	2715.7322	4815.5615	778.74854	389.95007	873.81024	157.54813	627.6968	927.68646	562.61414	735.9937	193.26477	622.48975	197.85924	6697.4854	753.5063	261.64325	417.86508
hsa-miR-142-5p	18.466408	41.81114	130.58879	7.8075333	59.87603	60.074665	167.18796	159.36101	115.398186	55.393143	85.53	70.969894	2271.6377	109.173546	186.97131	474.7641	57.918053	187.43451	310.1679	85.28336	119.26364	6.110838	260.97403	29.40169	410.89368	36.55787	385.23615	138.62444	226.51141	181.40805	12.882753	9.4783945	1853.543	140.02121	81.442215	56.88737	19.183567	91.340515	16.28571	53.18081	30.955282	45.907566	7.3755875	82.99873	141.8256	190.76868	134.87653	157.303	466.24115	32.822327	419.5664	121.33129	89.952835	44.587193	126.38765	2170.9062	131.0287	143.43288	39.493465	128.82378	305.0861	24.034727	48.431183	131.12582	114.8889	17.546843	233.1084	194.69353	113.714386	393.60535	100.90725	138.0963	12.154324	278.50034	349.77295	54.98887	395.7691	14.90195	103.93174	107.29696	163.63063	211.33849	820.3611	4.276586	169.46204	115.728935	166.438	95.41491	42.095154	28.972048	143.78969	20.440914	26.47842	68.54948	339.86877	57.7659	35.55314	34.497986	50.42749	214.82785	187.75816	95.09348	62.145267	190.64656	149.5706	141.19684	57.730713	41.08674	830.2007	45.333538	447.2525	65.66551	14.823134	196.32256	182.77338	219.56842	115.64538	356.5879	224.11133	145.58385	74.34215	111.36215	122.51054	42.48689	78.2453	85.44308	42.72263	35.95764	31.946644	145.15192	13.34365	666.47394	14.949402	162.41806	202.73236	167.49045	93.1464	267.0473	373.77972	110.61463	13.537718	256.28784	28.140362	57.717045	62.589584	83.37846	402.92688	68.68952	183.27342	16.211597	27.080727	16.910412	582.7569	575.8821	407.39944	33.743954	107.62878	105.63751	50.14063	160.51807	33.287712	24.911524	205.93988	24.329565	172.03682	45.724182	114.690636	20.493359	106.88255	9.873047	35.005608	69.175934	198.08063	74.70182	118.95466	134.39568	59.292896	74.11269	43.43742	31.769913	22.112127	15.457552	56.409756	35.328674	23.049368	44.71798	8.306507	25.311434	22.298422	137.67125	31.198635	7.4451323	15.016215
hsa-miR-143-3p	17188.45	8273.507	269216.97	42865.95	16660.744	56284.234	25483.266	17183.693	93636.664	29030.107	38317.44	56547.33	39080.64	78384.39	46952.324	28347.174	103030.6	24752.723	29953.64	51734.766	309156.06	15849.679	19502.97	14550.851	68126.22	87398.484	16887.445	28866.703	69891.125	46414.14	43490.688	13630.486	92197.16	34635.156	5093.758	14238.234	38217.734	70005.28	46383.406	88749.64	42081.984	19306.932	18760.86	13668.363	4031.0837	168399.14	94613.93	76774.21	19195.299	9622.86	40608.457	48070.254	115908.99	5112.665	105179.69	37029.637	23957.305	25616.725	20008.457	9035.95	5796.6357	33169.523	23983.854	16391.527	18496.248	12511.995	17320.072	49177.293	52957.863	44512.797	4936.752	8597.839	12544.827	20105.186	29362.97	46597.082	41845.27	9452.542	29194.703	4943.394	29419.365	30672.64	80743.7	4357.8423	25481.812	14263.28	28384.205	19394.152	57500.48	21417.59	28102.36	13517.406	55669.887	16550	69721.01	29607.979	79324.266	89211.336	42363.95	43151.652	13604.6455	4479.6187	52824.645	56155.89	27954.35	71734.266	48438.9	31382.156	36931.094	96184.17	46711.223	19724.28	10756.362	39208.11	91450.63	40236.65	24418.037	32041.18	41316.25	28179.781	17589.355	23150.854	20256.836	294754.84	44818.84	26137.639	60257.52	43807.645	92311.78	28828.436	12897.4375	56571.793	57760.047	134137.08	43408	44312.49	6361.7017	37086	62890.535	29724.334	21282.137	15440.258	110688.9	29787.582	33644.52	27816.895	83058.02	38027.168	20922.215	72910.07	29284.684	21183.965	150717.1	82955.445	28731.02	14473.041	10597.294	18442.947	79411.805	42134.836	52066.11	23835.8	16806.979	64925.41	30412.23	17367.725	4729.4473	49110.77	110493.21	47557.227	28601.951	43780.035	86173.09	35122.023	19134.412	24347.441	15398.249	31537.605	162101.58	120282.42	283316.03	116588.38	115044.945	101080.05	110723.94	224522.84	113260.914	72986.195	162690.2	54207.4	93786.65	85043.625	66102.94
hsa-miR-143-5p	23.292858	83.62227	544.6595	289.74615	66.52892	202.39441	100.31278	39.62014	326.00946	52.110584	80.7211	128.87787	77.27225	227.86478	183.05571	66.26203	174.68831	20.328375	69.09432	171.93854	73.721436	15.0734	51.641506	56.672813	61.9808	83.9843	57.07202	49.909798	60.29997	69.55541	44.90559	23.974758	87.78813	24.860167	36.19654	26.033205	64.817215	68.20093	147.42854	107.55224	185.73169	107.49088	20.546282	88.562904	48.544342	19.076866	63.360607	82.0401	107.76865	52.19288	146.65341	13.536964	103.88918	48.715637	117.95195	80.24982	37.57646	31.152842	17.06921	7.48009	71.0315	116.968994	23.089283	39.977386	99.22224	88.830894	183.58795	111.34434	109.23305	80.97331	30.041088	87.28163	30.973917	84.359024	52.166626	106.39151	159.39192	50.19604	78.17874	44.465416	118.667786	103.95567	95.701126	24.946754	161.08559	72.17503	26.118814	29.836338	28.063437	52.873993	30.089323	84.10586	10.012852	97.73197	51.589756	122.35454	120.60181	90.21376	60.512985	84.015	38.704533	46.012974	232.46935	50.089447	50.689793	126.292725	141.01436	94.85457	107.27312	84.3204	268.47696	94.394165	51.44499	87.254456	214.07712	73.77499	92.35568	66.51381	134.84666	37.375233	65.42109	51.226593	43.811718	113.36954	9.289395	111.274704	26.549063	29.536634	64.049126	72.575966	50.43899	68.67494	7.566982	23.624447	30.785286	70.737686	31.709414	71.2126	62.21163	69.04608	7.614967	39.094753	9.922324	92.161095	129.957	101.76112	126.8205	77.848114	114.805244	6.919584	52.078312	16.910412	154.33177	170.63171	154.3873	35.820503	57.953945	51.335083	262.1937	64.57512	37.674465	60.58029	77.67907	149.90152	123.43639	21.462372	54.26224	186.01668	255.54646	38.75171	26.042818	28.709381	136.73177	27.529005	72.69452	125.46902	69.56642	115.58051	144.37473	24.852268	363.32516	31.113276	98.99359	79.30422	55.877254	76.09469	38.763702	49.76486	34.546852	89.26425	215.2311	51.58414	52.038956
hsa-miR-144-3p	0.419691	0	2.87799	0	0.950413	2.145524	3.82144	0.880448	9.1404505	0.82064	1.373976	1.3061941	0	25.193892	1.957814	3.41557	0.934162	1.0336471	0.504338	2.286416	10.246995	1.2221689	0.92217	0	2.383876	1.482075	1.678588	1.372518	32.082676	2.819814	2.208473	0	6.0666604	0.548386	0.904913	0.964193	4.069241	0.86990994	3.428572	1.5874871	0	1.119697	1.053656	12.519364	0	15.261492	9.619102	29.962471	0	0	8.573184	1.002738	1.900411	0	1.47995	5.3499875	4.330373	2.59607	0.33469	0.831121	0	1.602316	95.45448	3.198192	0.87037	1.096678	7.246894	11.45256	0.560169	1.608741	0	0	0.392075	20.800858	0.855191	3.58623	22.770277	1.568626	8.27775	0	61.183628	7.9965906	3.220712	1.425528	2.577369	0	0.833579	45.099655	9.020391	0	4.7929893	2.768041	2.002569	0.195856	2.551141	1.819399	0	1.068522	0.747074	4.053356	7.8232555	0	5.7541933	2.555584	4.9975843	4.706562	3.78562	84.709694	2.332024	14.053399	17.563913	5.64313	0	3.1162305	0.673198	1.171032	6.424744	6.4666204	5.697746	1.142475	0	7.5726256	0.405664	10.6750965	1.786422	2.980572	0.305162	0	1.558372	0	1.334365	9.810705	1.107363	0	0.37543	11.107569	4.756412	16.785828	4.75936	0	1.692214	0.434386	2.765237	2.79276	0	0	10.870329	0	1.383196	0.395404	0.520783	0.367618	15.2274	5.687725	19.97464	0.519138	1.839808	0.59347	0	1.355401	0.258044	3.9631968	0.602163	2.354475	1.720368	7.9317455	1.233233	0.394103	164.21048	0.246826	0.84554505	1.777247	1.202919	0.138337	0	4.463325	2.935292	1.764588	24.374954	5.6365976	28.593271	27.149803	8.848591	3.9528582	2.44463	32.117886	3.876371	6.864118	9.578898	0.888202	2.566975	1.5953851	1.2945008
hsa-miR-144-5p	23.712547	14.276973	45.328342	12.14505	18.057848	34.32838	34.392956	33.45701	49.510777	29.132689	55.646027	15.674334	13.294149	337.5982	7.83126	32.78946	10.275784	7.580072	11.095437	21.26368	221.1643	19.962067	8.299528	2.98278	14.086546	17.784908	53.714844	47.41431	91.223015	38.537457	21.34856	61.88833	26.407812	17.182762	34.38671	13.498699	32.263275	6.437332	36.857132	10.318665	15.47764	118.68785	17.385315	87.17187	14.277747	150.43471	172.51651	180.4882	65.79559	16.680199	31.954596	48.131424	19.00412	37.156	8.287716	48.744324	67.88907	57.762566	11.044783	54.853996	27.946817	16.82431	1871.9215	18.3896	14.796297	31.80365	83.33927	118.97937	25.207626	28.421097	51.609047	37.064804	8.625648	127.11634	6.841525	86.06953	66.14222	49.411728	114.96874	26.09926	559.759	14.850812	40.48894	105.489136	59.923836	19.91035	29.175274	825.75323	169.88403	4.345807	90.001686	24.273588	43.1665	4.50468	21.826437	34.11372	77.380356	22.286308	20.544535	52.69362	79.056076	72.59825	25.318443	36.28929	61.041927	16.472965	42.588226	580.79407	30.316315	140.08064	222.6853	69.76961	0.871949	42.380737	29.957333	8.197221	134.91962	61.89479	45.581966	9.955846	13.877201	169.27048	14.603905	78.99572	14.291379	54.64383	11.596143	12.520965	18.85631	10.518255	13.343649	80.44779	20.855341	20.249525	22.901249	210.45923	44.789543	219.23311	26.68641	10.568277	81.22632	12.5971985	53.19016	20.480242	13.377926	8.534804	146.38712	5.887673	9.68237	5.3379645	19.268974	5.881882	76.96012	57.588207	278.81268	5.710515	22.997599	32.93754	6.789876	22.75135	5.6769743	52.08773	7.22596	25.899212	10.322208	177.76443	67.8278	9.458475	337.16586	2.961914	28.579453	43.884342	5.212648	5.533469	9.658712	24.796251	45.790554	7.940646	1137.1854	366.89124	2009.535	2309.913	466.76303	117.597534	123.27919	608.2634	243.65756	158.30376	557.1465	68.391525	96.360344	249.41199	35.469337
hsa-miR-145-3p	7.5544434	50.989193	184.19135	60.72525	11.404957	60.074665	23.883999	13.206716	84.16832	11.899266	40.875786	48.3292	25.757414	100.21571	54.818817	17.077845	28.024864	12.403754	19.164846	49.386612	64.613	7.944088	14.754718	35.367245	25.355783	32.111645	9.232239	20.463013	17.007683	30.078012	38.280174	14.496368	55.67052	19.376303	90.49135	9.641929	19.474232	20.007925	47.142845	37.305943	28.375675	31.35151	22.126764	22.720327	51.399887	32.703194	25.302423	29.605774	14.74729	51.116737	68.71537	6.016428	40.85886	40.458748	47.06238	31.505478	15.22615	19.470526	7.6978807	5.817847	80.3471	39.256725	25.623476	11.993219	13.925926	55.930565	32.61102	26.086388	36.411015	27.88485	10.78398	77.118706	12.154322	11.55603	9.4071	16.735739	52.04634	60.392113	21.154251	59.931644	36.994747	22.847404	39.56874	21.38293	29.63975	53.509075	26.396677	13.115718	21.548712	16.658926	9.319703	36.410378	8.01028	19.58557	16.440691	43.21071	80.86597	47.09127	40.71553	31.68987	4.529253	29.652805	79.40786	19.933556	11.423048	48.634476	45.42744	21.811476	30.316313	31.733482	46.418907	17.955412	14.823133	29.915812	56.54867	28.104753	21.68351	12.933242	41.783466	28.725067	24.780714	33.85409	12.981249	88.6033	10.00396	21.85753	16.78389	9.631511	30.855787	31.554768	10.941793	34.010445	15.503083	26.999367	16.143505	43.84567	5.549146	25.433075	26.516432	9.159175	5.922751	6.0814047	20.983274	17.687479	33.9226	30.856602	72.46886	63.456028	27.663918	7.710395	30.205421	5.8818817	119.34992	33.41538	41.197697	16.093271	21.157793	8.902039	132.66374	21.880028	12.386126	18.683641	9.032452	47.874302	29.246256	20.995798	48.096077	46.50416	35.951405	39.492188	24.689941	22.420658	42.102158	19.505476	9.658713	45.129177	14.382928	34.409466	83.43734	76.09407	188.33432	60.83934	134.94098	70.16323	83.46666	107.71845	104.66201	93.52363	94.06166	69.27971	120.25297	87.2144	94.75751
hsa-miR-145-5p	386.32562	3060.371	6740.972	2086.3457	733.71906	1571.9537	881.7972	496.57248	4283.8247	706.57025	2126.9148	1990.2053	690.46484	4361.9033	2665.565	876.435	977.1336	598.13666	566.8759	2641.7275	1919.0347	321.43005	877.90564	2120.7563	870.5485	941.1181	471.68347	710.5907	945.47266	954.97705	1590.0995	989.09814	3330.5967	939.20245	2530.138	386.6413	500.22614	1374.4574	2835.4282	3321.0227	1736.0753	1707.5375	929.324	793.8205	2904.0938	1037.2363	885.5847	918.8491	618.2517	2073.1875	3337.5667	243.16396	1178.889	1898.2585	1285.3358	2042.5062	586.4163	956.6519	472.91754	209.44255	4031.3284	885.279	1428.7198	384.58252	749.389	2397.3374	2595.5955	984.2839	1748.2892	1637.1625	439.06207	6134.2246	282.29404	605.536	390.82208	609.65924	3082.6614	3903.5266	677.8558	1947.7783	1669.6014	1538.7726	1747.0055	801.86005	1789.9829	2172.7173	1526.2836	371.9955	443.0014	873.5073	285.98163	1849.477	374.48047	957.3425	831.1053	2166.903	4262.195	1163.0093	1820.9929	1302.2327	303.04825	911.05695	4711.2446	728.8525	755.34924	1386.8668	2085.8765	1098.1825	1045.33	1759.8483	2070.0322	687.4357	834.4552	932.6879	2719.0488	1272.326	889.02386	1252.6769	2352.2195	1000.1545	775.14075	2198.7344	462.0514	2252.0195	224.73193	985.57605	436.68628	371.7763	1227.5305	6878.9395	373.08844	1859.4559	579.8892	945.3997	378.8092	2358.0208	322.24692	1637.3815	659.51135	403.70822	157.37599	227.61838	507.50247	899.2688	1677.0186	1731.252	4705.4023	4167.4917	1073.36	255.62924	793.6736	150.35558	9917.976	1448.9476	1528.8922	692.52985	1115.8436	473.29166	5608.4385	951.2001	409.25827	766.02924	349.8569	1628.5111	1652.8435	714.32367	2594.7217	1488.1327	1707.206	2708.9175	1302.6481	1283.9932	2951.9626	528.723	536.82104	2098.7546	639.6001	2156.327	11442.4795	2062.738	15003.838	4207.23	5079.091	5056.4473	4528.152	7272.4785	5141.1743	4790.7266	4968.624	3330.3123	12085.72	4125.1353	7587.849
hsa-miR-1468-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0.559864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.636253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.519138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1468-5p	10.282432	3.059351	10.792462	15.615064	6.652892	13.588317	14.330398	16.728506	69.31509	5.334155	10.991809	30.477875	10.801496	15.116336	15.6625185	8.880479	13.078269	4.479134	7.565071	7.545177	2.27711	33.609608	6.455189	2.556669	7.585064	8.892454	52.87555	12.2279	13.528838	13.159131	3.312708	7.8057356	8.564695	16.268784	9.049134	0.964193	6.975844	14.26652	15.428567	31.749735	5.159213	2.239394	99.043594	2.7820811	14.277746	11.446119	21.538424	18.904892	14.747288	12.375631	38.839127	10.528749	56.062153	4.128444	1.331954	8.322202	3.2128572	11.682318	11.379473	13.297938	2.328901	62.490288	234.83492	0	4.351852	7.6767435	4.831263	29.267653	6.161864	20.37739	17.716537	4.782555	4.312824	8.089222	4.275953	7.17246	5.421494	4.705879	6.43825	3.866557	15.36705	105.09806	3.680813	8.553173	4.510396	4.977588	3.056457	8.13021	12.528321	45.630978	5.5918207	47.269615	20.915728	3.917113	4.8188233	6.367894	1.742801	13.356521	6.723666	25.79408	29.646027	2.045021	8.055869	6.644518	9.995171	1.568854	3.78562	40.5795	4.664048	15.413403	51.437164	16.416378	8.719491	10.283561	9.761377	0	12.849486	5.5428166	9.496243	3.5906332	1.982457	3.563589	6.084961	7.6860695	8.217543	69.54669	5.187748	18.94197	2.960909	62.05771	5.8712053	9.810706	20.301657	13.499683	15.392644	2.923044	13.8728695	26.959057	3.739497	4.227312	71.07303	8.253337	27.001734	15.825642	5.2556143	5.252187	18.841906	4.252208	8.299175	24.317398	7.290964	0.735235	5.350168	14.219311	14.98098	16.093271	3.679616	59.050182	9.401368	43.46961	9.805683	6.794051	7.22596	21.97509	4.731012	2.799439	1.233233	10.246681	9.716596	30.606447	8.793678	21.46368	2.004865	31.402433	24.909307	6.447025	22.895273	6.176058	13.124975	7.173851	9.149847	22.988153	13.825919	7.4116096	9.429286	4.447093	14.9517145	15.01526	12.719523	17.319933	14.809479	24.462582	19.67642
hsa-miR-1469	0	0	0	0	0	0.715175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
