ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0045061	GO:0045061	thymic T cell selection	8/461	19/17653	1.19536050519334e-08	2.33222464523893e-07	1.6796622193915e-07	CCR7/CD3E/CD3D/CD74/CD28/DOCK2/CARD11/ZAP70	8
GO:0070372	GO:0070372	regulation of ERK1 and ERK2 cascade	28/461	311/17653	1.34430898402731e-08	2.61171893718865e-07	1.8809532929945e-07	CCR7/SLAMF1/CCL5/SCIMP/CD74/TBC1D10C/PTPN6/PTPN22/ARRB2/CD4/CCL23/CCL4/LGALS9/C5AR1/GPR183/HAVCR2/C5AR2/CSF1R/PYCARD/GPNMB/NOD2/SYK/FLT3/TRPV4/CCL22/TGFB1/GPR55/CCL3	28
GO:0032418	GO:0032418	lysosome localization	13/461	67/17653	1.55980101718043e-08	3.01758973154948e-07	2.17326040013103e-07	STXBP2/FGR/FCER1G/RAC2/LGALS9/CD84/ADGRE2/BTK/SYK/MILR1/VAMP8/IL4R/CD300A	13
GO:0050730	GO:0050730	regulation of peptidyl-tyrosine phosphorylation	24/461	237/17653	1.56719627394346e-08	3.01915752774403e-07	2.17438952293704e-07	CD3E/CCL5/CD74/HCLS1/CD80/PTPN6/ARRB2/CD4/ITGB2/IL15/TEC/CSF1R/SAMSN1/IGF1/SYK/FLT3/RAP2B/NCF1/IL18/CD40/TGFB1/AREG/PRKCD/CD300A	24
GO:0030183	GO:0030183	B cell differentiation	17/461	121/17653	1.65848377689767e-08	3.18165193183089e-07	2.29141757680158e-07	IKZF3/CD27/CMTM7/PTPN6/IL10/CD40LG/GPR183/NCKAP1L/BTK/NFAM1/CD79A/SYK/FLT3/CARD11/FCRL3/PLCG2/LYL1	17
GO:0042832	GO:0042832	defense response to protozoan	8/461	20/17653	1.94692657512831e-08	3.71944097790138e-07	2.67873187113049e-07	IL10/IRF4/CLEC7A/SLC11A1/BATF/CD40/IL4R/IRF8	8
GO:0002712	GO:0002712	regulation of B cell mediated immunity	11/461	46/17653	2.00056044791008e-08	3.79031803870566e-07	2.72977734888817e-07	PTPN6/FOXP3/FCER1G/IL10/CD28/BTK/TNFSF13/CD40/CR1/TGFB1/C4BPB	11
GO:0002889	GO:0002889	regulation of immunoglobulin mediated immune response	11/461	46/17653	2.00056044791008e-08	3.79031803870566e-07	2.72977734888817e-07	PTPN6/FOXP3/FCER1G/IL10/CD28/BTK/TNFSF13/CD40/CR1/TGFB1/C4BPB	11
GO:0045577	GO:0045577	regulation of B cell differentiation	9/461	28/17653	2.32191444649287e-08	4.38106079718923e-07	3.15522877134423e-07	IKZF3/CD27/PTPN6/NCKAP1L/BTK/NFAM1/SYK/CARD11/FCRL3	9
GO:0042269	GO:0042269	regulation of natural killer cell mediated cytotoxicity	10/461	37/17653	2.47785599733679e-08	4.65613514253655e-07	3.35333661071851e-07	SLAMF6/SH2D1A/CRTAM/ARRB2/LGALS9/VAV1/HAVCR2/LILRB1/IL18RAP/LAG3	10
GO:0071622	GO:0071622	regulation of granulocyte chemotaxis	11/461	47/17653	2.55104113883554e-08	4.77409127410651e-07	3.43828831472699e-07	CCR7/CCL5/CD74/C3AR1/RAC2/CMKLR1/C5AR1/NCKAP1L/C5AR2/TRPV4/MPP1	11
GO:0032637	GO:0032637	interleukin-8 production	13/461	70/17653	2.71736360246786e-08	5.06467972248584e-07	3.6475693713914e-07	CD2/TLR8/PTPN22/TLR5/LGALS9/IL10/TLR2/C5AR2/PYCARD/NOD2/TLR1/TLR7/CD14	13
GO:0001562	GO:0001562	response to protozoan	8/461	21/17653	3.07347732407218e-08	5.6822151334157e-07	4.09231679355451e-07	IL10/IRF4/CLEC7A/SLC11A1/BATF/CD40/IL4R/IRF8	8
GO:0043302	GO:0043302	positive regulation of leukocyte degranulation	8/461	21/17653	3.07347732407218e-08	5.6822151334157e-07	4.09231679355451e-07	FGR/FCER1G/ITGB2/SYK/VAMP8/PTAFR/IL4R/ITGAM	8
GO:0030168	GO:0030168	platelet activation	19/461	158/17653	3.22227865074894e-08	5.93339261593731e-07	4.27321417349374e-07	LCK/PIK3R5/FERMT3/PTPN6/LCP2/ARRB2/FCER1G/RAC2/PLEK/VAV1/CD40LG/TEC/SYK/RAP2B/RHOG/CD40/PLCG2/PRKCD/CLEC1B	19
GO:0002820	GO:0002820	negative regulation of adaptive immune response	10/461	38/17653	3.28498638271061e-08	5.98495246360637e-07	4.3103474438003e-07	IL7R/PTPN6/FOXP3/PTPRC/HAVCR2/SAMSN1/LILRB1/CR1/IL4R/C4BPB	10
GO:0032743	GO:0032743	positive regulation of interleukin-2 production	9/461	29/17653	3.28943952198213e-08	5.98495246360637e-07	4.3103474438003e-07	CD3E/CD80/CCR2/CD4/CD28/CD86/IRF4/SASH3/CARD11	9
GO:0045589	GO:0045589	regulation of regulatory T cell differentiation	9/461	29/17653	3.28943952198213e-08	5.98495246360637e-07	4.3103474438003e-07	CTLA4/LILRB2/FOXP3/LGALS9/CD28/LILRB4/IL2RA/CR1/TGFB1	9
GO:0001776	GO:0001776	leukocyte homeostasis	14/461	84/17653	3.36897692618809e-08	6.10543842157012e-07	4.39712112230166e-07	SIT1/CD74/RIPK3/FOXP3/CCR2/FCER1G/LGALS9/GPR183/NCKAP1L/CORO1A/FLT3/IL2RA/TGFB1/GPR174	14
GO:0030100	GO:0030100	regulation of endocytosis	23/461	229/17653	3.65228853421343e-08	6.59281217691676e-07	4.74812645330606e-07	SIRPG/FGR/ARRB2/FCER1G/CD300LF/TLR2/HCK/NCKAP1L/SLC11A1/DOCK2/PPARG/DAB2/LILRB1/PYCARD/SYK/C2/CYBA/APOC1/TGFB1/CD14/C4BPB/PLCG2/CD300A	23
GO:0034121	GO:0034121	regulation of toll-like receptor signaling pathway	12/461	60/17653	3.91731266614209e-08	7.04348179382804e-07	5.07269755776584e-07	PTPN22/ARRB2/TLR5/CD300LF/IRF4/TLR2/GFI1/CYBA/TLR1/CD14/FCRL3/CD300A	12
GO:0045622	GO:0045622	regulation of T-helper cell differentiation	9/461	30/17653	4.59127867339019e-08	8.2230518427711e-07	5.92222088751029e-07	IL12RB1/CD80/FOXP3/CD86/IRF4/IL27/IL18/IL4R/NLRP3	9
GO:0030099	GO:0030099	myeloid cell differentiation	31/461	394/17653	5.20476298622371e-08	9.28554019137576e-07	6.68742227638082e-07	CCR7/GPR171/C1QC/CD74/HCLS1/SPI1/PTPN6/LILRB3/EVI2B/CD4/TYROBP/RASGRP4/IKZF1/MAFB/IRF4/TLR2/GPR183/NCKAP1L/LILRB4/BATF/CSF3R/PPARG/CSF1R/LILRB1/CEBPB/TGFB1/CEBPE/IRF8/GPR55/CCL3/CLEC1B	31
GO:0097028	GO:0097028	dendritic cell differentiation	10/461	40/17653	5.62092742298956e-08	9.98912877302603e-07	7.19414497181488e-07	CCR7/SPI1/LILRB2/TRPM2/LGALS9/IRF4/BATF/LILRB1/FLT3/TGFB1	10
GO:0045060	GO:0045060	negative thymic T cell selection	6/461	10/17653	5.90062136824418e-08	1.04456945843241e-06	7.52296250037878e-07	CCR7/CD3E/CD74/CD28/DOCK2/ZAP70	6
GO:0045066	GO:0045066	regulatory T cell differentiation	9/461	31/17653	6.32098211379307e-08	1.11041007631192e-06	7.99714494493602e-07	CTLA4/LILRB2/FOXP3/LGALS9/CD28/LILRB4/IL2RA/CR1/TGFB1	9
GO:0050869	GO:0050869	negative regulation of B cell activation	9/461	31/17653	6.32098211379307e-08	1.11041007631192e-06	7.99714494493602e-07	SLA2/CTLA4/TBC1D10C/FOXP3/IL10/BTK/SAMSN1/MNDA/CD300A	9
GO:0072678	GO:0072678	T cell migration	11/461	51/17653	6.34864423077682e-08	1.11101274038594e-06	8.00148531616991e-07	CXCR3/CCL5/RIPK3/CCR2/GPR183/PYCARD/SPN/CXCL9/MYO1G/CCL3/ZAP70	11
GO:0032660	GO:0032660	regulation of interleukin-17 production	8/461	23/17653	7.07258230361807e-08	1.23299581224672e-06	8.88000427714624e-07	SLAMF6/LY9/FOXP3/NCKAP1L/IL15/NOD2/IL18/TGFB1	8
GO:0043373	GO:0043373	CD4-positive, alpha-beta T cell lineage commitment	7/461	16/17653	7.38515230708632e-08	1.28261073212086e-06	9.23732966001985e-07	SLAMF6/LY9/IL12RB1/FOXP3/IRF4/BATF/SPN	7
GO:0048872	GO:0048872	homeostasis of number of cells	23/461	238/17653	7.46123001517346e-08	1.28608043682595e-06	9.2623183844872e-07	CCR7/CCR4/SIT1/CD74/HCLS1/IL7R/SPI1/RIPK3/FOXP3/CCR2/FCER1G/IKZF1/LGALS9/MAFB/GPR183/SASH3/NCKAP1L/CORO1A/FLT3/IL2RA/CARD11/TGFB1/GPR174	23
GO:0050714	GO:0050714	positive regulation of protein secretion	23/461	238/17653	7.46123001517346e-08	1.28608043682595e-06	9.2623183844872e-07	CD2/TLR8/CRTAM/PTPN22/FGR/LGALS9/IL10/PTGER4/ALOX15B/TLR2/HAVCR2/CSF1R/IGF1/PYCARD/NOD2/SYK/TRPV4/TLR1/TGFB1/IL4R/CD14/NLRP3/CCL3	23
GO:0050871	GO:0050871	positive regulation of B cell activation	16/461	119/17653	8.23513266884302e-08	1.4141604227208e-06	1.01847471642659e-06	CD27/CD74/CD28/IGLL5/GPR183/SASH3/PTPRC/NCKAP1L/BTK/TNFSF13/NOD2/SYK/CD40/CARD11/TGFB1/FCRL3	16
GO:0042116	GO:0042116	macrophage activation	12/461	65/17653	1.00177534518091e-07	1.71385819315466e-06	1.23431628351631e-06	TLR8/CD74/TYROBP/IL10/TLR2/HAVCR2/SLC11A1/SYK/TLR1/IL4R/TLR7/ITGAM	12
GO:2000482	GO:2000482	regulation of interleukin-8 secretion	8/461	24/17653	1.03676796823384e-07	1.76713053321642e-06	1.2726828864604e-06	CD2/PTPN22/LGALS9/TLR2/C5AR2/PYCARD/TLR1/CD14	8
GO:1903305	GO:1903305	regulation of regulated secretory pathway	16/461	122/17653	1.17300720277369e-07	1.99194000915458e-06	1.43459009555597e-06	STXBP2/FGR/CCR2/FCER1G/ITGB2/RAC2/LGALS9/SYTL1/CD84/ADGRE2/SYK/VAMP8/PTAFR/IL4R/ITGAM/CD300A	16
GO:0042095	GO:0042095	interferon-gamma biosynthetic process	7/461	17/17653	1.22729418094364e-07	2.07643683381055e-06	1.4954444923753e-06	EBI3/TLR8/FOXP3/IL27/LILRB1/IL18/TLR7	7
GO:0051047	GO:0051047	positive regulation of secretion	30/461	388/17653	1.25823256017497e-07	2.12095451779494e-06	1.52750601442294e-06	CD2/TLR8/CRTAM/PTPN22/FGR/FCER1G/ITGB2/LGALS9/IL10/PTGER4/ALOX15B/TLR2/HAVCR2/CSF1R/IGF1/PYCARD/NOD2/SYK/TRPV4/CYBA/VAMP8/TLR1/TGFB1/PTAFR/P2RX4/IL4R/CD14/NLRP3/CCL3/ITGAM	30
GO:0006959	GO:0006959	humoral immune response	27/461	329/17653	1.65333543006915e-07	2.77675565819305e-06	1.99981231699515e-06	PDCD1/CCR7/SH2D1A/C1QB/EBI3/C1QC/C1QA/RNASE6/C3AR1/PTPN6/CFD/LYZ/CCR2/CD28/IGLL5/C5AR1/HLA-DQB1/GPR183/JCHAIN/VSIG4/SLC11A1/C5AR2/C2/CR1/CD55/C4BPB/LY86	27
GO:0002637	GO:0002637	regulation of immunoglobulin production	11/461	56/17653	1.76457604960221e-07	2.95276685672487e-06	2.12657513161819e-06	FOXP3/IL10/CD28/CD40LG/MZB1/SASH3/TNFSF13/CD40/TGFB1/IL4R/FCRL3	11
GO:0009615	GO:0009615	response to virus	26/461	310/17653	1.83582899576754e-07	3.06082761657969e-06	2.20440021424795e-06	CCL5/IL12RB1/RNASE6/APOBEC3H/TLR8/FGR/FOXP3/CCL4/LGALS9/PTPRC/IL27/IL15/LILRB1/PYCARD/IFITM2/IL2RA/CXCL9/CCL22/CD40/ISG20/TLR7/IRF5/IFITM1/NLRP3/APOBEC3D/SAMHD1	26
GO:0032757	GO:0032757	positive regulation of interleukin-8 production	10/461	45/17653	1.88193827222997e-07	3.1263358616574e-06	2.25157908466263e-06	CD2/TLR8/TLR5/LGALS9/TLR2/PYCARD/NOD2/TLR1/TLR7/CD14	10
GO:0032612	GO:0032612	interleukin-1 production	13/461	82/17653	1.9208292087896e-07	3.17942307664271e-06	2.28981236100056e-06	CCR7/TLR8/ARRB2/LGALS9/IL10/ACP5/HAVCR2/PYCARD/NOD2/GBP5/NLRC4/NLRP3/CCL3	13
GO:0002363	GO:0002363	alpha-beta T cell lineage commitment	7/461	18/17653	1.96323409047758e-07	3.22631838883143e-06	2.32358624479463e-06	SLAMF6/LY9/IL12RB1/FOXP3/IRF4/BATF/SPN	7
GO:0032928	GO:0032928	regulation of superoxide anion generation	7/461	18/17653	1.96323409047758e-07	3.22631838883143e-06	2.32358624479463e-06	ITGB2/ACP5/SYK/CYBA/TGFB1/PRKCD/ITGAM	7
GO:0002823	GO:0002823	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	9/461	35/17653	2.01749217226245e-07	3.30364343207977e-06	2.37927554300275e-06	IL7R/PTPN6/FOXP3/PTPRC/HAVCR2/LILRB1/CR1/IL4R/C4BPB	9
GO:0032620	GO:0032620	interleukin-17 production	8/461	26/17653	2.1033231201516e-07	3.4319346996068e-06	2.47167058547128e-06	SLAMF6/LY9/FOXP3/NCKAP1L/IL15/NOD2/IL18/TGFB1	8
GO:0002532	GO:0002532	production of molecular mediator involved in inflammatory response	11/461	57/17653	2.13571015472107e-07	3.47242236148798e-06	2.50082969591638e-06	CD96/CD6/GPSM3/FCER1G/ALOX5/BTK/NOD2/SYK/VAMP8/GBP5/IL4R	11
GO:0070227	GO:0070227	lymphocyte apoptotic process	12/461	70/17653	2.35109689616505e-07	3.80910928230274e-06	2.74331075442432e-06	PDCD1/CD3G/CD27/CCL5/FASLG/CD74/RIPK3/HSH2D/LGALS9/IL10/BTK/IL2RA	12
GO:0002430	GO:0002430	complement receptor mediated signaling pathway	6/461	12/17653	2.48300048385286e-07	4.00864690791034e-06	2.88701724160357e-06	FPR3/C3AR1/C5AR1/C5AR2/FPR1/CR1	6
GO:0002755	GO:0002755	MyD88-dependent toll-like receptor signaling pathway	9/461	36/17653	2.62828935675867e-07	4.21353381144702e-06	3.03457626505408e-06	TLR8/TLR5/CD300LF/TLR2/BTK/TLR1/TLR7/CD14/CD300A	9
GO:0050850	GO:0050850	positive regulation of calcium-mediated signaling	9/461	36/17653	2.62828935675867e-07	4.21353381144702e-06	3.03457626505408e-06	CD3E/TRAT1/CD4/CCL4/IGF1/SYK/P2RX4/CCL3/ZAP70	9
GO:0002377	GO:0002377	immunoglobulin production	17/461	146/17653	2.73773641465451e-07	4.37370085755782e-06	3.14992816166191e-06	IL7R/FOXP3/IL10/CD28/CD40LG/MZB1/HLA-DQB1/SASH3/PTPRC/BTK/BATF/TNFSF13/CD40/CARD11/TGFB1/IL4R/FCRL3	17
GO:0042533	GO:0042533	tumor necrosis factor biosynthetic process	7/461	19/17653	3.03872461378654e-07	4.82095237169941e-06	3.47203755725674e-06	CCR2/IL10/LILRB1/SPN/CYBB/TNFRSF8/TLR1	7
GO:0042534	GO:0042534	regulation of tumor necrosis factor biosynthetic process	7/461	19/17653	3.03872461378654e-07	4.82095237169941e-06	3.47203755725674e-06	CCR2/IL10/LILRB1/SPN/CYBB/TNFRSF8/TLR1	7
GO:1903532	GO:1903532	positive regulation of secretion by cell	28/461	361/17653	3.12520380883907e-07	4.94105498742315e-06	3.55853515365814e-06	CD2/TLR8/CRTAM/PTPN22/FGR/FCER1G/ITGB2/LGALS9/IL10/PTGER4/ALOX15B/TLR2/HAVCR2/CSF1R/IGF1/PYCARD/NOD2/SYK/TRPV4/VAMP8/TLR1/TGFB1/PTAFR/IL4R/CD14/NLRP3/CCL3/ITGAM	28
GO:0042092	GO:0042092	type 2 immune response	9/461	37/17653	3.39345127865954e-07	5.34672649919381e-06	3.85069873798335e-06	CD74/CCR2/IL10/CD86/BATF/NOD2/IL18/IL4R/NLRP3	9
GO:0002793	GO:0002793	positive regulation of peptide secretion	23/461	259/17653	3.44761377171397e-07	5.41346203537964e-06	3.89876150031245e-06	CD2/TLR8/CRTAM/PTPN22/FGR/LGALS9/IL10/PTGER4/ALOX15B/TLR2/HAVCR2/CSF1R/IGF1/PYCARD/NOD2/SYK/TRPV4/TLR1/TGFB1/IL4R/CD14/NLRP3/CCL3	23
GO:0002381	GO:0002381	immunoglobulin production involved in immunoglobulin mediated immune response	10/461	48/17653	3.59714258305844e-07	5.628975680315e-06	4.05397387571558e-06	FOXP3/IL10/CD28/CD40LG/HLA-DQB1/BTK/BATF/TNFSF13/CD40/TGFB1	10
GO:0031532	GO:0031532	actin cytoskeleton reorganization	14/461	101/17653	3.63291835642843e-07	5.66562267490624e-06	4.08036694740995e-06	HCLS1/PARVG/RHOH/RAC2/TRPM2/PLEK/CASS4/HCK/CSF1R/GPR65/TRPV4/RHOG/TGFB1/ARHGDIB	14
GO:0072606	GO:0072606	interleukin-8 secretion	8/461	28/17653	3.99656880789383e-07	6.21161626582821e-06	4.47359013393861e-06	CD2/PTPN22/LGALS9/TLR2/C5AR2/PYCARD/TLR1/CD14	8
GO:0032755	GO:0032755	positive regulation of interleukin-6 production	12/461	74/17653	4.41216609125531e-07	6.81590196424435e-06	4.90879514706642e-06	TLR8/LILRB2/FCER1G/LGALS9/TLR2/PYCARD/NOD2/TRPV4/CYBA/TLR1/PTAFR/TLR7	12
GO:2000107	GO:2000107	negative regulation of leukocyte apoptotic process	10/461	49/17653	4.41509898229133e-07	6.81590196424435e-06	4.90879514706642e-06	CCR7/CD27/CCL5/CD74/HCLS1/CCR5/HSH2D/FCER1G/LILRB1/NOD2	10
GO:0032740	GO:0032740	positive regulation of interleukin-17 production	6/461	13/17653	4.50963772250073e-07	6.91528058784811e-06	4.98036737739299e-06	SLAMF6/LY9/IL15/NOD2/IL18/TGFB1	6
GO:0046629	GO:0046629	gamma-delta T cell activation	6/461	13/17653	4.50963772250073e-07	6.91528058784811e-06	4.98036737739299e-06	JAML/NCKAP1L/GPR18/LILRB1/NOD2/SYK	6
GO:0043369	GO:0043369	CD4-positive or CD8-positive, alpha-beta T cell lineage commitment	7/461	20/17653	4.57012643639548e-07	6.96147166474196e-06	5.01363407273042e-06	SLAMF6/LY9/IL12RB1/FOXP3/IRF4/BATF/SPN	7
GO:0072539	GO:0072539	T-helper 17 cell differentiation	7/461	20/17653	4.57012643639548e-07	6.96147166474196e-06	5.01363407273042e-06	SLAMF6/LY9/IL12RB1/FOXP3/IRF4/BATF/NLRP3	7
GO:0002399	GO:0002399	MHC class II protein complex assembly	4/461	4/17653	4.59209068497483e-07	6.97176681808265e-06	5.0210486158125e-06	HLA-DMA/HLA-DRA/HLA-DRB1/HLA-DMB	4
GO:0043087	GO:0043087	regulation of GTPase activity	33/461	482/17653	4.93337901705871e-07	7.46519564132481e-06	5.37641479121528e-06	CCR7/CCL5/TBC1D10C/ARHGAP9/ARRB2/FGD2/RHOH/CCL23/CCL4/VAV1/RASAL3/FGD3/ARHGAP30/ARHGAP4/NCKAP1L/RASGEF1B/GMIP/DOCK2/ARHGAP45/ARHGAP15/PYCARD/ADAP2/GPR65/RHOG/CCL22/CD40/RGS19/ADGRB3/ARHGDIB/TBC1D22A/CCL3/TBC1D2/SMAP2	33
GO:0038094	GO:0038094	Fc-gamma receptor signaling pathway	16/461	136/17653	5.32907739731585e-07	8.03744074562275e-06	5.78854425047777e-06	CD3G/CD247/WAS/FGR/FCER1G/VAV1/FCGR2A/ARPC1B/HCK/NCKAP1L/FCGR3A/SYK/MYO1G/PLCG2/PRKCD/CLEC4D	16
GO:0043029	GO:0043029	T cell homeostasis	9/461	39/17653	5.51857070772693e-07	8.29594973604197e-06	5.97472176363741e-06	SIT1/RIPK3/FOXP3/LGALS9/NCKAP1L/CORO1A/IL2RA/TGFB1/GPR174	9
GO:0002291	GO:0002291	T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	5/461	8/17653	6.23807917482886e-07	9.34692582241513e-06	6.73163205071831e-06	LGALS9/HLA-DMB/HAVCR2/ITGAL/LILRB1	5
GO:0050766	GO:0050766	positive regulation of phagocytosis	10/461	52/17653	7.92420475589398e-07	1.18346836500892e-05	8.52330886996037e-06	SIRPG/FCER1G/CD300LF/NCKAP1L/SLC11A1/DOCK2/PPARG/PYCARD/C2/CYBA	10
GO:0050848	GO:0050848	regulation of calcium-mediated signaling	12/461	79/17653	9.1498952410207e-07	1.3576786304233e-05	9.77796674197989e-06	SLA2/CD3E/TRAT1/CD4/CCL4/PLEK/CMKLR1/IGF1/SYK/P2RX4/CCL3/ZAP70	12
GO:0071674	GO:0071674	mononuclear cell migration	12/461	79/17653	9.1498952410207e-07	1.3576786304233e-05	9.77796674197989e-06	CCL5/C3AR1/JAML/CCR2/CCL23/CCL4/CMKLR1/C5AR1/TRPV4/CCL22/TGFB1/CCL3	12
GO:0038083	GO:0038083	peptidyl-tyrosine autophosphorylation	10/461	53/17653	9.54161125170944e-07	1.40752591103344e-05	1.01369655809262e-05	LCK/SLA2/GRAP2/FGR/HCK/BTK/SLA/TEC/SYK/ZAP70	10
GO:0002825	GO:0002825	regulation of T-helper 1 type immune response	7/461	22/17653	9.60862835667324e-07	1.40752591103344e-05	1.01369655809262e-05	IL12RB1/CD80/CCR2/IL27/HAVCR2/SLC11A1/IL4R	7
GO:0009595	GO:0009595	detection of biotic stimulus	7/461	22/17653	9.60862835667324e-07	1.40752591103344e-05	1.01369655809262e-05	CRTAM/CD1D/TLR2/NOD2/TLR1/NLRC4/NLRP3	7
GO:0072538	GO:0072538	T-helper 17 type immune response	7/461	22/17653	9.60862835667324e-07	1.40752591103344e-05	1.01369655809262e-05	SLAMF6/LY9/IL12RB1/FOXP3/IRF4/BATF/NLRP3	7
GO:0002526	GO:0002526	acute inflammatory response	20/461	215/17653	9.72740930365241e-07	1.42038763239638e-05	1.02295953689432e-05	CCR7/CD6/C1QB/C1QC/C1QA/C3AR1/FCER1G/C5AR1/BTK/VNN1/PPARG/C5AR2/SERPINA1/CD163/C2/CEBPB/CR1/CD55/NLRP3/C4BPB	20
GO:0002718	GO:0002718	regulation of cytokine production involved in immune response	11/461	66/17653	1.0062219543184e-06	1.45997710776895e-05	1.05147177571513e-05	CD96/CD74/FOXP3/FCER1G/IL10/SASH3/BTK/LILRB1/NOD2/TGFB1/NLRP3	11
GO:0006801	GO:0006801	superoxide metabolic process	11/461	66/17653	1.0062219543184e-06	1.45997710776895e-05	1.05147177571513e-05	ITGB2/NRROS/ACP5/NCF2/SYK/NCF1/CYBB/CYBA/TGFB1/PRKCD/ITGAM	11
GO:0050731	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	18/461	179/17653	1.1011408417819e-06	1.59265954560567e-05	1.14702932780003e-05	CD3E/CCL5/CD74/HCLS1/CD80/ARRB2/CD4/IL15/TEC/CSF1R/IGF1/SYK/FLT3/NCF1/IL18/CD40/TGFB1/AREG	18
GO:0032611	GO:0032611	interleukin-1 beta production	11/461	67/17653	1.17592778819934e-06	1.69548078896038e-05	1.2210809240587e-05	CCR7/TLR8/ARRB2/LGALS9/ACP5/PYCARD/NOD2/GBP5/NLRC4/NLRP3/CCL3	11
GO:0032602	GO:0032602	chemokine production	12/461	81/17653	1.20540800672443e-06	1.73253784038606e-05	1.24776931763556e-05	CD74/LGALS9/IL10/ALOX15B/TLR2/HAVCR2/CSF1R/PYCARD/IL18/TRPV4/IL4R/TLR7	12
GO:0032735	GO:0032735	positive regulation of interleukin-12 production	8/461	32/17653	1.23383074247847e-06	1.76784811070744e-05	1.27319968393255e-05	CCR7/LTB/LGALS9/CD40LG/TLR2/CD40/IRF5/IRF8	8
GO:0001911	GO:0001911	negative regulation of leukocyte mediated cytotoxicity	6/461	15/17653	1.257999097974e-06	1.78022403216383e-05	1.28211279088514e-05	IL7R/ARRB2/LGALS9/PTPRC/HAVCR2/LILRB1	6
GO:0002295	GO:0002295	T-helper cell lineage commitment	6/461	15/17653	1.257999097974e-06	1.78022403216383e-05	1.28211279088514e-05	SLAMF6/LY9/IL12RB1/IRF4/BATF/SPN	6
GO:0002830	GO:0002830	positive regulation of type 2 immune response	6/461	15/17653	1.257999097974e-06	1.78022403216383e-05	1.28211279088514e-05	CD74/CD86/NOD2/IL18/IL4R/NLRP3	6
GO:2000484	GO:2000484	positive regulation of interleukin-8 secretion	6/461	15/17653	1.257999097974e-06	1.78022403216383e-05	1.28211279088514e-05	CD2/LGALS9/TLR2/PYCARD/TLR1/CD14	6
GO:0002407	GO:0002407	dendritic cell chemotaxis	7/461	23/17653	1.35029777869345e-06	1.90495855855676e-05	1.37194627749356e-05	CCR7/CCL5/CCR5/CCR2/TRPM2/LGALS9/GPR183	7
GO:0032722	GO:0032722	positive regulation of chemokine production	10/461	55/17653	1.36595299218587e-06	1.91399196913912e-05	1.37845211667094e-05	CD74/LGALS9/ALOX15B/TLR2/HAVCR2/CSF1R/PYCARD/TRPV4/IL4R/TLR7	10
GO:0070228	GO:0070228	regulation of lymphocyte apoptotic process	10/461	55/17653	1.36595299218587e-06	1.91399196913912e-05	1.37845211667094e-05	PDCD1/CD3G/CD27/CCL5/CD74/RIPK3/HSH2D/LGALS9/IL10/BTK	10
GO:0002579	GO:0002579	positive regulation of antigen processing and presentation	5/461	9/17653	1.37339881755021e-06	1.91399196913912e-05	1.37845211667094e-05	CCR7/CD74/SLC11A1/PYCARD/NOD2	5
GO:0032621	GO:0032621	interleukin-18 production	5/461	9/17653	1.37339881755021e-06	1.91399196913912e-05	1.37845211667094e-05	IL10/CD84/TLR2/GBP5/NLRP3	5
GO:0043900	GO:0043900	regulation of multi-organism process	28/461	391/17653	1.54152295362652e-06	2.14178264920533e-05	1.54250638134813e-05	CCL5/IL12RB1/APOBEC3H/CD74/CD4/CCL4/LGALS9/IL10/CD28/IL27/IL15/HAVCR2/LILRB1/IGF1/PYCARD/IFITM2/IL2RA/CYBA/ISG20/CD55/ARHGDIB/PTAFR/IFITM1/IRF8/PLB1/CCL3/APOBEC3D/LY86	28
GO:0014068	GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	11/461	69/17653	1.59235781999454e-06	2.20572827935799e-05	1.58855986049384e-05	CCL5/HCLS1/PTPN6/FGR/CD28/HCST/IGF1/FLT3/NCF1/IL18/PIK3AP1	11
GO:0050702	GO:0050702	interleukin-1 beta secretion	9/461	44/17653	1.64417132283486e-06	2.27064021542103e-05	1.63530927068261e-05	CCR7/TLR8/LGALS9/PYCARD/NOD2/GBP5/NLRC4/NLRP3/CCL3	9
GO:0045807	GO:0045807	positive regulation of endocytosis	15/461	131/17653	1.70530327917572e-06	2.34799265315936e-05	1.6910182983323e-05	SIRPG/ARRB2/FCER1G/CD300LF/NCKAP1L/SLC11A1/DOCK2/PPARG/DAB2/PYCARD/SYK/C2/CYBA/CD14/PLCG2	15
GO:0051607	GO:0051607	defense response to virus	20/461	224/17653	1.84788373762535e-06	2.53669069970427e-05	1.82691814841813e-05	IL12RB1/RNASE6/APOBEC3H/TLR8/PTPRC/IL27/IL15/LILRB1/PYCARD/IFITM2/IL2RA/CXCL9/CD40/ISG20/TLR7/IRF5/IFITM1/NLRP3/APOBEC3D/SAMHD1	20
GO:0002643	GO:0002643	regulation of tolerance induction	6/461	16/17653	1.96848764291589e-06	2.68616542939564e-05	1.93456946611126e-05	PDCD1/CD3E/LILRB2/FOXP3/HAVCR2/IL2RA	6
GO:0045072	GO:0045072	regulation of interferon-gamma biosynthetic process	6/461	16/17653	1.96848764291589e-06	2.68616542939564e-05	1.93456946611126e-05	EBI3/TLR8/FOXP3/IL27/LILRB1/TLR7	6
