Rank	Score	Type	ID	Name	Description
4748	-5.3	cp	BRD-K18779551	bifemelane	Acetylcholine release stimulant
4753	-5.33	cp	BRD-A03816571	CP-55940	Cannabinoid receptor agonist
4757	-5.36	cp	BRD-K52989797	clomipramine	Serotonin transporter inhibitor (SERT)
4761	-5.38	cp	BRD-K31792052	pifithrin	Interleukin receptor antagonist
4762	-5.38	cp	BRD-K77925998	quipazine	Serotonin receptor agonist
4763	-5.39	cp	BRD-K36638830	anabasine	Acetylcholine receptor agonist
4765	-5.41	cp	BRD-K10065684	dantron	Laxative
4767	-5.42	cp	BRD-K95202259	ML-3163	p38 MAPK inhibitor
4776	-5.47	cp	BRD-A80213327	NSC-23766	Ras GTPase inhibitor
4778	-5.5	cp	BRD-K54472332	elvitegravir	HIV integrase inhibitor
4779	-5.5	cp	BRD-A16332958	modafinil	Adrenergic receptor agonist
4790	-5.57	cp	BRD-K69556541	ryanodine	Calcium channel blocker
4792	-5.6	cp	BRD-K18250272	propoxycaine	Local anesthetic
4796	-5.64	cp	BRD-A02713983	dihydrodeoxygedunin	Growth factor receptor activator
4800	-5.67	cp	BRD-A12016240	LY-278584	Serotonin receptor antagonist
4801	-5.67	cp	BRD-K67017579	cilostazol	Phosphodiesterase inhibitor
4803	-5.69	cp	BRD-K00532621	midazolam	Benzodiazepine receptor agonist
4805	-5.69	cp	BRD-K30649484	mafenide	Carbonic anhydrase inhibitor
4811	-5.74	cp	BRD-K89152108	liothyronine	Thyroid hormone stimulant
4814	-5.76	cp	BRD-K09631521	thiotepa	Cytochrome P450 inhibitor
4816	-5.78	cp	BRD-K29582677	flunarizine	Calcium channel blocker
4819	-5.81	cp	BRD-K09397065	SR-57227A	Serotonin receptor agonist
4830	-5.88	cp	BRD-K64994968	progesterone	Progesterone receptor agonist
4831	-5.88	cp	BRD-K76274772	MAPP-D-erythro	Ceramidase inhibitor
4832	-5.89	cp	BRD-K41160163	fenobam	Glutamate receptor antagonist
4833	-5.91	cp	BRD-A87387433	cefpodoxime	Bacterial cell wall synthesis inhibitor
4834	-5.92	cp	BRD-A71009679	KUC103420N	-666
4835	-5.92	cp	BRD-K85242180	beta-CCP	Indoleamine 2,3-dioxygenase inhibitor
4839	-5.95	cp	BRD-K44899736	RO-16-6941	Monoamine oxidase inhibitor
4840	-5.95	cp	BRD-K53523901	arctigenin	MEK inhibitor
4847	-5.98	cp	BRD-K68507560	dicycloverine	Acetylcholine receptor antagonist
4853	-6.01	cp	BRD-K45861246	azaperone	Dopamine receptor antagonist
4858	-6.03	cp	BRD-K51485625	ritonavir	HIV protease inhibitor
4860	-6.03	cp	BRD-K78373679	RO-3306	CDK inhibitor
4866	-6.08	cp	BRD-K96263742	GW-7647	PPAR receptor agonist
4868	-6.09	cp	BRD-K86600316	RS-79948	Adrenergic receptor antagonist
4869	-6.11	cp	BRD-K21565985	xylazine	Adrenergic receptor agonist
4871	-6.12	cp	BRD-K23566484	nilutamide	Androgen receptor antagonist
4874	-6.17	cp	BRD-A49172652	lansoprazole	ATPase inhibitor
4875	-6.18	cp	BRD-K46862739	metyrapone	Cytochrome P450 inhibitor
4882	-6.22	cp	BRD-K04196797	oxcarbazepine	Sodium channel blocker
4885	-6.23	cp	BRD-A93206962	L-755507	Adrenergic receptor agonist
4889	-6.25	cp	BRD-K69600043	thiethylperazine	Dopamine receptor antagonist
4892	-6.28	cp	BRD-K30867024	SB-216641	Serotonin receptor antagonist
4897	-6.31	cp	BRD-K26429091	J-104129	Acetylcholine receptor antagonist
4898	-6.33	cp	BRD-K06335600	tizanidine	Adrenergic receptor agonist
4902	-6.38	cp	BRD-K28936863	ketotifen	Histamine receptor agonist
4904	-6.38	cp	BRD-K05395900	nicotine	Acetylcholine receptor agonist
4908	-6.42	cp	BRD-A45499626	UBP-302	Glutamate receptor antagonist
4916	-6.48	cp	BRD-K02715688	hydrastine	Tyrosine hydroxylase inhibitor
4922	-6.52	cp	BRD-K01253243	SB-590885	RAF inhibitor
4927	-6.54	cp	BRD-A39390670	rabeprazole	ATPase inhibitor
4928	-6.55	cp	BRD-K21853356	RG-14620	EGFR inhibitor
4936	-6.62	cp	BRD-K21283037	riluzole	Glutamate inhibitor
4937	-6.62	cp	BRD-A15415227	GW-1929	PPAR receptor agonist
4940	-6.63	cp	BRD-A41112154	oleanolic-acid	G protein-coupled receptor agonist
4942	-6.66	cp	BRD-K30563334	rifabutin	Protein synthesis inhibitor
4946	-6.68	cp	BRD-A19248578	latrunculin-b	Actin polymerization inhibitor
4949	-6.69	cp	BRD-K22828899	TUL-XXI039	Serine/threonine kinase inhibitor
4950	-6.69	cp	BRD-K16195444	oxymetazoline	Adrenergic receptor agonist
4951	-6.69	cp	BRD-A04308630	genipin	Choleretic agent
4952	-6.7	cp	BRD-K35941380	methysergide	Serotonin receptor antagonist
4958	-6.73	cp	BRD-K49890030	gavestinel	Glutamate receptor antagonist
4959	-6.74	cp	BRD-A77299732	salubrinal	Eukaryotic translation initiation factor inhibitor
4961	-6.75	cp	BRD-K11163873	phenanthridone	PARP inhibitor
4967	-6.8	cp	BRD-K03642198	AY-9944	Hedgehog pathway modulator
4968	-6.81	cp	BRD-K40758068	efavirenz	HIV protease inhibitor
4971	-6.82	cp	BRD-A60294240	tribenoside	Anti-inflammatory
4974	-6.85	cp	BRD-K66874953	pifithrin-alpha	TP53 inhibitor
4975	-6.85	cp	BRD-K73589491	nizatidine	Histamine receptor antagonist
4978	-6.87	cp	BRD-K28346421	rifapentine	RNA polymerase inhibitor
4982	-6.9	cp	BRD-K64341947	CFM-1571	Guanylate cyclase activator
4983	-6.9	cp	BRD-A64933752	CV-1808	Adenosine receptor agonist
4986	-6.91	cp	BRD-K51066026	aminoindazole	Ionophore
4996	-6.98	cp	BRD-K49657628	tyrphostin-AG-18	EGFR inhibitor
4999	-6.99	cp	BRD-A50928468	norgestrel	Progesterone receptor agonist
5000	-7	cp	BRD-A16694057	bisphenol-a	PPAR receptor antagonist
5005	-7.03	cp	BRD-K22947005	dexbrompheniramine	Histamine receptor antagonist
5006	-7.03	cp	BRD-A07824748	flavanone	11-beta-HSD1 inhibitor
5011	-7.08	cp	BRD-K29653726	topiramate	Carbonic anhydrase inhibitor
5012	-7.08	cp	BRD-K21520694	sulfacetamide	PABA antagonist
5022	-7.17	cp	BRD-K63945320	dihydrosamidin	Phospholipase inhibitor
5024	-7.17	cp	BRD-K49111258	prazosin	Adrenergic receptor antagonist
5028	-7.2	cp	BRD-A04756508	norgestimate	Progesterone receptor agonist
5030	-7.24	cp	BRD-K96354014	nifedipine	Calcium channel blocker
5032	-7.26	cp	BRD-K48869804	icilin	TRPV agonist
5034	-7.27	cp	BRD-A26845397	isamoltan	Adrenergic receptor antagonist
5035	-7.28	cp	BRD-K29673530	hypericin	Tyrosine kinase inhibitor
5038	-7.29	cp	BRD-A88774919	doxycycline	Bacterial 30S ribosomal subunit inhibitor
5041	-7.32	cp	BRD-K21450440	benzthiazide	Carbonic anhydrase inhibitor
5044	-7.35	cp	BRD-K80325895	eicosadienoic-acid	-666
5045	-7.36	cp	BRD-U73238814	QL-XI-92	DDR1 inhibitor
5046	-7.37	cp	BRD-A83892713	rifampicin	RNA polymerase inhibitor
5047	-7.37	cp	BRD-K51918615	iodophenpropit	Histamine receptor antagonist
5049	-7.38	cp	BRD-K70577657	H-9	PKA inhibitor
5052	-7.4	cp	BRD-K41445866	alfaxalone	Chloride channel agonist
5054	-7.41	cp	BRD-K44353683	nateglinide	Insulin secretagogue
5055	-7.42	cp	BRD-K02590140	O-2050	Cannabinoid receptor antagonist
5061	-7.43	cp	BRD-K11905747	spectinomycin	Bacterial 30S ribosomal subunit inhibitor
5062	-7.44	cp	BRD-A36074203	remacemide	Glutamate receptor antagonist
5064	-7.46	cp	BRD-K55301415	abiraterone	17,20 lyase inhibitor
5066	-7.47	cp	BRD-K68332390	ponalrestat	Aldose reductase inhibitor
5068	-7.48	cp	BRD-K91699951	benzonatate	Local anesthetic
5069	-7.49	cp	BRD-A02990301	lofexidine	Adrenergic receptor agonist
5072	-7.5	cp	BRD-K67277431	picotamide	Thromboxane receptor antagonist
5074	-7.51	cp	BRD-K99616396	motesanib	KIT inhibitor
5075	-7.51	cp	BRD-A72483914	spiroxatrine	Serotonin receptor antagonist
5078	-7.54	cp	BRD-K34014345	naproxol	Anti-inflammatory
5080	-7.56	cp	BRD-K65786282	CGP-7930	GABA receptor modulator
5081	-7.56	cp	BRD-A54236247	racephedrine	Adrenergic receptor agonist
5089	-7.64	cp	BRD-K22193694	dioxybenzone	Topical sunscreen agent
5096	-7.7	cp	BRD-A42346008	metanephrine	Epinephrine metabolite
5099	-7.72	cp	BRD-A42571354	cetirizine	Histamine receptor antagonist
5107	-7.78	cp	BRD-K52313696	tacedinaline	HDAC inhibitor
5108	-7.79	cp	BRD-K18905250	ST-91	Adrenergic receptor agonist
5109	-7.79	cp	BRD-K18742343	H-8	PKA inhibitor
5111	-7.8	cp	BRD-K70557564	zosuquidar	P-glycoprotein inhibitor
5115	-7.86	cp	BRD-K05528470	L-745870	Dopamine receptor antagonist
5116	-7.86	cp	BRD-K05464208	JX-401	p38 MAPK inhibitor
5120	-7.89	cp	BRD-K94379058	BML-190	Cannabinoid receptor inverse agonist
5124	-7.91	cp	BRD-K79602928	metformin	Insulin sensitizer
5130	-7.96	cp	BRD-K97764662	PD-173074	FGFR inhibitor
5131	-7.97	cp	BRD-K82562631	tolmetin	Cyclooxygenase inhibitor
5135	-8	cp	BRD-K18059238	gamma-linolenic-acid	Cyclooxygenase inhibitor
5136	-8	cp	BRD-K68402494	ML-9	Myosin light chain kinase inhibitor
5137	-8	cp	BRD-K56509348	BMS-182874	Endothelin receptor antagonist
5139	-8	cp	BRD-K67637637	olopatadine	Histamine receptor antagonist
5140	-8.02	cp	BRD-K30197592	5-methoxytryptamine	Serotonin receptor agonist
5141	-8.03	cp	BRD-A73581086	ergometrine	Adrenergic receptor agonist
5142	-8.04	cp	BRD-A62021152	WAY-161503	Serotonin receptor agonist
5144	-8.07	cp	BRD-A35033682	eriodictyol	Cytochrome P450 inhibitor
5145	-8.07	cp	BRD-K81521265	dicyclohexylurea	Epoxide hydolase inhibitor
5147	-8.07	cp	BRD-A69512159	carbidopa	Aromatic L-amino acid decarboxylase inhibitor
5149	-8.11	cp	BRD-A49906757	scopolamine	Acetylcholine receptor antagonist
5153	-8.16	cp	BRD-K57631554	aminolevulinic-acid	Oxidizing agent
5161	-8.22	cp	BRD-A87848830	bimatoprost	Prostanoid receptor agonist
5166	-8.27	cp	BRD-K13664374	dichloroacetic-acid	Pyruvate dehydrogenase kinase inhibitor
5173	-8.32	cp	BRD-K46384212	o-3M3FBS	phospholipase activator
5174	-8.35	cp	BRD-A56892734	esomeprazole	ATPase inhibitor
5180	-8.41	cp	BRD-K18757346	U-46619	Thromboxane receptor agonist
5183	-8.43	cp	BRD-K86958018	olvanil	TRPV agonist
5186	-8.46	cp	BRD-K97863768	prothionamide	Mycobacterium tuberculosis enoyl-[acyl-carrier-protein] reductase [NADH] (inhA) inhibitor
5188	-8.47	cp	BRD-K26160755	RS-45041-190	Imidazoline receptor agonist
5191	-8.49	cp	BRD-A79803969	memantine	Glutamate receptor antagonist
5195	-8.54	cp	BRD-K45435259	SCH-23390	Dopamine receptor antagonist
5196	-8.55	cp	BRD-K82561139	ricinine	Casein kinase inhibitor
5199	-8.6	cp	BRD-K76534306	enrofloxacin	Bacterial DNA gyrase inhibitor
5202	-8.63	cp	BRD-K66788707	fludarabine	DNA synthesis inhibitor
5206	-8.66	cp	BRD-K26573499	DMAB-anabaseine	Adrenergic receptor agonist
5216	-8.72	cp	BRD-K64881305	ispinesib	Kinesin-like spindle protein inhibitor
5220	-8.8	cp	BRD-A24817035	laudanosine	Central nervous system agent
5223	-8.82	cp	BRD-A18763547	BAX-channel-blocker	Cytochrome C release inhibitor
5224	-8.84	cp	BRD-A23359898	sibutramine	Serotonin reuptake inhibitor
5225	-8.86	cp	BRD-A09495397	bicuculline	GABA receptor antagonist
5229	-8.89	cp	BRD-K99291625	SB-203580	p38 MAPK inhibitor
5230	-8.89	cp	BRD-A91452556	estradiol-cypionate	Estrogen receptor agonist
5234	-8.92	cp	BRD-K00673382	famotidine	Histamine receptor antagonist
5235	-8.93	cp	BRD-K32755366	reserpic-acid	Norepinephrine transporter inhibitor
5243	-8.99	cp	BRD-K10467831	tibolone	Androgen receptor agonist
5244	-8.99	cp	BRD-K42452249	EO-1428	p38 MAPK inhibitor
5256	-9.11	cp	BRD-A17535965	gelsemine	Acetylcholine receptor antagonist
5260	-9.12	cp	BRD-K10995081	perphenazine	Dopamine receptor antagonist
5262	-9.14	cp	BRD-K59522102	piperine	Monoamine oxidase inhibitor
5267	-9.21	cp	BRD-K37814297	acepromazine	Dopamine receptor antagonist
5268	-9.21	cp	BRD-K06198550	isorotenone	Mitochondrial complex I inhibitor
5270	-9.21	cp	BRD-A45664787	iloprost	Platelet aggregation inhibitor
5271	-9.23	cp	BRD-K96119599	leucodin	Melanin inhibitor
5274	-9.25	cp	BRD-K21936341	oxotremorine	Acetylcholine receptor agonist
5278	-9.28	cp	BRD-K19540840	saracatinib	SRC inhibitor
5284	-9.4	cp	BRD-K06234293	LY-364947	TGF beta receptor inhibitor
5286	-9.41	cp	BRD-K28183345	proguanil	Dihydrofolate reductase inhibitor
5294	-9.48	cp	BRD-K00206590	P-1075	ATP channel activator
5295	-9.49	cp	BRD-A39172021	ampiroxicam	Cyclooxygenase inhibitor
5303	-9.58	cp	BRD-K90259198	W-7	Calmodulin antagonist
5306	-9.59	cp	BRD-K81729199	AQ-RA741	Acetylcholine receptor antagonist
5316	-9.68	cp	BRD-K60038276	irbesartan	Angiotensin receptor antagonist
5317	-9.69	cp	BRD-K92413528	thiazolidinecarboxylic-acid	Reducing agent
5318	-9.7	cp	BRD-K24576554	AT-9283	JAK inhibitor
5320	-9.72	cp	BRD-K23335153	AMN-082	Glutamate receptor modulator
5322	-9.73	cp	BRD-A03216249	mepivacaine	Potassium channel blocker
5323	-9.73	cp	BRD-K29113274	ketoconazole	Sterol demethylase inhibitor
5324	-9.75	cp	BRD-A44448661	pentobarbital	Barbiturate antiepileptic
5332	-9.86	cp	BRD-K74501079	azithromycin	Bacterial 50S ribosomal subunit inhibitor
5335	-9.91	cp	BRD-K85925969	zalcitabine	Nucleoside reverse transcriptase inhibitor
5336	-9.91	cp	BRD-K45296539	ZD-7114	Adrenergic receptor agonist
5340	-9.95	cp	BRD-A40639672	ketorolac	Cyclooxygenase inhibitor
5345	-9.98	cp	BRD-K72676686	fluvoxamine	Selective serotonin reuptake inhibitor (SSRI)
5346	-10	cp	BRD-K22227508	targinine	Nitric oxide synthase inhibitor
5347	-10	cp	BRD-K96134740	kitasamycin	Protein synthesis inhibitor
5356	-10.07	cp	BRD-K19284129	salvinorin-a	Opioid receptor agonist
5361	-10.13	cp	BRD-K56614220	clofazimine	GK0582 inhibitor
5364	-10.18	cp	BRD-K05181084	NGB-2904	Dopamine receptor antagonist
5365	-10.18	cp	BRD-K88849294	lobaric-acid	Tyrosine phosphatase inhibitor
5367	-10.21	cp	BRD-A51182606	chloramphenicol	Protein synthesis inhibitor
5369	-10.21	cp	BRD-K36616567	doxepin	Histamine receptor antagonist
5374	-10.3	cp	BRD-K20742498	RS-39604	Serotonin receptor antagonist
5375	-10.32	cp	BRD-A88254928	salbutamol	Adrenergic receptor agonist
5378	-10.33	cp	BRD-A77349281	RK-682	Tyrosine phosphatase inhibitor
5386	-10.43	cp	BRD-K52172416	anastrozole	Aromatase inhibitor
5392	-10.5	cp	BRD-K95676198	JAK3-inhibitor-V	JAK inhibitor
5397	-10.52	cp	BRD-K31283835	tofacitinib	JAK inhibitor
5403	-10.63	cp	BRD-K37865504	LY-2183240	FAAH inhibitor
5407	-10.67	cp	BRD-K15108141	gemcitabine	Ribonucleotide reductase inhibitor
5410	-10.7	cp	BRD-K69688083	mestinon	Cholinesterase inhibitor
5411	-10.7	cp	BRD-K02867583	minaprine	Serotonin reuptake inhibitor
5412	-10.71	cp	BRD-K38305202	domperidone	Dopamine receptor antagonist
5414	-10.73	cp	BRD-K49372556	mofezolac	Cyclooxygenase inhibitor
5415	-10.74	cp	BRD-A36066264	estradiol-benzoate	Estrogen receptor agonist
5423	-10.79	cp	BRD-K81473089	tacrine	Acetylcholinesterase inhibitor
5426	-10.81	cp	BRD-K24859147	KIN001-242	Protein kinase inhibitor
5428	-10.85	cp	BRD-K30189597	SYK-inhibitor	SYK inhibitor
5429	-10.86	cp	BRD-K03557653	sappanone-a	Tyrosinase inhibitor
5430	-10.86	cp	BRD-A43849199	karakoline	Phytotoxin
5432	-10.9	cp	BRD-K88560311	rucaparib	PARP inhibitor
5436	-10.96	cp	BRD-K82216340	medroxyprogesterone	progesterone receptor agonist
5437	-11.02	cp	BRD-K62736196	guanabenz	-666
5440	-11.03	cp	BRD-K92760278	riboflavin	Vitamin B
5442	-11.12	cp	BRD-A82590476	SDZ-NKT-343	Tachykinin antagonist
5446	-11.19	cp	BRD-K34415467	trimethobenzamide	Histamine receptor antagonist
5449	-11.24	cp	BRD-A46179541	doxapram	Potassium channel blocker
5450	-11.27	cp	BRD-K17561142	amiodarone	Potassium channel blocker
5451	-11.28	cp	BRD-A78295502	hydroquinine	Antiarrhythmic
5459	-11.36	cp	BRD-K04710043	hexamethylenebisacetamide	AKT inhibitor
5462	-11.37	cp	BRD-K20313525	rosmarinic-acid	GABA transaminase inhibitor
5463	-11.39	cp	BRD-K54316499	tolterodine	Acetylcholine receptor antagonist
5470	-11.48	cp	BRD-K96778649	tyrphostin-47	EGFR inhibitor
5475	-11.54	cp	BRD-K06753942	nobiletin	MEK inhibitor
5476	-11.55	cp	BRD-K87024524	phenelzine	Monoamine oxidase inhibitor
5479	-11.6	cp	BRD-K59273480	propentofylline	Adenosine reuptake inhibitor
5482	-11.62	cp	BRD-K79404599	enzastaurin	PKC inhibitor
5486	-11.64	cp	BRD-A09722536	cyclophosphamide	DNA alkylating agent
5491	-11.69	cp	BRD-K77695569	tiabendazole	Angiogenesis inhibitor
5498	-11.75	cp	BRD-K13926615	vardenafil	Phosphodiesterase inhibitor
5499	-11.75	cp	BRD-K37991163	paroxetine	Selective serotonin reuptake inhibitor (SSRI)
5503	-11.77	cp	BRD-K03842655	penitrem-a	Potassium channel blocker
5504	-11.78	cp	BRD-K39462424	dexchlorpheniramine	Histamine receptor antagonist
5506	-11.84	cp	BRD-K01555864	dibenzoylmethane	Antineoplastic
5510	-11.89	cp	BRD-K83972459	JWE-035	Aurora kinase inhibitor
5514	-11.92	cp	BRD-A48257147	PHCCC	Glutamate receptor agonist
5517	-11.93	cp	BRD-K72783841	tyrphostin-AG-555	EGFR inhibitor
5525	-11.97	cp	BRD-K90789829	nefazodone	Adrenergic inhibitor
5526	-11.98	cp	BRD-K33818169	GW-3965	LXR agonist
5531	-12.01	cp	BRD-K13032584	procarbazine	Monoamine oxidase inhibitor
5532	-12.02	cp	BRD-K53790871	triamcinolone	Glucocorticoid receptor agonist
5533	-12.03	cp	BRD-K55468218	spiperone	Dopamine receptor antagonist
5534	-12.08	cp	BRD-A23637604	oxymetholone	Androgen receptor agonist
5536	-12.11	cp	BRD-K35483542	alitretinoin	Retinoid receptor agonist
5541	-12.19	cp	BRD-A99411506	esculin	Antioxidant
5545	-12.23	cp	BRD-K85266041	DNQX	Glutamate receptor antagonist
5555	-12.37	cp	BRD-K90733503	cefalexin	Bacterial cell wall synthesis inhibitor
5556	-12.37	cp	BRD-K40901640	cinanserin	Serotonin receptor antagonist
5560	-12.39	cp	BRD-A93659613	GR-89696	Opioid receptor agonist
5561	-12.41	cp	BRD-K73999723	telmisartan	Angiotensin receptor antagonist
5562	-12.51	cp	BRD-K15715913	fluperlapine	Serotonin receptor antagonist
5566	-12.56	cp	BRD-K68488863	ENMD-2076	FLT3 inhibitor
5570	-12.58	cp	BRD-K02123250	JNJ-38877605	Tyrosine kinase inhibitor
5573	-12.59	cp	BRD-K61269089	daphnetin	Protein kinase inhibitor
5581	-12.69	cp	BRD-K30097969	pitavastatin	HMGCR inhibitor
5587	-12.75	cp	BRD-A27489425	rolitetracycline	Bacterial 30S ribosomal subunit inhibitor
5590	-12.79	cp	BRD-K88568253	iproniazid	Monoamine oxidase inhibitor
5591	-12.8	cp	BRD-A15079084	phorbol-12-myristate-13-acetate	PKC activator
5593	-12.83	cp	BRD-K66206289	lobeline	Acetylcholine receptor antagonist
5594	-12.83	cp	BRD-K41707108	ceramide	Phosphoenolpyruvate carboxylase activator
5601	-12.89	cp	BRD-K80970344	pyrrolidine-dithiocarbamate	NFkB pathway inhibitor
5604	-12.92	cp	BRD-K56115039	BU-226	Imidazoline receptor ligand
5609	-12.99	cp	BRD-K28115081	apafant	Platelet activating factor receptor antagonist
5610	-12.99	cp	BRD-A47633927	NPC-15199	ICAM1 antagonist
5613	-13	cp	BRD-K73589401	corticosterone	mineralocorticoid receptor agonist
5614	-13	cp	BRD-K34533029	tyrphostin-AG-494	EGFR inhibitor
5618	-13.02	cp	BRD-A65145453	ATPA	Glutamate receptor agonist
5621	-13.05	cp	BRD-K70487031	flupentixol	Dopamine receptor antagonist
5622	-13.05	cp	BRD-A01593789	chlormadinone	5-alpha reductase inhibitor
5624	-13.06	cp	BRD-A14985772	ascorbyl-palmitate	antioxidant
5628	-13.13	cp	BRD-K67578145	GDC-0879	RAF inhibitor
5629	-13.13	cp	BRD-A66435872	HTMT	Histamine receptor agonist
5631	-13.16	cp	BRD-K60640630	mometasone	Glucocorticoid receptor agonist
5632	-13.17	cp	BRD-A43940795	tetrahydropalmatine	Serotonin release inhibitor
5643	-13.3	cp	BRD-K92049597	triamterene	Sodium channel blocker
5645	-13.33	cp	BRD-K50388907	fenofibrate	PPAR receptor agonist
5647	-13.36	cp	BRD-A56245458	reichstein	Androgen receptor antagonist
5648	-13.38	cp	BRD-A78942461	ICI-118551	Adrenergic receptor antagonist
5654	-13.46	cp	BRD-A96882008	L-732138	Tachykinin antagonist
5662	-13.55	cp	BRD-A75479906	rimantadine	Antiviral
5664	-13.64	cp	BRD-A64125466	dehydrocholic-acid	choleretic agent
5668	-13.68	cp	BRD-A07875874	cilnidipine	Calcium channel blocker
5669	-13.69	cp	BRD-K54987996	CAY-10578	Casein kinase inhibitor
5684	-14.01	cp	BRD-A01787639	naftopidil	Adrenergic receptor antagonist
5689	-14.05	cp	BRD-K67043667	altretamine	DNA synthesis inhibitor
5690	-14.06	cp	BRD-K70330367	amantadine	Glutamate receptor antagonist
5692	-14.07	cp	BRD-K02637541	celecoxib	Cyclooxygenase inhibitor
5699	-14.16	cp	BRD-K09497549	kawain	Calcium channel modulator
5700	-14.17	cp	BRD-K37848908	ceforanide	Penicillin binding protein inhibitor
5701	-14.18	cp	BRD-K79877282	PF-543	Sphingosine kinase inhibitor
5702	-14.21	cp	BRD-K67506692	tyrphostin-AG-126	ERK1 and ERK2 phosphorylation inhibitor
5703	-14.22	cp	BRD-K09485525	GANT-61	GLI antagonist
5709	-14.35	cp	BRD-A49370193	RO-60-0175	Serotonin receptor agonist
5712	-14.4	cp	BRD-A29485665	bicalutamide	Androgen receptor antagonist
5714	-14.41	cp	BRD-K06926592	tretinoin	Retinoid receptor agonist
5718	-14.47	cp	BRD-A01320529	salmeterol	Adrenergic receptor agonist
5721	-14.53	cp	BRD-K15196155	IBC-293	Hydroxycarboxylic acid receptor agonist
5724	-14.55	cp	BRD-K60274257	dephostatin	Tyrosine phosphatase inhibitor
5728	-14.6	cp	BRD-K47869605	podophyllotoxin	Microtubule inhibitor
5729	-14.61	cp	BRD-U33728988	QL-X-138	MTOR inhibitor
5730	-14.63	cp	BRD-K48115423	2-(4-methoxybenzylthio)-6-methylpyrimidin-4-ol	Matrix metalloprotease inhibitor
5731	-14.64	cp	BRD-K70883034	nimetazepam	GABA receptor agonist
5732	-14.66	cp	BRD-A17819071	gedunin	HSP inhibitor
5733	-14.67	cp	BRD-A95939040	sertaconazole	Sterol demethylase inhibitor
5734	-14.69	cp	BRD-K05977823	tenovins	SIRT inhibitor
5736	-14.7	cp	BRD-A96799240	4-hydroxyretinoic-acid	Retinoid receptor binder
5737	-14.74	cp	BRD-K39111395	BCL2-inhibitor	BCL inhibitor
5739	-14.77	cp	BRD-A31227688	kynuramine	Aryl hydrocarbon receptor activator
5742	-14.79	cp	BRD-K66296774	fluvastatin	HMGCR inhibitor
5745	-14.81	cp	BRD-K71003802	hippeastrine	Plant alkaloid
5752	-14.91	cp	BRD-A29082194	gitoxigenin	ATPase inhibitor
5759	-15.06	cp	BRD-A84134924	pancuronium	Acetylcholine receptor antagonist
5760	-15.07	cp	BRD-A55756846	H-7	PKA inhibitor
5773	-15.23	cp	BRD-K97061094	azacyclonol	Histamine receptor antagonist
5776	-15.26	cp	BRD-A73605923	mocimycin	Protein synthesis inhibitor
5780	-15.3	cp	BRD-A22684332	procaterol	Adrenergic receptor agonist
5783	-15.31	cp	BRD-K46937689	phenazone	Cyclooxygenase inhibitor
5798	-15.45	cp	BRD-K66412701	pazufloxacin	Topoisomerase inhibitor
5799	-15.45	cp	BRD-A54927599	KF-38789	P-selectin inhibitor
5800	-15.46	cp	BRD-K59962020	CHEMBL-374350	NFkB pathway inhibitor
5815	-15.68	cp	BRD-K76064317	tyrphostin-AG-1296	FLT3 inhibitor
5817	-15.69	cp	BRD-K26117720	gingerol	Nitric oxide synthase inhibitor
5818	-15.7	cp	BRD-A01346607	flumetasone	Glucocorticoid receptor agonist
5827	-15.84	cp	BRD-K99946902	hexylresorcinol	Local anesthetic
5830	-15.91	cp	BRD-K14765469	vesamicol	Acetylcholinesterase inhibitor
5831	-15.91	cp	BRD-K76617868	fasudil	Rho associated kinase inhibitor
5837	-15.98	cp	BRD-K10852020	tolcapone	Catechol O methyltransferase inhibitor
5843	-16.08	cp	BRD-K26863634	BIX-01338	Histone lysine methyltransferase inhibitor
5844	-16.08	cp	BRD-K56403959	ZK-756326	CC chemokine receptor ligand
5851	-16.19	cp	BRD-K93618743	ipriflavone	Bone resorption inhibitor
5862	-16.47	cp	BRD-K06159959	CCMQ	Inhibitor of the binding of homoquinolinic acid to non-NMDA sensitive sites
5865	-16.55	cp	BRD-A18917088	estradiol	Contraceptive agent
5870	-16.61	cp	BRD-K91733562	secoisolariciresinol	Antioxidant
5872	-16.63	cp	BRD-K66707493	lawsone	Coloring agent
5880	-16.73	cp	BRD-K83144676	olmesartan	Angiotensin antagonist
5884	-16.85	cp	BRD-K20338176	cefaclor	Bacterial cell wall synthesis inhibitor
5890	-16.92	cp	BRD-K59637651	NSC-119889	Protein synthesis inhibitor
5892	-16.96	cp	BRD-K42095107	daidzein	Estrogen receptor agonist
5893	-16.98	cp	BRD-K87932577	CDK1-5-inhibitor	CDK inhibitor
5902	-17.15	cp	BRD-K34776109	glimepiride	Insulin secretagogue
5904	-17.16	cp	BRD-K14441456	tyrphostin-AG-556	EGFR inhibitor
5906	-17.2	cp	BRD-K62959606	sphingosine	Ceramidase inhibitor
5911	-17.24	cp	BRD-A54596827	solifenacin	Acetylcholine receptor antagonist
5913	-17.27	cp	BRD-A54845972	dihydroergotamine	Serotonin receptor agonist
5919	-17.38	cp	BRD-K15842202	eudesmic-acid	-666
5925	-17.43	cp	BRD-A92177080	betamethasone	Glucocorticoid receptor agonist
5926	-17.45	cp	BRD-K35430135	SR-59230A	Adrenergic receptor antagonist
5931	-17.58	cp	BRD-A42628519	iopanoic-acid	Radiopaque medium
5933	-17.6	cp	BRD-K52075715	oxibendazole	Tubulin inhibitor
5939	-17.73	cp	BRD-K60511616	pravastatin	HMGCR inhibitor
