,TCGA-K4-A54R-11,TCGA-BL-A13J-11,TCGA-GD-A3OP-11,TCGA-CU-A0YN-11,TCGA-BT-A20R-11,TCGA-BT-A20Q-11,TCGA-K4-A3WV-11,TCGA-GD-A3OQ-11,TCGA-BT-A2LA-11,TCGA-BT-A2LB-11,TCGA-CU-A0YR-11,TCGA-BT-A20W-11,TCGA-GD-A2C5-11,TCGA-BT-A20U-11,TCGA-GC-A3WC-11,TCGA-BT-A20N-11,TCGA-GC-A3BM-11
ENSG00000197734,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
ENSG00000197744,18,15,55,14,106,12,75,33,46,35,60,22,57,23,54,6,131
ENSG00000197745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197746,47848,38659,69325,43791,82656,28298,43266,91717,68237,40160,63476,63243,60101,22595,53323,30770,50751
ENSG00000197747,11015,4708,7214,5329,12051,3946,2273,8113,14479,56412,5599,7545,9362,11910,5936,3830,12554
ENSG00000197748,23,5,14,4,17,2,56,53,13,7,12,18,27,1,11,5,34
ENSG00000197753,0,0,2,0,0,0,1,2,8,1,0,0,3,0,0,1,2
ENSG00000197756,28582,18825,48473,16026,49830,16536,57082,40418,79655,44819,37359,27242,36039,38850,33866,17472,36898
ENSG00000197757,1,39,13,12,24,1,7,12,2,6,23,40,112,36,16,11,21
ENSG00000197763,251,310,422,291,705,247,489,720,395,222,289,299,325,169,361,221,359
ENSG00000197766,11240,6823,11617,7305,24580,5699,4945,12574,12634,12168,9492,13736,21080,2482,10678,7361,14180
ENSG00000197768,1,0,4,1,2,0,5,15,1,1,3,2,1,5,1,1,3
ENSG00000197769,11,38,44,31,14,5,2,24,0,9,25,12,6,0,36,9,9
ENSG00000197771,2792,2311,4233,2590,5578,1874,2469,3837,2850,4043,3144,3073,5812,2137,2342,1811,2399
ENSG00000197774,960,80,1928,74,430,102,1092,1119,487,475,173,191,405,477,390,137,506
ENSG00000197776,153,183,216,125,374,148,201,442,99,82,236,135,182,53,257,151,263
ENSG00000197779,129,135,203,154,258,135,151,652,78,112,138,176,225,130,94,124,215
ENSG00000197780,1440,911,2395,962,2866,870,875,1629,2293,3065,1049,1307,1777,1378,1078,1259,1550
ENSG00000197782,143,341,379,271,184,186,524,917,686,305,341,469,494,313,373,160,198
ENSG00000197785,1115,332,1631,498,855,354,718,986,1472,1483,530,1203,1343,865,600,364,707
ENSG00000197786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197794,0,0,0,0,0,0,1,0,0,2,4,0,9,0,1,0,0
ENSG00000197798,428,445,937,603,675,390,606,948,739,603,502,619,1031,356,582,415,436
ENSG00000197808,136,264,279,183,317,221,294,409,182,146,259,181,295,67,306,182,164
ENSG00000197813,5,19,8,7,32,11,11,14,2,8,20,16,9,4,34,18,14
ENSG00000197815,68,25,33,13,24,12,59,145,1,29,19,12,9,31,20,12,25
ENSG00000197816,22,18,21,10,11,17,32,102,2,11,39,7,31,3,52,19,40
ENSG00000197818,1095,795,1846,794,1544,869,1832,2533,1461,1458,1173,751,1413,828,1163,694,1240
ENSG00000197822,2163,21,1339,8,53,1,818,1730,1056,1709,102,362,1087,250,267,2,984
ENSG00000197826,0,0,0,0,0,0,0,2,2,0,0,0,5,1,1,0,2
ENSG00000197837,74,9,55,7,16,11,49,160,30,14,16,20,55,22,17,13,34
ENSG00000197838,1,4,0,2,1,8,0,0,2,0,4,0,357,0,0,2,1
ENSG00000197841,181,455,533,322,1330,392,414,664,296,184,400,294,750,185,528,365,246
ENSG00000197847,87,7,191,12,20,17,160,184,81,70,25,80,80,581,59,5,78
ENSG00000197849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197852,274,854,762,1227,608,802,471,982,1007,1009,772,521,693,682,796,544,479
ENSG00000197857,623,434,1057,288,418,373,1652,1472,1286,411,655,388,723,305,657,238,1007
ENSG00000197858,2981,1726,5994,2848,3246,1753,4253,5611,6218,4068,3471,3294,5470,2541,2435,1682,3474
ENSG00000197859,645,102,355,143,321,71,189,2953,959,375,322,1103,692,68,167,106,1450
ENSG00000197860,175,600,191,467,753,536,131,411,174,274,513,448,422,162,440,489,249
ENSG00000197863,98,208,308,195,169,174,311,435,266,202,213,212,282,106,226,111,116
ENSG00000197866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197870,11,0,24,2,0,1,22,52,64,12,4,4,25,14,1,1,27
ENSG00000197872,531,1584,1803,1006,2308,1194,740,1138,798,2173,1591,817,549,339,1547,753,481
ENSG00000197879,13291,20223,16009,22538,27596,18814,13896,20443,10359,10454,18582,10323,9021,5755,14566,16483,8916
ENSG00000197880,4,0,28,0,0,0,6,5,33,18,6,2,27,7,13,2,10
ENSG00000197882,0,1,2,3,3,6,1,3,0,0,6,0,0,0,1,3,2
ENSG00000197885,183,598,531,546,916,418,305,626,485,376,483,341,528,292,579,438,362
ENSG00000197887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197888,3,0,0,0,0,0,0,5,4,4,15,1,17,9,1,0,2
ENSG00000197889,4,3,8,1,0,1,16,22,31,5,4,10,6,0,0,1,6
ENSG00000197891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000197892,4023,2272,3301,2328,4236,2139,5178,7388,4905,2929,2371,1827,3484,1109,2388,2046,4239
ENSG00000197893,1,1,0,0,0,0,0,1,0,0,0,0,4,1,1,3,0
ENSG00000197894,3203,9765,8583,10301,16522,8264,8084,12229,14789,4464,11060,8330,13030,6190,9318,7199,5663
ENSG00000197901,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
ENSG00000197903,160,127,700,98,188,122,239,281,401,531,157,293,969,272,232,115,250
ENSG00000197905,294,91,341,173,1422,84,102,128,236,489,219,371,211,186,172,256,174
ENSG00000197912,3177,1731,6938,1539,2545,1452,4095,5570,4927,2984,2285,2354,4755,1806,3043,1237,3415
ENSG00000197915,6,8,27,12,20,15,31,78,11,44,29,18,39,149,17,18,9
ENSG00000197919,10,0,10,0,0,0,2,4,0,9,0,3,0,0,1,0,4
ENSG00000197921,1,0,47,4,0,0,12,26,9,3,10,7,59,4,2,1,7
ENSG00000197927,59,52,226,35,165,54,169,188,60,51,85,92,52,62,78,72,105
ENSG00000197928,409,395,760,342,620,313,951,1426,534,205,444,575,510,71,545,305,611
ENSG00000197930,4277,1408,4374,1532,3169,1034,3044,5893,3815,20229,1767,3476,4090,4303,2465,1236,2614
ENSG00000197933,345,141,753,116,64,137,1224,929,783,495,157,271,496,248,289,66,220
ENSG00000197934,4,1,1,0,0,0,5,4,3,0,3,9,1,0,0,1,1
ENSG00000197935,27,44,174,68,55,59,170,238,46,27,72,42,125,43,78,22,64
ENSG00000197937,309,467,674,439,611,348,578,1099,324,325,564,602,912,67,529,349,516
ENSG00000197938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197943,1065,637,1644,767,3421,350,995,1268,2159,1585,2430,1289,1540,555,2350,730,844
ENSG00000197948,1544,271,1464,234,421,258,1593,1638,1394,810,516,492,1352,429,1059,182,1320
ENSG00000197951,141,460,287,549,670,509,394,648,431,202,425,482,526,102,469,379,158
ENSG00000197953,8,48,2,21,15,16,1,22,1,13,16,17,170,305,10,7,8
ENSG00000197956,77642,15573,114369,13269,38281,18705,95210,77226,276696,56677,29724,42815,161279,18408,45406,13213,82232
ENSG00000197958,30686,13728,42925,13728,33991,14462,56954,40879,76307,35005,31812,24240,24445,30723,33962,12789,30468
ENSG00000197959,175,100,147,79,338,72,151,291,171,231,235,242,184,47,131,70,334
ENSG00000197961,1996,590,3102,400,1597,371,2155,2949,2687,2623,762,1037,2235,1189,1115,404,1749
ENSG00000197965,3264,4564,6159,4726,11561,3014,3782,7605,5644,5079,5763,7316,8386,3719,4511,4150,3688
ENSG00000197969,1955,1387,2458,1582,3631,1304,1578,4349,937,1192,1337,1403,1770,1097,1615,1416,2137
ENSG00000197971,2045,598,2380,864,796,435,4054,4919,2423,1749,1881,1670,2425,1119,1378,555,1896
ENSG00000197976,3416,951,3964,770,1617,943,2969,3434,3584,2497,1280,1232,1923,1070,2232,1007,3178
ENSG00000197977,57,33,26,55,1747,63,3,438,71,69,192,60,36,53,72,60,289
ENSG00000197978,235,48,402,37,108,44,228,709,93,333,31,57,217,310,93,27,207
ENSG00000197980,43,13,43,14,34,14,58,64,45,13,18,18,73,7,10,11,54
ENSG00000197982,1104,685,2097,825,1501,681,1317,1242,2708,1595,907,1019,3176,951,884,623,860
ENSG00000197984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197989,1455,145,865,113,300,123,718,489,228,503,186,175,319,621,432,83,353
ENSG00000197990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197991,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000197992,51,3,49,2,18,4,59,116,19,49,18,64,86,3,33,8,56
ENSG00000197993,12,1,139,4,7,1,86,22,38,195,14,27,13,76,58,8,9
ENSG00000198000,800,1146,2376,975,1706,996,1885,2741,1193,1350,1186,1327,1494,924,1298,826,1164
ENSG00000198001,593,575,1409,547,1076,527,974,1646,817,1065,672,727,1299,546,923,527,832
ENSG00000198003,7,3,14,18,22,7,45,21,29,6,16,16,72,2,17,1,31
ENSG00000198010,7,11,14,4,16,8,17,21,7,3,7,6,1,0,7,2,6
ENSG00000198015,1485,1104,2870,1138,2518,926,1963,3240,2459,1908,1450,1933,2612,1368,1419,920,1412
ENSG00000198018,3317,162,2050,398,729,246,595,2850,1941,1340,387,1548,603,702,692,778,2031
ENSG00000198019,3,0,50,8,25,0,7,21,5,10,3,12,9,11,5,8,8
ENSG00000198021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198026,2141,567,1928,480,1293,468,1283,1948,970,1714,987,797,1223,969,1155,549,1254
ENSG00000198028,0,0,2,9,2,0,2,0,0,0,2,40,35,0,0,0,1
ENSG00000198033,1,0,0,0,1,0,0,2,7,0,0,0,2,0,2,0,0
ENSG00000198034,51671,27809,134830,22689,101159,24698,141004,70195,142697,95088,57407,46449,72161,77910,82037,24744,66403
ENSG00000198039,201,196,312,131,253,121,331,586,194,233,230,290,401,190,273,119,147
ENSG00000198040,768,1198,1398,902,1373,856,1470,2111,837,585,1176,988,828,403,1351,681,1143
ENSG00000198042,1508,593,1195,476,2314,493,804,1327,960,1780,681,705,713,470,616,593,747
ENSG00000198046,203,250,260,168,229,208,479,653,136,75,232,169,122,30,340,144,290
ENSG00000198049,0,0,0,0,0,3,8,8,2,0,1,2,4,0,0,0,2
ENSG00000198053,1179,1483,3516,1387,3470,750,441,2495,876,2995,2302,3404,1497,1016,1300,1445,1027
ENSG00000198054,0,0,0,0,0,0,0,0,2,0,0,28,1037,0,0,0,4
ENSG00000198055,1582,934,3373,1203,1599,779,1981,2333,3620,2337,1243,1608,3334,1425,1894,897,2078
ENSG00000198056,50,113,370,289,117,81,185,451,242,149,166,418,415,84,172,88,196
ENSG00000198060,1666,944,2815,1064,2781,775,2122,2777,2378,2377,1208,1694,2116,2338,1396,968,1464
ENSG00000198062,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0
ENSG00000198064,3,3,9,0,3,3,5,28,0,18,4,1,5,1,4,1,13
ENSG00000198074,350,3289,3613,560,3950,1335,117,686,514,18070,715,1171,320,56507,604,687,499
ENSG00000198075,123,69,64,41,138,21,81,440,21,66,174,195,89,25,87,30,336
ENSG00000198077,1,3,2,1,6,22,2,2,0,1,8,0,37,2,0,8,0
ENSG00000198081,250,683,880,645,783,582,990,1331,628,383,812,729,1124,302,829,390,428
ENSG00000198083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198087,3158,865,6749,782,1712,635,7047,8869,3757,3317,1516,7081,5676,2585,2182,697,2670
ENSG00000198088,78,0,94,8,3,3,78,115,169,81,9,48,46,36,17,0,102
ENSG00000198089,1113,371,1826,422,583,400,1449,1755,907,783,595,609,1625,580,909,189,990
ENSG00000198090,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
ENSG00000198092,1,0,7,0,1,0,0,1,0,961,0,0,1,533,0,0,0
ENSG00000198093,623,465,630,505,875,490,1081,779,648,499,620,515,336,101,498,306,494
ENSG00000198099,8,2,4,2,4,2,10,15,23,2,7,10,150,3,9,0,2
ENSG00000198104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198105,267,894,791,689,819,781,789,1621,487,286,754,511,824,414,924,564,551
ENSG00000198106,25,12,13,15,62,18,5,41,10,4,24,21,16,4,43,23,37
ENSG00000198108,178,33,75,117,251,44,15,539,170,57,203,508,204,13,51,84,300
ENSG00000198113,2890,109,2399,135,142,85,1474,1942,3670,2202,339,888,2155,127,712,103,2157
ENSG00000198121,2178,2079,1714,1780,3310,794,866,3356,1958,2433,2438,3141,1649,691,1478,1464,2417
ENSG00000198125,5,45,202,142,68,68,67,43,32,51,54,36,89,139,63,44,2
ENSG00000198128,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ENSG00000198129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198130,1943,816,3563,568,1651,566,2233,3547,4364,2548,1096,1071,2845,1123,1088,545,1534
ENSG00000198131,624,463,1831,510,706,387,1643,1673,1083,987,726,938,1111,627,706,351,922
ENSG00000198133,360,173,2162,293,258,147,1655,1874,1127,768,208,621,1636,268,466,187,645
ENSG00000198134,14,5,11,9,30,3,28,22,30,25,14,10,56,13,14,3,35
ENSG00000198142,17248,1723,17637,1055,3472,919,2467,15092,22166,16572,2102,3124,11228,3116,3566,1061,16351
ENSG00000198146,1023,1315,973,1095,3350,885,898,2136,296,1915,1422,1010,1156,1058,975,780,807
ENSG00000198153,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000198155,35,26,55,27,122,17,64,131,21,12,57,54,44,10,42,27,41
ENSG00000198156,9,7,3,4,5,1,2,7,6,5,8,1,1,10,5,2,5
ENSG00000198157,292,462,431,588,801,400,476,721,537,542,324,304,519,247,461,278,421
ENSG00000198160,2506,2517,2602,2088,4375,1822,2063,3419,1937,1980,2615,2391,3210,1205,2319,1906,2421
ENSG00000198162,2094,2292,4078,2369,5120,2050,2525,6661,2223,2459,2602,3396,5522,1789,2027,2184,2636
ENSG00000198168,1484,417,2024,454,1366,542,1882,2147,1751,1282,922,1156,1730,393,906,636,1190
ENSG00000198169,602,561,918,437,571,450,980,1228,556,438,815,404,641,290,966,321,678
ENSG00000198171,1926,1058,3827,895,1868,732,2877,2985,4732,2607,1307,2005,6392,1577,1772,753,2182
ENSG00000198173,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
ENSG00000198176,2713,1252,4864,2983,2861,819,2694,4507,2918,4807,1968,3300,6628,2939,2129,1188,2415
ENSG00000198178,0,1,1,0,0,0,1,13,4,6,0,10,16,0,2,3,1
ENSG00000198182,105,254,236,234,154,160,486,417,341,161,268,188,482,117,337,112,150
ENSG00000198183,0,0,0,1,0,0,0,0,0,0,1,0,4255,0,70,0,0
ENSG00000198185,240,76,351,68,153,53,821,1045,382,51,91,120,75,18,171,67,604
ENSG00000198189,1679,2774,2336,1573,3567,1281,1799,2740,3149,1223,2815,2199,11182,626,3648,1142,2004
ENSG00000198198,1765,2078,2796,1816,3306,1424,2555,4333,1271,1543,2000,1332,2282,1160,1840,1425,1975
ENSG00000198203,63,1,44,0,0,8,95,272,237,22,85,109,100,3,77,1,195
ENSG00000198205,130,213,179,135,227,91,220,386,198,80,173,144,235,56,231,114,224
ENSG00000198208,21,197,107,119,318,208,60,125,26,72,185,126,116,78,180,206,31
ENSG00000198211,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1
ENSG00000198216,0,3,5,2,5,0,3,4,3,6,4,2,3,2,11,0,0
ENSG00000198217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198218,3121,1961,4815,2309,2964,1690,3861,4814,3576,3899,2986,2503,4117,1755,2818,1390,2971
ENSG00000198221,14,7,21,6,27,6,52,39,19,35,9,11,9,28,18,3,21
ENSG00000198223,485,101,398,103,119,44,152,382,217,581,95,278,340,71,263,79,184
ENSG00000198225,13,10,24,24,63,12,34,22,36,43,22,20,40,14,19,7,30
ENSG00000198231,5839,6900,9460,4472,12226,5349,8739,11708,7934,6355,7131,4723,6338,3412,7481,4483,6461
ENSG00000198237,3,1,4,2,4,1,7,7,2,6,2,0,2,3,0,2,3
ENSG00000198242,18656,10009,35431,8623,25769,8234,35111,29857,48424,24563,21292,18859,29369,15172,20118,9574,26508
ENSG00000198246,688,250,1147,225,199,191,2430,2080,1856,324,417,792,1047,223,543,105,833
ENSG00000198251,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0
ENSG00000198252,729,1086,1299,1133,1731,940,816,1689,743,1359,1088,1114,1299,880,1242,903,783
ENSG00000198258,2926,2218,5817,2397,4866,1975,4686,5216,6820,4756,3213,3828,8346,3247,3009,1896,3294
ENSG00000198261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198265,1623,1918,3015,1642,4074,1365,1981,5327,2080,1653,2082,2304,3778,813,1959,1709,2464
ENSG00000198270,330,158,683,157,174,121,878,1089,661,227,275,275,481,910,441,136,808
ENSG00000198271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198276,1582,670,2510,487,1179,491,1441,1927,1874,1669,958,850,2345,805,1209,437,1367
ENSG00000198277,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
ENSG00000198283,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000198284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198286,5163,7,1528,34,18,17,10400,6301,6901,680,744,1154,5240,747,1508,77,2893
ENSG00000198298,81,65,129,46,49,40,182,159,92,59,57,104,132,41,108,27,69
ENSG00000198300,317,957,259,814,1821,900,419,1470,227,207,1253,843,269,131,722,734,930
ENSG00000198301,823,1234,1946,1089,1884,1203,1658,2221,856,1434,1356,1137,1890,675,1200,985,693
ENSG00000198312,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0
ENSG00000198315,827,1492,1126,1128,1980,1098,1342,2601,663,637,1954,1377,1274,554,1338,874,978
ENSG00000198324,262,395,665,342,382,313,591,789,685,535,380,695,929,452,559,267,401
ENSG00000198326,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
ENSG00000198331,43,152,152,683,110,132,174,300,150,146,122,213,322,185,163,124,70
ENSG00000198336,13,5,13,8,31,4,1,10,4,10,11,11,5,2,8,5,9
ENSG00000198342,24,222,158,230,88,233,111,274,56,67,153,63,70,57,243,56,83
ENSG00000198346,193,237,441,147,187,112,423,692,239,193,214,436,326,34,274,55,230
ENSG00000198353,2,12,11,6,20,5,117,9,10,14,39,90,147,36,24,13,16
ENSG00000198354,4,78,8,132,60,62,4,29,1,1,84,20,15,5,108,42,4
ENSG00000198355,10026,831,27814,799,5882,456,3880,12824,25231,9190,4493,5394,14112,2747,6068,1555,10450
ENSG00000198356,1543,1187,3649,1527,2374,1200,2649,3119,3645,2898,1987,2506,5746,2257,1634,1168,2014
ENSG00000198358,2,1,0,0,0,1,2,5,0,0,1,0,1,2,0,0,0
ENSG00000198363,10387,6999,20260,8023,18889,5304,11173,15943,8586,6747,8835,8555,8857,6837,6841,5364,7522
ENSG00000198367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000198369,4232,807,2802,677,1267,445,3198,4315,3487,2104,1490,2405,2588,637,1209,594,2927
ENSG00000198373,2548,1141,5999,1037,2033,897,4105,5618,5051,3415,2627,2761,3926,1720,2341,923,3323
ENSG00000198380,2774,1385,5258,2601,3205,1542,2872,5965,4025,3399,2302,3652,5860,3106,2037,1770,2820
ENSG00000198382,891,1044,1613,897,2343,912,1316,2073,1319,1022,1611,1061,1689,448,1420,957,1197
ENSG00000198384,2,4,2,2,10,3,4,6,8,3,7,3,9,3,6,0,12
ENSG00000198390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198393,921,211,776,194,535,191,656,891,377,554,370,344,384,240,446,222,575
ENSG00000198398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198399,2774,2476,3168,1907,5348,1869,2579,5069,2607,4451,2739,2452,3364,2306,2649,2050,2812
ENSG00000198400,18,19,33,24,97,3,2,27,12,31,18,42,26,10,13,16,18
ENSG00000198406,23,0,24,4,38,6,33,12,22,22,4,7,32,5,19,8,102
ENSG00000198408,4607,6141,7783,3919,13109,4655,8629,10850,4993,6270,7560,5000,5095,3815,7500,4007,6335
ENSG00000198414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000198416,3,35,20,39,29,28,53,70,16,12,27,25,14,7,30,16,17
ENSG00000198417,104,43,322,17,76,9,292,234,802,121,78,93,383,37,81,19,121
ENSG00000198420,502,631,1051,858,1110,422,1153,1796,1212,544,790,1134,1215,444,787,510,774
ENSG00000198429,196,165,179,161,120,138,325,422,353,46,148,129,387,22,148,187,161
ENSG00000198431,5010,25897,3641,9642,39445,14188,1066,5113,2194,3926,6668,4331,3853,5737,11964,22779,2800
ENSG00000198435,856,53,2786,81,286,44,180,1373,831,1411,471,695,3060,619,558,75,867
ENSG00000198440,80,170,208,113,244,159,160,264,79,109,161,178,342,44,177,109,102
ENSG00000198443,0,1,2,0,1,0,0,1,6,0,0,6,63,21,0,0,2
ENSG00000198445,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000198452,0,4,2,4,6,1,0,2,0,1,1,3,0,0,3,5,1
ENSG00000198453,108,311,400,289,478,289,404,643,329,192,376,313,540,49,474,279,237
ENSG00000198454,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
ENSG00000198455,1538,912,974,626,1753,522,799,1697,1536,662,834,593,1149,232,868,787,1891
ENSG00000198464,539,444,996,319,517,383,961,1403,866,455,449,888,1333,430,618,197,541
ENSG00000198466,775,311,1359,303,468,330,987,1667,718,631,458,679,1232,396,704,255,834
ENSG00000198467,6661,183135,28044,189530,231186,219179,19325,72672,12934,7606,109240,22255,7120,16481,116791,101493,8289
ENSG00000198468,4,42,43,24,85,43,76,198,91,8,46,79,64,36,98,43,46
ENSG00000198471,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000198478,1893,1539,7038,1337,1642,981,4459,4968,2394,7756,1983,1645,3759,5010,1925,890,1338
ENSG00000198482,422,285,826,277,348,196,546,1343,692,322,348,372,963,86,489,217,564
ENSG00000198483,162,537,1406,539,925,455,374,968,436,3128,769,397,356,2515,631,402,374
ENSG00000198488,0,0,6,0,0,0,2,3,0,56,0,1,32,30,1,0,1
ENSG00000198491,3,4,3,5,15,23,1,13,0,24,0,1,0,1,3,4,2
ENSG00000198492,3943,1412,5223,1513,3535,1309,4306,4387,6089,5384,2057,3228,4564,2520,2278,1038,2882
ENSG00000198496,220,130,464,129,231,75,472,724,237,120,118,185,441,54,294,150,101
ENSG00000198498,507,474,988,436,974,311,684,811,1016,828,543,725,967,418,490,368,519
ENSG00000198502,1408,1095,17076,826,7722,457,1768,1860,3037,3351,2337,9945,3135,1714,5143,960,4825
ENSG00000198513,280,719,746,1055,1106,804,417,814,405,465,757,543,740,233,763,579,402
ENSG00000198515,687,13,1661,8,24,8,2995,1274,2034,202,90,406,681,139,189,6,704
ENSG00000198517,7329,1279,5755,846,9317,1290,1855,4784,5681,3734,1225,1615,3735,623,2514,3077,6105
ENSG00000198520,34,6,87,12,31,6,49,61,23,64,28,16,66,23,89,9,34
ENSG00000198521,303,244,716,299,176,200,1281,1540,498,157,526,840,1074,53,354,128,459
ENSG00000198522,1146,728,2392,779,1398,598,1598,2094,1430,1734,1219,1415,2278,862,1157,611,1215
ENSG00000198523,275,9224,895,8580,40192,6638,891,4690,122,684,5234,1549,285,1583,4711,13744,265
ENSG00000198526,2,0,2,0,3,0,0,0,3,0,0,0,2,0,1,0,0
ENSG00000198535,219,2,15,1,211,1,6,32,30,47,47,230,205,5,35,21,37
ENSG00000198538,433,272,944,212,298,210,826,1272,547,538,261,665,1275,203,468,236,538
ENSG00000198542,296,731,290,1155,294,280,89,1299,126,70,552,588,1229,10,455,238,469
ENSG00000198546,394,281,684,375,646,289,504,662,926,497,411,542,491,407,523,302,442
ENSG00000198547,34,3,25,1,3,3,19,12,12,6,20,1,6,1,14,2,28
ENSG00000198551,266,488,811,632,222,505,876,1100,407,238,526,532,936,220,653,157,459
ENSG00000198553,15,5,19,7,19,6,26,18,31,19,11,10,15,7,19,11,22
ENSG00000198554,142,97,341,443,189,92,242,519,254,366,196,629,596,219,204,91,188
ENSG00000198555,1,0,1,0,1,0,2,0,0,3,1,0,0,1,0,0,2
ENSG00000198556,386,123,429,207,228,140,306,603,211,290,253,215,260,239,274,92,304
ENSG00000198561,24925,5247,33274,6538,15046,4854,24294,33812,18200,32353,9866,14484,21624,20992,7923,5274,18192
ENSG00000198563,6317,1442,4102,943,3255,912,4953,5835,1947,2534,1998,1345,1978,1798,3041,955,3127
ENSG00000198569,26,2,29,3,7,2,13,31,12,326,5,5,5,7,5,4,13
ENSG00000198570,10,35,2,7,5,1,1,2,0,17,8,6,3,0,7,5,3
ENSG00000198573,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198574,9,5,41,0,0,4,7,6,12,128,13,32,27,208,8,1,3
ENSG00000198576,1445,34,270,17,696,16,162,233,439,2757,32,82,148,235,80,115,487
ENSG00000198580,15,42,26,36,90,47,38,76,35,19,47,36,21,11,44,46,58
ENSG00000198585,1047,3090,2852,1795,5007,1997,2927,3573,2404,1515,2224,1573,3133,775,2475,1826,1616
ENSG00000198586,1068,2961,2834,2347,4703,2755,2221,4004,1594,2483,2612,2484,3649,1381,2738,2343,1741
ENSG00000198589,3862,1103,6073,1393,2923,1030,5721,10070,4842,4765,2378,2844,7314,2336,1875,953,3586
ENSG00000198590,23,6,38,5,11,13,34,38,16,14,23,8,20,8,24,4,14
ENSG00000198597,209,53,92,39,127,19,291,592,168,117,109,385,201,21,79,53,457
ENSG00000198598,111,61,99,111,255,77,33,257,115,107,113,150,146,39,154,64,178
ENSG00000198601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198604,6805,679,5390,579,3221,517,2370,3320,3031,4935,1126,2266,3007,1708,1666,650,2957
ENSG00000198610,3,0,0,0,1,0,2,3,6,0,0,1,7,2,2,0,1
ENSG00000198612,1518,1528,2547,2136,3300,1312,1799,2992,1778,1898,2022,2383,2187,941,1850,1545,1750
ENSG00000198618,477,296,1069,523,966,335,1137,873,1722,1370,499,779,1655,1020,709,250,884
ENSG00000198624,2778,17268,5712,14716,32068,11623,4198,11245,2835,3076,14247,4151,3656,3186,16202,13553,2919
ENSG00000198625,2100,1069,2492,832,2150,873,1978,3548,1164,1337,1303,971,1521,980,1635,1038,2035
ENSG00000198626,45,2957,155,2195,3153,3214,160,701,47,116,895,156,41,38,867,1403,102
ENSG00000198633,2,2,4,2,35,6,4,12,3,1,9,0,2,2,4,2,14
ENSG00000198642,1516,1457,2916,1835,1847,1136,2215,4011,1646,1426,1817,2005,1907,248,1681,896,2088
