ccl_name	master_ccl_id	ccle_primary_site	ccle_primary_hist	ccle_hist_subtype_1	growth_mode	culture_media	media_composition	snp_fp_status
BICR18	67	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	DMEM013	"DMEM, 20% FBS, 2mM L-glutamine, 400 ng/ml hydrocortisone"	SNP-matched-reference
BICR22	68	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	DMEM013	"DMEM, 20% FBS, 2mM L-glutamine, 400 ng/ml hydrocortisone"	SNP-matched-reference
BICR31	69	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	DMEM013	"DMEM, 20% FBS, 2mM L-glutamine, 400 ng/ml hydrocortisone"	SNP-matched-reference
BICR56	70	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	DMEM013	"DMEM, 20% FBS, 2mM L-glutamine, 400 ng/ml hydrocortisone"	SNP-matched-reference
BICR6	71	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	DMEM005	"DMEM, 10% FBS, 2 mM L-glutamine"	SNP-matched-reference
CAL27	114	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
CAL33	116	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	DMEM005	"DMEM, 10% FBS, 2 mM L-glutamine"	SNP-matched-reference
DETROIT562	208	upper_aerodigestive_tract	carcinoma		adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
FADU	255	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
HSC2	441	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
HSC3	442	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
HSC4	443	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
PECAPJ15	935	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	IMDM005	"IMDM, 10% FBS, 2 mM L-glutamine"	SNP-matched-reference
PECAPJ34CLONEC12	937	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	IMDM005	"IMDM, 10% FBS, 2 mM L-glutamine"	SNP-matched-reference
PECAPJ41CLONED2	939	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	IMDM005	"IMDM, 10% FBS, 2 mM L-glutamine"	SNP-matched-reference
PECAPJ49	940	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	IMDM002	"IMDM, 10% FBS"	SNP-matched-reference
SCC25	1008	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	DMEMF12005	"DMEM:F12 (1:1), 10% FBS, 400 ng/mL hydrocortisone"	SNP-unconfirmed
SCC4	1009	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	DMEMF12003	"DMEM:F12 (1:1), 10% FBS"	SNP-matched-reference
SCC9	1010	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	DMEMF12005	"DMEM:F12 (1:1), 10% FBS, 400 ng/mL hydrocortisone"	SNP-not-tested
SNU1041	1078	upper_aerodigestive_tract	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-unconfirmed
SNU1066	1079	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-unconfirmed
SNU1076	1080	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SNU1214	1087	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SNU46	1106	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
SNU899	1129	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
YD10B	1278	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
YD38	1280	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
YD8	1281	upper_aerodigestive_tract	carcinoma	squamous_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
253J	8	urinary_tract	carcinoma	transitional_cell_carcinoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-unconfirmed
253JBV	9	urinary_tract	carcinoma	transitional_cell_carcinoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-unconfirmed
5637	3	urinary_tract	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
639V	14	urinary_tract	carcinoma	transitional_cell_carcinoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
647V	15	urinary_tract	carcinoma	transitional_cell_carcinoma	adherent	DMEM011	"DMEM, 15% FBS"	SNP-matched-reference
BC3C	55	urinary_tract	carcinoma	transitional_cell_carcinoma	adherent	MCCOYS5A001	"McCoy's 5A, 10% FBS"	SNP-matched-reference
BFTC905	61	urinary_tract	carcinoma	transitional_cell_carcinoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
CAL29	115	urinary_tract	carcinoma	transitional_cell_carcinoma	adherent	DMEM001	"DMEM, 10% FBS"	SNP-matched-reference
HT1197	448	urinary_tract	carcinoma		adherent	EMEM003	"EMEM, 10% FBS, 0.1 mM NEAA"	SNP-matched-reference
HT1376	449	urinary_tract	carcinoma	transitional_cell_carcinoma	adherent	EMEM003	"EMEM, 10% FBS, 0.1 mM NEAA"	SNP-matched-reference
J82	482	urinary_tract	carcinoma	transitional_cell_carcinoma	adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
JMSU1	506	urinary_tract	carcinoma		adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
KMBC2	537	urinary_tract	carcinoma		adherent	HAMSF12002	"HamsF12, 20% FBS"	SNP-not-tested
KU1919	575	urinary_tract	carcinoma	transitional_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
RT112	997	urinary_tract	carcinoma	transitional_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-matched-reference
RT4	999	urinary_tract	carcinoma	transitional_cell_carcinoma	adherent	MCCOYS5A001	"McCoy's 5A, 10% FBS"	SNP-matched-reference
SCABER	1006	urinary_tract	carcinoma	transitional_cell_carcinoma	adherent	EMEM003	"EMEM, 10% FBS, 0.1 mM NEAA"	SNP-matched-reference
SW1710	1158	urinary_tract	carcinoma	transitional_cell_carcinoma	adherent	DMEM011	"DMEM, 15% FBS"	SNP-matched-reference
T24	1172	urinary_tract	carcinoma	transitional_cell_carcinoma	adherent	MCCOYS5A001	"McCoy's 5A, 10% FBS"	SNP-matched-reference
TCCSUP	1183	urinary_tract	carcinoma	transitional_cell_carcinoma	adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
UBLC1	1236	urinary_tract	carcinoma	transitional_cell_carcinoma	adherent	DMEM005	"DMEM, 10% FBS, 2 mM L-glutamine"	SNP-not-tested
UMUC1	1243	urinary_tract	carcinoma	transitional_cell_carcinoma	adherent	MEM003	"MEM, 10% FBS, 2mM L-glutamine,  0.1 mM NEAA"	SNP-matched-reference
UMUC3	1244	urinary_tract	carcinoma	transitional_cell_carcinoma	adherent	EMEM001	"EMEM, 10% FBS"	SNP-matched-reference
VMCUB1	1250	urinary_tract	carcinoma	transitional_cell_carcinoma	adherent	RPMI001	"RPMI, 10% FBS"	SNP-unconfirmed
