,TCGA-3C-AAAU-01,TCGA-3C-AALI-01,TCGA-3C-AALJ-01,TCGA-3C-AALK-01,TCGA-4H-AAAK-01
IGKV1-16,0,0,0,0,0
IGKV1-17,0,0,0,0,0
SLC9A3R2,0,0,0,0,0
SCHIP1,0,0,0,0,0
CTD-2281E23.2,0,0,0,0,0
CTBP1-AS1,0,0,0,0,0
ZFYVE19,0,0,0,0,0
MARCO,0,0,0,0,0
SAP30,0,0,0,0,0
NBL1,0,0,0,0,0
HSFX2,0,0,0,0,0
HSFX1,0,0,0,0,0
DRC1,0,0,0,0,0
RP11-368J21.3,0,0,0,0,0
F8VWF,0,0,0,0,0
C1orf53,0,0,0,0,0
C1orf52,0,0,0,0,0
C1orf51,0,0,0,0,0
C1orf50,0,0,0,0,0
C1orf56,0,0,0,0,0
C1orf54,0,0,0,0,0
MARC1,0,0,0,0,0
MARC2,0,0,0,0,0
RN7SL696P,0,0,0,0,0
HIST1H4PS1,0,0,0,0,0
ZNF199,0,0,0,0,0
CSRP2BP,0,0,0,0,0
APCDD1L-AS1,0,0,0,0,0
OR7E96P,0,0,0,0,0
RN7SL522P,0,0,0,0,0
SMPD4,0,0,0,0,0
RPL37P8,0,0,0,0,0
SMPD1,0,0,0,0,0
SMPD3,0,0,0,0,0
RN7SL734P,0,0,0,0,0
BRIP1,0,0,0,0,0
PDE11A,0,0,0,0,0
TTC28,0,0,0,0,0
TTC29,0,0,0,0,0
AC011897.1,0,0,0,0,0
TTC24,0,0,0,0,0
TTC25,0,0,0,0,0
TTC26,0,0,0,0,0
TTC27,0,0,0,0,0
PATL2,0,0,0,0,0
RPL37P1,0,0,0,0,0
TTC22,0,0,0,0,0
PATL1,0,0,0,0,0
RNU5A-5P,0,0,0,0,0
ENO1,0,0,0,0,0
ENO2,0,0,0,0,0
ENO3,0,0,0,0,0
ENO4,0,0,0,0,0
TRNAG32P,0,0,0,0,0
ZADH2,0,0,0,0,0
CNRS7,0,0,0,0,0
CNRS6,0,0,0,0,0
CNRS5,0,0,0,0,0
CNRS4,0,0,0,0,0
CNRS2,0,0,0,0,0
CNRS1,0,0,0,0,0
HNF6A,0,0,0,0,0
CNRS8,0,0,0,0,0
TRNAR19,0,0,0,0,0
FAM177A1P1,0,0,0,0,0
CBX3P8,0,0,0,0,0
CBX3P9,0,0,0,0,0
CBX3P6,0,0,0,0,0
CBX3P7,0,0,0,0,0
CBX3P4,0,0,0,0,0
CBX3P5,0,0,0,0,0
CBX3P2,0,0,0,0,0
CBX3P3,0,0,0,0,0
TRNAR13,0,0,0,0,0
CBX3P1,0,0,0,0,0
OBSCN,0,0,0,0,0
MLPL1,0,0,0,0,0
SRRD,0,0,0,0,0
RN7SL826P,0,0,0,0,0
AC011308.1,0,0,0,0,0
MCL1,0,0,0,0,0
SORBS1,0,0,0,0,0
SORBS3,0,0,0,0,0
SORBS2,0,0,0,0,0
ODC1,0,0,0,0,0
RN7SL457P,0,0,0,0,0
TCP1P1,0,0,0,0,0
TCP1P2,0,0,0,0,0
TCP1P3,0,0,0,0,0
IL18RAP,0,0,0,0,0
TMEM167AP1,0,0,0,0,0
EMWX,0,0,0,0,0
EOMES,0,0,0,0,0
BCDIN3D-AS1,0,0,0,0,0
RNU4-68P,0,0,0,0,0
MIR873,0,0,0,0,0
SPATA31B1,0,0,0,0,0
MIR877,0,0,0,0,0
MIR876,0,0,0,0,0
MIR875,0,0,0,0,0
MIR874,0,0,0,0,0
PDSS2,0,0,0,0,0
PDSS1,0,0,0,0,0
ZSWIM5P3,0,0,0,0,0
ZSWIM5P2,0,0,0,0,0
ZSWIM5P1,0,0,0,0,0
TRNAI28P,0,0,0,0,0
ODCP,0,0,0,0,0
FBXO18,0,0,0,0,0
FKBP15,0,0,0,0,0
UBE2J1,0,0,0,0,0
FKBP10,0,0,0,0,0
FKBP11,0,0,0,0,0
FBXO10,0,0,0,0,0
FBXO11,0,0,0,0,0
FBXO16,0,0,0,0,0
FBXO17,0,0,0,0,0
FBXO14,0,0,0,0,0
FBXO15,0,0,0,0,0
TRBJ2-4,0,0,0,0,0
SNORD94,0,0,0,0,0
TRBJ2-6,0,0,0,0,0
TRBJ2-7,0,0,0,0,0
TRBJ2-1,0,0,0,0,0
AGAP1-IT1,0,0,0,0,0
TRBJ2-3,0,0,0,0,0
SFTA3,0,0,0,0,0
SFTA2,0,0,0,0,0
RNU7-98P,0,0,0,0,0
MIRLET7F1,0,0,0,0,0
MIRLET7F2,0,0,0,0,0
CNGB1,0,0,0,0,0
SNORD90,0,0,0,0,0
CNGB3,0,0,0,0,0
SNORD47,0,0,0,0,0
BCLAF1,0,0,0,0,0
CLK2P,0,0,0,0,0
PLA2G6,0,0,0,0,0
PLA2G7,0,0,0,0,0
PLA2G4,0,0,0,0,0
CLCS,0,0,0,0,0
PLA2G3,0,0,0,0,0
AC115618.1,0,0,0,0,0
GDPGP1,0,0,0,0,0
RN7SL717P,0,0,0,0,0
CCDC77,0,0,0,0,0
KRTAP1-3,0,0,0,0,0
KRTAP1-4,0,0,0,0,0
CCDC73,0,0,0,0,0
CCDC70,0,0,0,0,0
CCDC71,0,0,0,0,0
CCDC78,0,0,0,0,0
CCDC79,0,0,0,0,0
HIST3H2BB,0,0,0,0,0
HIST3H2BA,0,0,0,0,0
SNORD4B,0,0,0,0,0
SNORD4A,0,0,0,0,0
GTF2F2P1,0,0,0,0,0
RN7SL526P,0,0,0,0,0
GHITM,0,0,0,0,0
GTF2F2P2,0,0,0,0,0
CSHL1,0,0,0,0,0
CARD6,0,0,0,0,0
RPL7P57,0,0,0,0,0
FKBP1B,0,0,0,0,0
FKBP1C,0,0,0,0,0
FKBP1A,0,0,0,0,0
FKBP1L,0,0,0,0,0
RN7SL622P,0,0,0,0,0
SPATA31D2P,0,0,0,0,0
RPL17P2,0,0,0,0,0
RP13-672B3.2,0,0,0,0,0
PBDX,0,0,0,0,0
RPL17P6,0,0,0,0,0
TATDN2P1,0,0,0,0,0
MAP10,0,0,0,0,0
RPL17P8,0,0,0,0,0
LGALS9C,0,0,0,0,0
LGALS9B,0,0,0,0,0
UNC50,0,0,0,0,0
NKAIN4,0,0,0,0,0
NKAIN3,0,0,0,0,0
NKAIN2,0,0,0,0,0
NKAIN1,0,0,0,0,0
ATP6V1G1P4,0,0,0,0,0
ATP6V1G1P5,0,0,0,0,0
ATP6V1G1P6,0,0,0,0,0
ATP6V1G1P7,0,0,0,0,0
IGSF9B,0,0,0,0,0
ATP6V1G1P1,0,0,0,0,0
ATP6V1G1P2,0,0,0,0,0
ATP6V1G1P3,0,0,0,0,0
UNC5B,0,0,0,0,0
UNC5C,0,0,0,0,0
VGF,0,0,0,0,0
UNC5A,0,0,0,0,0
MAP1L,0,0,0,0,0
UNC5D,0,0,0,0,0
REXO1L9P,0,0,0,0,0
MAP1S,0,0,0,0,0
CCP110,0,0,0,0,0
TRIM66,0,0,0,0,0
VGR,0,0,0,0,0
CEBPZ-AS1,0,0,0,0,0
RNU4-63P,0,0,0,0,0
ANKRD19P,0,0,0,0,0
TPMTP1,0,0,0,0,0
TPMTP3,0,0,0,0,0
TPMTP2,0,0,0,0,0
TPMTP4,0,0,0,0,0
OR10U1P,0,0,0,0,0
RPL18A,0,0,0,0,0
RN7SL179P,0,0,0,0,0
VDAC1P1,0,0,0,0,0
VDAC1P2,0,0,0,0,0
VDAC1P3,0,0,0,0,0
VDAC1P4,0,0,0,0,0
VDAC1P5,0,0,0,0,0
VDAC1P6,0,0,0,0,0
VDAC1P7,0,0,0,0,0
CLEC18A,0,0,0,0,0
VDAC1P9,0,0,0,0,0
CEND1,0,0,0,0,0
CLEC18B,0,0,0,0,0
STARD13-AS1,0,0,0,0,0
OR4P1P,0,0,0,0,0
TARDBPP1,0,0,0,0,0
TARDBPP2,0,0,0,0,0
PPCD3,0,0,0,0,0
SDR42E1,0,0,0,0,0
ALOX12B,0,0,0,0,0
EPB41L1,0,0,0,1,0
ABCA10,0,0,0,0,0
EPB41L3,0,0,0,0,0
EPB41L2,0,0,0,0,0
EPB41L5,0,0,0,0,0
ACSS3,0,0,0,0,0
ACSS2,0,0,0,0,0
ACSS1,0,0,0,0,0
KIDINS220,0,0,0,0,0
ABCA13,0,0,0,0,0
IGLVIV-59,0,0,0,0,0
HSPA8P10,0,0,0,0,0
DFNA6,0,0,0,0,0
DFNA7,0,0,0,0,0
DFNA4,0,0,0,0,0
DFNA5,0,0,0,0,0
DFNA2,0,0,0,0,0
DFNA3,0,0,0,0,0
DFNA1,0,0,0,0,0
WNT3,0,0,0,0,0
WNT2,0,0,0,0,0
LRRN5,0,0,0,0,0
LRRN4,0,0,0,0,0
AGXT,0,0,0,0,0
LRRN2,0,0,0,0,0
DFNA8,0,0,0,0,0
DFNA9,0,0,0,0,0
RBMY2JP,0,0,0,0,0
HOXA11-AS,0,0,0,0,0
RNF175,0,0,0,0,0
RNF170,0,0,0,0,0
ASAP1-IT1,0,0,0,0,0
ERVK3,0,0,0,0,0
ERVK2,0,0,0,0,0
FGGY,0,0,0,0,0
PCNA,0,0,0,0,0
EIF3EP4,0,0,0,0,0
ZBTB7A,0,0,0,0,0
ZBTB7C,0,0,0,0,0
ZBTB7B,0,0,0,0,0
OR4C14P,0,0,0,0,0
PCNP,0,0,0,0,0
PCNT,0,0,0,0,0
RN7SL124P,0,0,0,0,0
PCNX,0,0,0,0,0
UTY,0,0,0,0,0
AC090044.1,0,0,0,0,0
CYP17A1-AS1,0,0,0,0,0
PCAT1,0,0,0,0,0
PACRG,0,0,0,0,0
DNPH1,0,0,0,0,0
MIR409,0,0,0,0,0
TOP3B,0,0,0,0,0
UFD1L,0,0,0,0,0
ILF3,0,0,0,0,0
ILF2,0,0,0,0,0
NAC,0,0,0,0,0
BOR,0,0,0,0,0
BOK,0,0,0,0,0
BOC,0,0,0,0,0
DENND2C,0,0,0,0,0
DENND2A,0,0,0,0,0
MIR1-1,0,0,0,0,0
DENND2D,0,0,0,0,0
GAGE1,0,0,0,0,0
PPT1,0,0,0,0,0
GAGE3,0,0,0,0,0
ILA,0,0,0,0,0
GAGE5,0,0,0,0,0
GAGE4,0,0,0,0,0
GAGE7,0,0,0,0,0
GAGE6,0,0,0,0,0
TUSC2P1,0,0,0,0,0
UBE2G2,0,0,0,0,0
IGBP1-AS1,0,0,0,0,0
IGBP1-AS2,0,0,0,0,0
UBE2G1,0,0,0,0,0
SAFB,0,0,0,0,0
MRPL3P1,0,0,0,0,0
RFPL4AL1,0,0,0,0,0
TRNP1,0,0,0,0,0
RNA5SP193,0,0,0,0,0
UBOX5-AS1,0,0,0,0,0
IGHV5-78,0,0,0,0,0
NUDT19P4,0,0,0,0,0
OR7E157P,0,0,0,0,0
WDR1,0,0,0,0,0
YBX3P1,0,0,0,0,0
TRNAF5,0,0,0,0,0
TRNAF4,0,0,0,0,0
PPP1R26,0,0,0,0,0
PPP1R27,0,0,0,0,0
TRNAF1,0,0,0,0,0
PPP1R21,0,0,0,0,0
TRNAF3,0,0,0,0,0
TRNAF2,0,0,0,0,0
NGLY1,0,0,0,0,0
TRNAF8,0,0,0,0,0
RNU4-43P,0,0,0,0,0
RNA5SP69,0,0,0,0,0
RNA5SP68,0,0,0,0,0
RNA5SP65,0,0,0,0,0
RNA5SP64,0,0,0,0,0
RNA5SP67,0,0,0,0,0
RNA5SP66,0,0,0,0,0
RNA5SP61,0,0,0,0,0
RNA5SP60,0,0,0,0,0
RNA5SP63,0,0,0,0,0
EBDCT,0,0,0,0,0
CYP4F27P,0,0,0,0,0
RN7SL55P,0,0,0,0,0
MTATT,0,0,0,0,0
FAS-AS1,0,0,0,0,0
AIFM1P1,0,0,0,0,0
ZCCHC23,0,0,0,0,0
LMX1A,0,0,0,0,0
ZCCHC24,0,0,0,0,0
LMX1B,0,0,0,0,0
OR6V1,0,0,0,0,0
RP11-785H5.2,0,0,0,0,0
RP11-182J1.1,0,0,0,0,0
MACOM,0,0,0,0,0
ETV3L,0,0,0,0,0
LCCS2,0,0,0,0,0
RPL31P37,0,0,0,0,0
LCCS1,0,0,0,0,0
SERPINA2P,0,0,0,0,0
KCP,0,0,0,0,0
KCS,0,0,0,0,0
SMAN1,0,0,0,0,0
SIGLEC27P,0,0,0,0,0
VN1R106P,0,0,0,0,0
CNR1,0,0,0,0,0
GBX2,0,0,0,0,0
GBX1,0,0,0,0,0
CNR2,0,0,0,0,0
GNL3L,0,0,0,0,0
NRASL2,0,0,0,0,0
NRASL3,0,0,0,0,0
JARID2-AS1,0,0,0,0,0
NRASL1,0,0,0,0,0
PIGCP1,0,0,0,0,0
PIGCP2,0,0,0,0,0
RAB9AP2,0,0,0,0,0
OR4A17P,0,0,0,0,0
RAB9AP1,0,0,0,0,0
RAB9AP4,0,0,0,0,0
RAB9AP5,0,0,0,0,0
TGS1,0,0,0,0,0
ANKS1B,0,0,0,0,0
IGHV5-A,0,0,0,0,0
ANKS1A,0,0,0,0,0
RNA5SP325,0,0,0,0,0
RNA5SP324,0,0,0,0,0
RNA5SP327,0,0,0,0,0
RNA5SP326,0,0,0,0,0
RNA5SP321,0,0,0,0,0
RNA5SP320,0,0,0,0,0
RNA5SP323,0,0,0,0,0
RNA5SP322,0,0,0,0,0
OR2A15P,0,0,0,0,0
RNA5SP329,0,0,0,0,0
RNA5SP328,0,0,0,0,0
MIR1972-2,0,0,0,0,0
MIR1972-1,0,0,0,0,0
RN7SL579P,0,0,0,0,0
ADAM10,0,0,0,0,0
ADAM11,0,0,0,0,0
ADAM12,0,0,0,0,0
ANX2L1,0,0,0,0,0
ADAM15,0,0,0,0,0
ANX2L3,0,0,0,0,0
ADAM17,0,0,0,0,0
ADAM18,0,0,0,0,0
ADAM19,0,0,0,0,0
MEPE,0,0,0,0,0
HAGH,0,0,0,0,0
TRBV20-1,0,0,0,0,0
G3BP1,0,0,0,0,0
OPALIN,0,0,0,0,0
OR10G10P,0,0,0,0,0
RN7SL502P,0,0,0,0,0
U2AF1L4,0,0,0,0,0
NDEL1,0,0,0,0,0
SULT1D1P,0,0,0,0,0
SHANK3,0,0,0,0,0
RN7SL317P,0,0,0,0,0
SHANK1,0,1,0,0,0
ADAM1A,0,0,0,0,0
ANX2LG,0,0,0,0,0
RNU2-6P,0,0,0,0,0
CHEL3,0,0,0,0,0
CHEL1,0,0,0,0,0
UCP2,0,0,0,0,0
CNTN4-AS1,0,0,0,0,0
FAM7B1,0,0,0,0,0
PCSK9,0,0,0,0,0
OR1AC1P,0,0,0,0,0
PCSK3,0,0,0,0,0
PCSK1,0,0,0,0,0
PCSK6,0,0,0,0,0
PCSK7,0,0,0,0,0
PCSK4,0,0,0,0,0
PCSK5,0,0,0,0,0
MDRV,0,0,0,0,0
NUDT19P1,0,0,0,0,0
SRSF9P1,0,0,0,0,0
RBM14,0,0,0,0,0
MDR1,0,0,0,0,0
MDR3,0,0,0,0,0
OFD1P8Y,0,0,0,0,0
RN7SL477P,0,0,0,0,0
OSTCP7,0,0,0,0,0
TXDI3,0,0,0,0,0
BTEB2,0,0,0,0,0
TC2N,0,0,0,0,0
RP4-758J18.2,0,0,0,0,0
OSTCP4,0,0,0,0,0
PLTP,0,0,0,0,0
OSTCP2,0,0,0,0,0
EBR2A,0,0,0,0,0
DPYSL4,0,0,0,0,0
CORS2,0,0,0,0,0
SETBP1,0,0,0,0,0
RN7SL232P,0,0,0,0,0
DPYSL2,0,0,0,0,0
FAM151B,0,0,0,0,0
FAM151A,0,0,0,0,0
RN7SL867P,0,0,0,0,0
ZNF129,0,0,0,0,0
RPL7P26,0,0,0,0,0
RPL7P27,0,0,0,0,0
USH3B,0,0,0,0,0
SNORD91B,0,0,0,0,0
SNORD91A,0,0,0,0,0
PAXIP1,0,0,0,0,0
VPRBP,0,0,0,0,0
RPL13AP7,0,0,0,0,0
RPL13AP6,0,0,0,0,0
RPL13AP5,0,0,0,0,0
RPL7P29,0,0,0,0,0
RPL13AP3,0,0,0,0,0
RPL13AP2,0,0,0,0,0
RPL13AP9,0,0,0,0,0
RPL13AP8,0,0,0,0,0
USE1,0,0,0,0,0
CNRIP1,0,0,0,0,0
BMIQ6,0,0,0,0,0
BMIQ4,0,0,0,0,0
BMIQ5,0,0,0,0,0
BMIQ2,0,0,0,0,0
BMIQ3,0,0,0,0,0
PGL1,0,0,0,0,0
BMIQ1,0,0,0,0,0
PLGLB2,0,0,0,0,0
ARMCX5-GPRASP2,0,0,0,0,0
TAGLN2P1,0,0,0,0,0
CYP1B1-AS1,0,0,0,0,0
DTX3,0,0,0,0,0
CDC34,0,0,0,0,0
CDC37,0,0,0,0,0
RNU7-155P,0,0,0,0,0
TRNAK40P,0,0,0,0,0
OR2T34,0,0,0,0,0
OR2T35,0,0,0,0,0
OR2T33,0,0,0,0,0
RPS3L1,0,0,0,0,0
NAMPTL,0,0,0,0,0
PROSER2-AS1,0,0,0,0,0
VN1R38P,0,0,0,0,0
PBCRA1,0,0,0,0,0
SPIN2A,0,0,0,0,0
SPIN2B,0,0,0,0,0
PGLS,0,0,0,0,0
RN7SL580P,0,0,0,0,0
WDR7,0,0,0,0,0
CDC42-IT1,0,0,0,0,0
RN7SL100P,0,0,0,0,0
MRPL42P6,0,0,0,0,0
MRPL42P5,0,0,0,0,0
MRPL42P4,0,0,0,0,0
CCNA2,0,0,0,0,0
MRPL42P2,0,0,0,0,0
MRPL42P1,0,0,0,0,0
CCNA1,0,0,0,0,0
DYNC1I1,0,0,0,0,0
VPS28,0,0,0,0,0
DYNC1I2,0,0,0,0,0
OR5P1P,0,0,0,0,0
SKA1,0,0,0,0,0
SKA3,0,0,0,0,0
SKA2,0,0,0,0,0
RN7SKP58,0,0,0,0,0
RN7SKP59,0,0,0,0,0
PCDH23,0,0,0,0,0
RN7SKP55,0,0,0,0,0
GRID2IP,0,0,0,0,0
PCDH20,0,0,0,0,0
RN7SKP50,0,0,0,0,0
RN7SKP51,0,0,0,0,0
RN7SKP52,0,0,0,0,0
RN7SKP53,0,0,0,0,0
ZNF119,0,0,0,0,0
MT1P1,0,0,0,0,0
RN7SKP113,0,0,0,0,0
MT1P3,0,0,0,0,0
SDU,0,0,0,0,0
ZRK,0,0,0,0,0
MRPL32P1,0,0,0,0,0
CTBP2P7,0,0,0,0,0
RP11-15H20.7,0,0,0,0,0
C6orf89,0,0,0,0,0
ZNF113,0,0,0,0,0
IFNWP9,0,0,0,0,0
PPP1R13B,0,0,0,0,0
IFNWP2,0,0,0,0,0
SMARCD3,0,0,0,0,0
PPP1R13L,0,0,0,0,0
IFNWP4,0,0,0,0,0
IFNWP5,0,0,0,0,0
TMC5,0,0,0,0,0
AKR1E2,0,0,0,0,0
TMC6,0,0,0,0,0
GLUR3,0,0,0,0,0
RNU4ATAC10P,0,0,0,0,0
RPL15P22,0,0,0,0,0
RPL15P20,0,0,0,0,0
RPL15P21,0,0,0,0,0
LTV1P1,0,0,0,0,0
WNT10B,0,0,0,0,0
OR4A4P,0,0,0,0,0
HSP90B3P,0,0,0,0,0
MIR147B,0,0,0,0,0
ADPGK,0,0,0,0,0
MIR1471,0,0,0,0,0
MIR1470,0,0,0,0,0
NEUROG3,0,0,0,0,0
OR4A47,0,0,0,0,0
RPL36AP36,0,0,0,0,0
LPP-AS1,0,0,0,0,0
LPP-AS2,0,0,0,0,0
RPL36AP35,0,0,0,0,0
RPL36AP32,0,0,0,0,0
RPL36AP33,0,0,0,0,0
RPL36AP30,0,0,0,0,0
RPL36AP31,0,0,0,0,0
RPL36AP38,0,0,0,0,0
RPL36AP39,0,0,0,0,0
PYK,0,0,0,0,0
SDAD1P4,0,0,0,0,0
TM4SF19,0,0,0,0,0
ZNF207,0,0,0,0,0
SDAD1P1,0,0,0,0,0
SDAD1P2,0,0,0,0,0
MAGT1,0,0,0,0,0
SNORD115-6,0,0,0,0,0
SNORD115-7,0,0,0,0,0
SNORD115-4,0,0,0,0,0
LAMB1,0,0,0,0,0
SRGAP2-IT1,0,0,0,0,0
LAMB3,0,0,0,0,0
LAMB2,0,0,0,0,0
CYSLTR2,0,0,0,0,0
LAMB4,0,0,0,0,0
ATP7B,0,0,0,0,0
MPHOSPH9,0,0,0,0,0
MPHOSPH8,0,0,0,0,0
SNORD115-1,0,0,0,0,0
MPHOSPH6,0,0,0,0,0
MRPS35P2,0,0,0,0,0
MRPS35P3,0,0,0,0,0
MRPS35P1,0,0,0,0,0
MIR936,0,0,0,0,0
ASTN2,0,0,0,0,0
ASTN1,0,0,0,0,0
MIR935,0,0,0,0,0
MIR933,0,0,0,0,0
MIR5583-2,0,0,0,0,0
MIR5583-1,0,0,0,0,0
ASS1P4,0,0,0,0,0
MIR938,0,0,0,0,0
MIR939,0,0,0,0,0
MGA,0,0,0,0,0
MGF,0,0,0,0,0
SVEP1,0,0,0,0,0
MGP,0,0,0,0,0
RSPH3,0,0,0,0,0
RN7SL191P,0,0,0,0,0
ADSS,0,0,0,0,0
TSEN15P2,0,0,0,0,0
TSEN15P3,0,0,0,0,0
AL589765.1,0,0,0,0,0
SAMD4A,0,0,0,0,0
ADSL,0,0,0,0,0
SAMD4B,0,0,0,0,0
CYorf17,0,0,0,0,0
GAS2L1,0,0,0,0,0
GAS2L3,0,0,0,0,0
GAS2L2,0,1,0,0,0
TGM7,0,0,0,0,0
CFAG,0,0,0,0,0
FAM53C,0,0,0,0,0
YWHAQP9,0,0,0,0,0
YWHAQP8,0,0,0,0,0
YWHAQP1,0,0,0,0,0
YWHAQP3,0,0,0,0,0
YWHAQP2,0,0,0,0,0
YWHAQP5,0,0,0,0,0
YWHAQP4,0,0,0,0,0
YWHAQP7,0,0,0,0,0
YWHAQP6,0,0,0,0,0
UOX,0,0,0,0,0
RPS15AP1,0,0,0,0,0
RNU4-49P,0,0,0,0,0
HN1L,0,0,0,0,0
ZW10,0,0,0,0,0
TRIM38,0,0,0,0,0
OR8C4P,0,0,0,0,0
RSRC1,0,0,0,0,0
RSRC2,0,0,0,0,0
RNU5A-8P,0,0,0,0,0
RPS15AP9,0,0,0,0,0
CPN2,0,0,0,0,0
CPN1,0,0,0,0,0
TP73-AS1,0,0,0,0,0
PYY2,0,0,0,0,0
PYY3,0,0,0,0,0
CDADC1,0,0,0,0,0
SEPT7P9,0,0,0,0,0
PHACTR1,0,0,0,0,0
OR2K2,0,0,0,0,0
ARHGAP44,0,0,0,0,0
ZNF733P,0,0,0,0,0
CASQ1,0,0,0,0,0
ARHGAP40,0,0,0,0,0
ARHGAP42,0,0,0,0,0
NLGN1,0,0,0,0,0
TRGJP1,0,0,0,0,0
PCBP1-AS1,0,0,0,0,0
PLA2G16,0,0,0,0,0
RPS21P1,0,0,0,0,0
RP11-397E7.2,0,0,0,0,0
TNNT1,0,0,0,0,0
CDC42EP3,0,0,0,0,0
CDC42EP2,0,0,0,0,0
CDC42EP1,0,0,0,0,0
REREP2Y,0,0,0,0,0
CDC42EP5,0,0,0,0,0
CDC42EP4,0,0,0,0,0
UBE2Q2P2,0,0,0,0,0
HEIH,0,0,0,0,0
GPRC6A,0,0,0,0,0
TBKBP1,0,0,0,0,0
OTM,0,0,0,0,0
ABI2,0,0,0,0,0
ABI3,0,0,0,0,0
ABI1,0,0,0,0,0
TESC,0,0,0,0,0
OR2AS2P,0,0,0,0,0
OTP,0,0,0,0,0
PITPNC1,0,0,0,0,0
KRT39,0,0,0,0,0
CACNA1G-AS1,0,0,0,0,0
KRT31,0,0,0,0,0
IGKV2OR2-10,0,0,0,0,0
KRT35,0,0,0,0,0
AOC3,0,0,0,0,0
KRT37,0,0,0,0,0
KRT36,0,0,0,0,0
IL21,0,0,0,0,0
IL20,0,0,0,0,0
IL22,0,0,0,0,0
IL25,0,0,0,0,0
IL24,0,0,0,0,0
IL27,0,0,0,0,0
IL26,0,0,0,0,0
IGLV1-36,0,0,0,0,0
SNORD96B,0,0,0,0,0
TIMP1,0,0,0,0,0
SLC22A6,0,1,0,0,0
CLINT1,0,0,0,0,0
TSEN2P1,0,0,0,0,0
C4B,0,0,0,0,0
SLC22A7,0,1,0,0,0
AHRR,0,0,0,0,0
RN7SL607P,0,0,0,0,0
PRDX3P4,0,0,0,0,0
PRDX3P2,0,0,0,0,0
PRDX3P3,0,0,0,0,0
PRDX3P1,0,0,0,0,0
ADCY4,0,0,0,0,0
ADCY5,0,0,0,0,0
ADCY6,0,0,0,0,0
ADCY7,0,0,0,0,0
ADCY1,0,0,0,0,0
ADCY2,0,0,0,0,0
ADCY3,0,0,0,0,0
ADCY8,0,1,0,0,0
ADCY9,0,0,0,0,0
IL2R,0,0,0,0,0
NUCKS1,0,0,0,0,0
IGKV2OR2-1A,0,0,0,0,0
DDI2,0,0,0,0,0
DDI1,0,0,0,0,0
IRGQ,0,0,0,0,0
XRCC9,0,0,0,0,0
XRCC8,0,0,0,0,0
HOXB-AS2,0,0,0,0,0
HOXB-AS3,0,0,0,0,0
XRCC3,0,0,0,0,0
HOXB-AS1,0,0,0,0,0
XRCC5,0,0,0,0,0
XRCC4,0,0,0,0,0
HOXB-AS4,0,0,0,0,0
HOXB-AS5,0,0,0,0,0
DNAHL1,0,0,0,0,0
MEIS3,0,0,0,0,0
MEIS2,0,0,0,0,0
MEIS1,0,0,0,0,0
PCDHAC2,0,0,0,0,0
PCDHAC1,0,0,0,0,0
SLC22A3,0,0,0,0,0
CTLA4,0,0,0,0,0
CTLA1,0,0,0,0,0
CTLA3,0,0,0,0,0
CTLA8,0,0,0,0,0
ESPNL,0,0,0,0,0
OR5AN1,0,0,0,0,0
USP32P2,0,0,0,0,0
ESPNP,0,0,0,0,0
USP32P4,0,0,0,0,0
PCDHACT,0,0,0,0,0
DDX60,0,0,0,0,0
CTSL1,0,0,0,0,0
CTSL2,0,0,0,0,0
MLIP-IT1,0,0,0,0,0
H2AFY2,0,0,0,0,0
PSOR1,0,0,0,0,0
ADCY10,0,0,0,0,0
KCNA9,0,0,0,0,0
KCNA6,0,0,0,0,0
KCNA7,0,0,0,0,0
KCNA4,0,0,0,0,0
KCNA5,0,0,0,0,0
KCNA2,0,0,0,0,0
KCNA3,0,0,0,0,0
KCNA1,0,0,0,0,0
OPTN,0,0,0,0,0
BHMT,0,0,0,0,0
OPTC,0,0,0,0,0
FTL,0,0,0,0,0
GAPDHP39,0,0,0,0,0
GAPDHP38,0,0,0,0,0
FTO,0,1,0,0,0
GAPDHP31,0,0,0,0,0
GAPDHP30,0,0,0,0,0
GAPDHP33,0,0,0,0,0
GAPDHP32,0,0,0,0,0
GAPDHP35,0,0,0,0,0
GAPDHP34,0,0,0,0,0
GAPDHP37,0,0,0,0,0
GAPDHP36,0,0,0,0,0
RNU7-177P,0,0,0,0,0
ACACA,0,0,0,0,0
ACACB,0,0,0,0,0
ZDHHC3,0,0,0,0,0
PPIAP1,0,0,0,0,0
PLA2G2A,0,0,0,0,0
PLA2G2C,0,0,0,0,0
ZDHHC2,0,0,0,0,0
PLA2G2E,0,0,0,0,0
PLA2G2D,0,0,0,0,0
PLA2G2F,0,0,0,0,0
SPTBN2,0,0,0,0,0
ZDHHC4,0,0,0,0,0
AC009499.1,0,0,0,0,0
ZDHHC9,0,0,0,0,0
RPS4XP17,0,0,0,0,0
RP11-25K21.6,0,0,0,0,0
ZDHHC8,0,0,0,0,0
OR8J2,0,0,0,0,0
OR8J3,0,0,0,0,0
OR8J1,0,0,0,0,0
SNX2P2,0,0,0,0,0
AATK-AS1,0,0,0,0,0
CYFIP1,0,0,0,0,0
RPS4XP12,0,0,0,0,0
CYFIP2,0,0,0,0,0
RPS4XP13,0,0,0,0,0
RN7SL388P,0,0,0,0,0
GUSBP5,0,0,0,0,0
GUSBP4,0,0,0,0,0
GUSBP7,0,0,0,0,0
GUSBP6,0,0,0,0,0
GUSBP1,0,0,0,0,0
